,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,237.59,299.26,256.11,343.88,247.79,-,377.93,-,379.32,704.91,Upgrade
1,Revenue Growth (YoY),-7.23%,-12.98%,3.36%,-,-34.44%,-,-0.37%,-,-63.73%,-,Upgrade
2,Cost of Revenue,194.36,252.05,212.36,286.9,213.76,-,329.14,-,350.05,671.08,Upgrade
3,Gross Profit,43.23,47.22,43.75,56.99,34.03,-,48.8,-,29.27,33.82,Upgrade
4,"Selling, General & Admin",49.1,55.95,47.38,50.02,48.99,-,62.82,-,85.1,130.81,Upgrade
5,Other Operating Expenses,-,-,-,-,-,-,-3.3,-,-11.58,9.74,Upgrade
6,Operating Expenses,50.32,121.61,46.46,71.72,48.3,-,63.23,-,425.91,155.52,Upgrade
7,Operating Income,-7.09,-74.4,-2.7,-14.73,-14.26,-,-14.43,-,-396.63,-121.7,Upgrade
8,Interest Expense,-10.5,-13.4,-11.81,-15.54,-14.97,-,-16.36,-,-21.13,-35.66,Upgrade
9,Interest & Investment Income,0.52,4.24,5.05,0.22,0.2,-,0.08,-,0.5,3.46,Upgrade
10,Earnings From Equity Investments,-0,-0,-,-,-,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),1.75,-0.15,0.24,-0.3,10.01,-,-2.77,-,2.82,3.6,Upgrade
12,Other Non Operating Income (Expenses),3.66,1.82,6.16,7.32,2.28,-,-,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-11.68,-81.89,-3.07,-23.04,-16.74,-,-33.49,-,-414.45,-150.3,Upgrade
14,Gain (Loss) on Sale of Investments,-2.16,0.08,-0.21,0.29,-0.41,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-0.22,2.85,0.57,-2.44,-0.22,-,-,-,-,0.57,Upgrade
16,Asset Writedown,-,-2.01,-,-1.34,-,-,-,-,-,2.16,Upgrade
17,Legal Settlements,-,-,-,-,-,-,-,-,-,-10.17,Upgrade
18,Pretax Income,-14.05,-80.96,-2.71,-26.53,-17.37,-,-33.49,-,-414.45,-157.74,Upgrade
19,Income Tax Expense,2.07,2.17,2.56,3.1,0.8,-,1.3,-,-2.01,-25.75,Upgrade
20,Earnings From Continuing Operations,-16.12,-83.13,-5.27,-29.63,-18.17,-,-34.79,-,-412.44,-131.99,Upgrade
21,Earnings From Discontinued Operations,-,-,-,-,-,-,-2.58,-,-,-18.04,Upgrade
22,Net Income to Company,-16.12,-83.13,-5.27,-29.63,-18.17,-,-37.37,-,-412.44,-150.03,Upgrade
23,Minority Interest in Earnings,0.21,1.04,0.04,-1.05,0.35,-,0.23,-,5.65,9.64,Upgrade
24,Net Income,-15.92,-82.09,-5.23,-30.68,-17.82,-,-37.14,-,-406.79,-140.39,Upgrade
25,Net Income to Common,-15.92,-82.09,-5.23,-30.68,-17.82,-,-37.14,-,-406.79,-140.39,Upgrade
26,Shares Outstanding (Basic),17217,17217,17217,7397,6768,-,6768,-,6768,6768,Upgrade
27,Shares Outstanding (Diluted),17217,17217,17217,7397,6768,-,6768,-,6768,6768,Upgrade
28,Shares Change (YoY),-,132.74%,154.40%,-,-,-,-,-,-,-,Upgrade
29,EPS (Basic),-0.00,-0.00,-0.00,-0.00,-0.00,-,-0.01,-,-0.06,-0.02,Upgrade
30,EPS (Diluted),-0.00,-0.00,-0.00,-0.00,-0.00,-,-0.01,-,-0.06,-0.02,Upgrade
31,Free Cash Flow,-33.87,-299.07,243.18,-285.38,54.73,-,-18.84,-,30.87,13.71,Upgrade
32,Free Cash Flow Per Share,-0.00,-0.02,0.01,-0.04,0.01,-,-0.00,-,0.00,0.00,Upgrade
33,Operating Margin,-2.98%,-24.86%,-1.06%,-4.28%,-5.76%,-,-3.82%,-,-104.56%,-17.26%,Upgrade
34,Profit Margin,-6.70%,-27.43%,-2.04%,-8.92%,-7.19%,-,-9.83%,-,-107.24%,-19.92%,Upgrade
35,Free Cash Flow Margin,-14.25%,-99.93%,94.95%,-82.99%,22.09%,-,-4.99%,-,8.14%,1.95%,Upgrade
36,EBITDA,-1.75,-72.39,3.78,-11.03,-8.22,-,-4.15,-,-384.91,-113.96,Upgrade
37,D&A For EBITDA,5.34,2,6.48,3.7,6.05,3.57,10.28,8.86,11.73,7.74,Upgrade
38,EBIT,-7.09,-74.4,-2.7,-14.73,-14.26,-,-14.43,-,-396.63,-121.7,Upgrade
