,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,3188,3292,3191,3178,3106,2827,2735,2679,2744,3019
1,Revenue Growth (YoY),-0.09%,3.59%,2.74%,12.42%,13.56%,5.52%,-0.33%,-11.26%,-31.94%,-24.16%
2,Cost of Revenue,2350,2251,2793,2724,2692,2257,2408,2536,2339,2918
3,Gross Profit,838,1041,398,454,414,570,327,143,405,101
4,"Selling, General & Admin",355,346,430,364,311,406,401,438,394,436
5,Other Operating Expenses,-158,-275,-180,-262,-199,-144,-226,-169,-147,-250
6,Operating Expenses,197,71,250,102,112,262,175,269,247,186
7,Operating Income,641,970,148,352,302,308,152,-126,158,-85
8,Interest Expense,-69,-64,-80,-103,-114,-117,-124,-129,-137,-133
9,Interest & Investment Income,26,34,35,34,23,28,44,50,31,39
10,Currency Exchange Gain (Loss),23,84,-19,97,-20,66,16,33,-16,4
11,Other Non Operating Income (Expenses),-1,-8,-1,-2,-,-2,-,-2,-,-2
12,EBT Excluding Unusual Items,620,1016,83,378,191,283,88,-174,36,-177
13,Merger & Restructuring Charges,-,55,-55,-,-,-,-,-,-,-
14,Impairment of Goodwill,-,-,-,-,-,-241,-,-382,-,-
15,Gain (Loss) on Sale of Investments,-1,2,35,75,-39,-230,-253,47,25,-171
16,Gain (Loss) on Sale of Assets,-,2,-,-,-,-2,2,-,-,-
17,Asset Writedown,-9,-268,2,-148,-2,-721,-591,-531,-47,-6789
18,Other Unusual Items,-,5,1027,2678,13,68,392,731,22,35
19,Pretax Income,610,812,1092,2983,163,-843,-362,-309,36,-7102
20,Income Tax Expense,105,-116,-24,-147,73,145,-29,291,13,-516
21,Net Income,505,928,1116,3130,90,-988,-333,-600,23,-6586
22,Net Income to Common,505,928,1116,3130,90,-988,-333,-600,23,-6586
23,Net Income Growth,-54.75%,-70.35%,1140.00%,-,-,-,-,-,-89.73%,-
24,Shares Outstanding (Basic),600,600,600,536,500,500,500,500,500,500
25,Shares Outstanding (Diluted),600,600,600,536,500,500,500,500,500,500
26,Shares Change (YoY),-,11.94%,20.00%,7.20%,-,-,-,-,-,-
27,EPS (Basic),0.84,1.55,1.86,5.84,0.18,-1.98,-0.67,-1.20,0.05,-13.17
28,EPS (Diluted),0.84,1.55,1.86,5.84,0.18,-1.98,-0.67,-1.20,0.05,-13.17
29,EPS Growth,-54.84%,-73.51%,933.33%,-,-,-,-,-,-89.73%,-
30,Free Cash Flow,-,1801,-1046,616,562,754,254,342,1161,665
31,Free Cash Flow Per Share,-,3.00,-1.74,1.15,1.12,1.51,0.51,0.68,2.32,1.33
32,Operating Margin,20.11%,29.47%,4.64%,11.08%,9.72%,10.89%,5.56%,-4.70%,5.76%,-2.82%
33,Profit Margin,15.84%,28.19%,34.97%,98.49%,2.90%,-34.95%,-12.18%,-22.40%,0.84%,-218.15%
34,Free Cash Flow Margin,-,54.71%,-32.78%,19.38%,18.09%,26.67%,9.29%,12.77%,42.31%,22.03%
35,EBITDA,851.5,1073,466,398,609,257,621,-255,649,-291
36,D&A For EBITDA,210.5,103,318,46,307,-51,469,-129,491,-206
37,EBIT,641,970,148,352,302,308,152,-126,158,-85
