,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,2956,3049,2056,2423,1819,2340,1607,2617,3255,1545
1,Short-Term Investments,100,600,1100,600,905,1100,600,1100,1100,600
2,Trading Asset Securities,31,37,50,424,362,343,577,356,264,486
3,Cash & Short-Term Investments,3087,3686,3206,3447,3086,3783,2784,4073,4619,2631
4,Cash Growth,-3.71%,6.93%,3.89%,-8.88%,10.85%,-7.12%,-39.73%,54.81%,44.80%,-28.49%
5,Accounts Receivable,13,11,12,10,12,12,17,19,19,18
6,Other Receivables,-,58,-,67,-,156,-,144,-,-
7,Receivables,13,69,12,77,12,168,17,163,19,18
8,Inventory,120,95,104,146,88,97,77,79,88,13
9,Prepaid Expenses,240,47,541,61,313,62,548,56,334,499
10,Other Current Assets,-,58,-,151,-,108,-,219,-,-
11,Total Current Assets,3460,3955,3863,3882,3499,4218,3426,4590,5060,3161
12,"Property, Plant & Equipment",12332,12510,12838,12486,13192,13204,14175,14942,15472,15968
13,Long-Term Investments,1003,503,4,504,548,4,542,25,125,550
14,Goodwill,-,117,-,117,-,117,-,358,-,740
15,Other Intangible Assets,125,9,131,13,135,5,118,1,749,11
16,Long-Term Deferred Tax Assets,676,683,644,515,192,175,369,328,623,610
17,Other Long-Term Assets,614,693,649,749,823,879,805,1080,1068,1106
18,Total Assets,18210,18470,18129,18266,18389,18602,19435,21324,23097,22146
19,Accounts Payable,17,13,17,14,15,11,12,12,16,12
20,Accrued Expenses,1548,1092,1698,895,1438,822,1220,1103,1550,896
21,Current Portion of Long-Term Debt,895,940,874,785,745,739,822,792,759,758
22,Current Portion of Leases,468,468,461,550,667,663,732,848,842,881
23,Current Income Taxes Payable,76,23,46,42,67,23,20,56,58,32
24,Other Current Liabilities,3,727,3,796,140,497,63,499,47,327
25,Total Current Liabilities,3007,3263,3099,3082,3072,2755,2869,3310,3272,2906
26,Long-Term Debt,3790,4047,4510,4098,4389,4665,4338,4703,4720,3731
27,Long-Term Leases,2382,2625,2828,4604,8073,8434,8375,9264,10440,10887
28,Long-Term Deferred Tax Liabilities,221,199,274,216,54,23,76,82,95,100
29,Other Long-Term Liabilities,317,359,379,365,350,403,466,358,366,366
30,Total Liabilities,9939,10701,11300,12548,16124,16442,16288,17847,19022,18090
31,Common Stock,20644,20644,20644,20644,20349,20349,20349,20349,20349,20349
32,Retained Earnings,-,-98,-1026,-2142,-5272,-5362,-4374,-4040,-3440,-3466
33,Comprehensive Income & Other,-12373,-12777,-12789,-12784,-12812,-12827,-12828,-12832,-12834,-12827
34,Shareholders' Equity,8271,7769,6829,5718,2265,2160,3147,3477,4075,4056
35,Total Liabilities & Equity,18210,18470,18129,18266,18389,18602,19435,21324,23097,22146
36,Total Debt,7535,8080,8673,10037,13874,14501,14267,15607,16761,16257
37,Net Cash (Debt),-4448,-4394,-5467,-6590,-10788,-10718,-11483,-11534,-12142,-13626
38,Net Cash Per Share,-7.41,-7.32,-9.11,-12.29,-21.58,-21.44,-22.97,-23.07,-24.28,-27.25
39,Filing Date Shares Outstanding,600,600,600,600,500,500,500,500,500,500
40,Total Common Shares Outstanding,600,600,600,600,500,500,500,500,500,500
41,Working Capital,453,692,764,800,427,1463,557,1280,1788,255
42,Book Value Per Share,13.79,12.95,11.38,9.53,4.53,4.32,6.29,6.95,8.15,8.11
43,Tangible Book Value,8146,7643,6698,5588,2130,2038,3029,3118,3326,3305
44,Tangible Book Value Per Share,13.58,12.74,11.16,9.31,4.26,4.08,6.06,6.24,6.65,6.61
45,Land,-,5841,-,5519,-,5431,-,5692,-,5692
46,Buildings,-,5532,-,4992,-,4980,-,4982,-,4892
47,Machinery,-,3907,-,3697,-,3576,-,3079,-,3061
48,Leasehold Improvements,-,3494,-,3374,-,3327,-,3039,-,3027
