,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,42,26,41,36,127,222,309,349,175,228,202,Upgrade
1,Market Cap Growth,-79.76%,-27.83%,-67.68%,-84.03%,-59.00%,-36.28%,76.47%,53.39%,-13.27%,-26.79%,-74.16%,Upgrade
2,Enterprise Value,253,288,397,625,714,712,774,942,856,843,860,Upgrade
3,Last Close Price,0.27,0.17,0.27,0.23,0.82,1.44,2.00,2.26,2.80,3.64,3.23,Upgrade
4,Forward PE,-,12.80,12.80,12.80,12.80,12.80,12.80,12.80,12.80,12.80,12.80,Upgrade
5,PS Ratio,0.35,0.22,0.61,0.29,1.00,1.64,2.47,3.05,1.48,1.98,1.31,Upgrade
6,PB Ratio,-0.05,-0.05,-0.10,-0.16,-2.02,22.17,3.08,1.19,1.04,0.50,0.38,Upgrade
7,P/FCF Ratio,6.20,6.20,-,-,4.81,-,-,-,-,-49.18,-,Upgrade
8,P/OCF Ratio,6.20,6.20,-,-,4.81,-,-6.43,-,-,6.79,-27.92,Upgrade
9,EV/Sales Ratio,2.14,2.43,5.90,5.08,5.62,5.25,6.19,8.24,7.22,7.34,5.57,Upgrade
10,EV/EBITDA Ratio,-,-4.39,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-4.35,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,69.54,69.54,-,-,27.13,-,-,-,-,-182.19,-,Upgrade
13,Debt / Equity Ratio,-0.04,-0.04,-0.17,-1.72,-6.12,39.96,3.49,1.18,2.68,0.97,0.82,Upgrade
14,Debt / FCF Ratio,4.11,4.11,-,-,14.60,-,-,-,-,-95.59,-,Upgrade
15,Earnings Yield,-643.11%,-1046.02%,-664.60%,-396.18%,-122.46%,-123.99%,-83.64%,-163.92%,-327.96%,-233.56%,-257.11%,Upgrade
16,FCF Yield,16.13%,16.13%,-93.06%,153.88%,20.78%,-20.36%,-17.26%,-24.59%,-13.24%,-2.03%,-22.49%,Upgrade
17,Buyback Yield / Dilution,0.00%,-,0.00%,0.00%,6.11%,-143.50%,-219.52%,-23.20%,-1.37%,-4.10%,-3.99%,Upgrade
18,Total Shareholder Return,0.00%,-,0.00%,0.00%,6.11%,-143.50%,-219.52%,-23.20%,-1.37%,-4.10%,-3.99%,Upgrade
