,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,880.43,616.41,788.14,507.85,625.2,510.44,578.45,624.9,-,-,-,354.31,354.39,378.83,378.83,206.9,206.9,355.91,355.91
1,Cash & Short-Term Investments,880.43,616.41,788.14,507.85,625.2,510.44,578.45,624.9,-,-,354.31,354.31,354.39,378.83,378.83,206.9,206.9,355.91,355.91
2,Cash Growth,40.82%,20.76%,36.25%,-18.73%,-,-,63.26%,76.37%,-,-,-6.47%,71.25%,71.29%,6.44%,6.44%,-,-,-,-
3,Accounts Receivable,1855,1968,1913,2094,2390,2368,2319,2229,-,-,-,2352,2352,2486,2486,2456,2456,1803,1803
4,Other Receivables,182.33,179.55,159.16,165.17,129.82,122.43,1.78,138.46,-,-,-,3.02,-2.65,-2.37,-2.37,3.69,3.69,6.12,6.12
5,Receivables,2037,2147,2072,2260,2520,2490,2321,2367,-,-,-,2355,2349,2483,2483,2459,2459,1809,1809
6,Inventory,2643,2677,2675,2656,2856,2924,2939,2980,-,-,-,2938,2938,2807,2807,2832,2832,2791,2791
7,Other Current Assets,591.25,770.83,748.06,829.72,772.9,750.72,849.15,696.89,-,-,-,710.08,715.68,656.26,656.26,605.67,605.67,661.42,661.42
8,Total Current Assets,6152,6211,6283,6254,6774,6676,6687,6669,-,-,-,6357,6357,6325,6325,6104,6104,5618,5618
9,"Property, Plant & Equipment",586.85,604.25,609.01,601.56,470.21,476.99,476.25,465.24,-,-,-,218.82,218.82,114.34,114.34,38.43,38.43,28.12,28.12
10,Other Intangible Assets,114.18,114.89,107.8,114.48,111.81,110.89,100.81,101.95,-,-,-,94.44,94.44,96.43,96.43,95.53,95.53,92.42,92.42
11,Long-Term Deferred Tax Assets,59.91,67.07,60.85,49.17,66.77,65.16,60.15,40.41,-,-,-,35.47,35.47,29.73,29.73,26.54,26.54,17.8,17.8
12,Long-Term Deferred Charges,16.22,12.17,3.71,3.42,3.48,4.05,4.82,5.6,-,-,-,8.68,8.68,11.5,11.5,16.64,16.64,17.77,17.77
13,Other Long-Term Assets,19.27,15.13,25.09,13.9,33.13,15.45,21.49,24.03,-,-,-,28.38,28.38,19.54,19.54,21.29,21.29,16.01,16.01
14,Total Assets,6948,7025,7089,7036,7460,7348,7351,7306,-,-,-,6743,6743,6597,6597,6302,6302,5790,5790
15,Accounts Payable,2517,2582,2331,2489,2727,2895,2726,2487,-,-,-,2395,2395,2472,2472,2385,2385,2048,2048
16,Accrued Expenses,8.31,201.17,13.71,221.97,24.22,207.23,165.85,181.44,-,-,-,178.29,178.29,174.11,174.11,164.43,164.43,27.74,27.74
17,Short-Term Debt,1009,1015,1217,1086,1307,1861,2172,2452,-,-,-,2383,2383,2255,2255,2208,2208,2139,2139
18,Current Portion of Long-Term Debt,76.69,54.32,138.43,110.38,77.08,50.35,44.35,44.29,-,-,-,-,-,-,-,-,-,-,-
19,Current Portion of Leases,-,24.68,-,28.04,-,28.55,32.42,38.3,-,-,-,43.44,43.44,29.72,29.72,-,-,-,-
20,Current Income Taxes Payable,27.95,15.12,36.03,17.63,36.72,23.63,23.18,16.71,-,-,-,26.6,26.6,10.43,10.43,18.39,18.39,13.25,13.25
21,Current Unearned Revenue,112.7,120.23,155.66,148.31,122.91,198.53,179.93,163.46,-,-,-,78.18,78.18,111.71,111.71,66.34,66.34,96.13,96.13
22,Other Current Liabilities,476.14,301.72,473.49,232.21,414.62,220.69,210.29,180.11,-,-,-,137.09,137.09,152.77,152.77,158.33,158.33,296.92,296.92
23,Total Current Liabilities,4228,4314,4365,4333,4710,5485,5554,5564,-,-,-,5242,5242,5206,5206,5000,5000,4621,4621
24,Long-Term Debt,182.47,182.47,136.53,136.53,225.46,205.36,180.76,161.91,-,-,-,-,-,-,-,-,-,-,-
25,Long-Term Leases,15.11,16.53,18.05,9.1,9.25,10.62,10.4,16.16,-,-,-,29.49,29.49,21.01,21.01,-,-,-,-
26,Long-Term Unearned Revenue,4.39,4.6,4.84,5.07,4.56,5.03,5.51,5.99,-,-,-,7.89,7.89,6.72,6.72,7.66,7.66,3.53,3.53
27,Long-Term Deferred Tax Liabilities,1.9,1.73,3.92,1.89,12.47,13.81,14.97,1.19,-,-,-,-,-,-,-,-,-,-,-
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.92,2.92,-,-
29,Total Liabilities,4432,4519,4529,4486,4961,5720,5766,5749,-,-,-,5279,5279,5233,5233,5011,5011,4625,4625
30,Common Stock,470.6,470.6,470.6,470.6,470.6,400,400,400,-,-,-,400,400,400,400,400,400,400,400
31,Additional Paid-In Capital,1138,1137,1137,1137,1138,351.1,365.04,365.06,-,-,-,365.61,365.61,365.27,365.27,365.27,365.27,365.27,365.27
32,Retained Earnings,887.88,851.03,870.82,843.21,780.34,755.26,715.67,689.33,-,-,-,568.44,568.44,473.39,473.39,417.23,417.23,308.01,308.01
