,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,655359,812781,765548,704847,836784,729879,694671,678403,668514,795625,807912,722593,533289,399815,706675,620194,593236,611840,546706,408102,Upgrade
1,Revenue Growth (YoY),-21.68%,11.36%,10.20%,3.90%,25.17%,-8.26%,-14.02%,-6.12%,25.36%,99.00%,14.33%,16.51%,-10.11%,-34.65%,29.26%,51.97%,-31.80%,5.37%,1.22%,-18.81%,Upgrade
2,Cost of Revenue,641627,786849,743772,681398,816798,696233,655011,645872,638877,760044,757314,700462,518090,386998,672454,595509,560768,574520,515136,395726,Upgrade
3,Gross Profit,13732,25932,21776,23448,19986,33646,39660,32530,29637,35582,50598,22130,15199,12817,34221,24685,32468,37320,31570,12376,Upgrade
4,"Selling, General & Admin",4907,3460,5047,2752,8670,3804,5213,4013,5060,5615,7350,3436,3937,2710,5993,3395,3682,4603,3032,6664,Upgrade
5,Operating Expenses,4907,3460,5047,2752,8670,3804,5213,4013,5060,5615,7350,3436,3937,2710,5993,3395,3682,4603,3032,6664,Upgrade
6,Operating Income,8825,22473,16729,20696,11316,29842,34447,28517,24577,29967,43248,18694,11262,10107,28228,21290,28786,32717,28538,5712,Upgrade
7,Interest Expense,-8837,-8397,-10205,-8223,-13181,-12429,-18100,-17188,-16677,-13614,-17941,-5717,-13692,-13076,-13829,-12376,-17368,-16155,-17254,-16989,Upgrade
8,Interest & Investment Income,16387,2425,11217,2810,16615,4146,13051,5464,9755,3335,10514,2919,5539,6127,4140,3711,5542,3092,5341,15991,Upgrade
9,Currency Exchange Gain (Loss),-411.69,-742.07,574.69,239.36,689.35,264.84,-1099,91.44,249.56,421.8,-435.49,13.69,1389,-54.24,863.94,54.06,-561.45,301.46,-562.61,118.52,Upgrade
10,Other Non Operating Income (Expenses),-1.99,-20.95,7.6,-2.8,2378,-,-1922,35.82,3237,-0.15,-3244,-268.1,123.36,-,-380.35,33.77,771.5,-,-,-346.38,Upgrade
11,EBT Excluding Unusual Items,15961,15738,18324,15520,17818,21824,26376,16921,21141,20110,32142,15643,4621,3103,19023,12713,17170,19956,16062,4486,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,367.23,-,-,-,-367.24,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,15961,15738,18324,15520,18185,21824,26376,16921,20774,20110,32142,15643,4621,3103,19023,12713,17170,19956,16062,4486,Upgrade
14,Income Tax Expense,1644,1574,1897,1552,1149,2182,2969,1692,1949,2011,3045,1564,482.65,310.34,2736,1271,1687,1996,1622,448.58,Upgrade
15,Earnings From Continuing Operations,14318,14164,16427,13968,17036,19642,23407,15229,18825,18099,29097,14079,4139,2793,16287,11442,15484,17960,14439,4037,Upgrade
16,Net Income,14318,14164,16427,13968,17036,19642,23407,15229,18825,18099,29097,14079,4139,2793,16287,11442,15484,17960,14439,4037,Upgrade
17,Net Income to Common,14318,14164,16427,13968,17036,19642,23407,15229,18825,18099,29097,14079,4139,2793,16287,11442,15484,17960,14439,4037,Upgrade
18,Net Income Growth,-15.96%,-27.89%,-29.82%,-8.28%,-9.50%,8.53%,-19.55%,8.17%,354.85%,548.00%,78.65%,23.05%,-73.27%,-84.45%,12.79%,183.40%,3.87%,-11.39%,12.63%,-71.72%,Upgrade
19,Shares Outstanding (Basic),69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,Upgrade
20,Shares Outstanding (Diluted),69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,Upgrade
21,Shares Change (YoY),-0.00%,-0.00%,-,-,-,-,0.12%,-0.00%,-0.00%,-0.00%,-0.12%,-0.00%,-,-,-,-,-,-,-0.00%,-0.14%,Upgrade
