,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,548288,539981,560750,610471,629351,583408,685993,651378,615505,638791,887385,960592,1211781,1111031,1255948,1062725,1228345,1412366,1511278,535963,639475,Upgrade
1,Market Cap Growth,-7.44%,-7.44%,-18.26%,-6.28%,2.25%,-8.67%,-22.70%,-32.19%,-49.21%,-42.50%,-29.35%,-9.61%,-1.35%,-21.34%,-16.89%,98.28%,92.09%,76.95%,96.12%,-23.55%,-20.25%,Upgrade
2,Enterprise Value,559450,772083,784113,861643,695363,760284,904097,915209,910924,846922,1099561,1282202,1504283,1365487,1513628,1409161,1661299,1952851,2102178,1130028,1115359,Upgrade
3,Last Close Price,7920.00,7800.00,8100.00,8818.18,9090.91,8427.27,9909.09,9409.09,8890.91,9227.27,12818.18,13875.60,17503.99,16048.64,18141.95,15350.88,17743.22,20401.38,21830.14,7741.89,9237.11,Upgrade
4,PE Ratio,8.86,9.17,9.10,9.10,8.50,7.75,8.90,8.62,7.58,7.98,13.57,19.17,32.49,32.05,27.30,17.37,20.71,27.20,29.43,9.99,12.29,Upgrade
5,PS Ratio,0.18,0.18,0.18,0.20,0.21,0.20,0.25,0.23,0.21,0.21,0.31,0.39,0.51,0.49,0.54,0.42,0.52,0.65,0.62,0.22,0.27,Upgrade
6,PB Ratio,0.61,0.60,0.63,0.70,0.74,0.69,0.83,0.81,0.79,0.83,1.19,1.32,1.73,1.63,1.85,1.57,1.87,2.19,2.36,0.88,1.08,Upgrade
7,P/TBV Ratio,0.62,0.62,0.66,0.73,0.77,0.72,0.87,0.84,0.82,0.87,1.25,1.38,1.82,1.71,1.95,1.66,1.98,2.32,2.50,0.94,1.15,Upgrade
8,P/FCF Ratio,-,-3.68,-,-57.46,-,1.92,4.30,8.81,9.15,-,-,30.01,-,-,-,3.41,8.08,46.45,-21.11,-,-,Upgrade
9,P/OCF Ratio,-,-3.69,-,-91.08,-,1.90,4.16,8.56,9.50,-,-,26.62,-,-,-,2.99,5.18,12.36,14.34,-,-,Upgrade
10,EV/Sales Ratio,0.19,0.26,0.25,0.28,0.23,0.26,0.33,0.32,0.31,0.28,0.38,0.52,0.64,0.60,0.65,0.56,0.70,0.90,0.86,0.47,0.46,Upgrade
11,EV/EBITDA Ratio,4.69,6.47,6.42,6.72,4.77,4.95,5.43,5.44,5.15,5.05,7.14,9.55,12.61,11.23,10.80,8.64,10.17,13.24,14.60,8.23,8.75,Upgrade
12,EV/EBIT Ratio,8.14,11.23,11.01,10.96,7.22,7.30,7.70,7.79,7.21,7.27,10.66,15.39,22.03,19.26,17.12,12.69,14.92,20.39,22.71,12.90,13.58,Upgrade
13,EV/FCF Ratio,-3.81,-5.26,-,-81.10,-,2.50,5.67,12.37,13.54,-,-,40.05,-,-,-,4.52,10.93,64.23,-29.37,-,-,Upgrade
14,Debt / Equity Ratio,0.62,0.62,0.82,0.85,0.86,0.89,0.87,0.94,1.02,1.10,1.07,1.11,1.20,1.16,1.10,1.19,1.27,1.47,1.39,1.48,1.57,Upgrade
15,Debt / EBITDA Ratio,4.70,6.53,5.19,6.31,5.50,7.70,4.35,4.02,4.84,5.69,4.67,3.62,6.57,8.53,8.17,4.92,6.05,5.68,4.86,5.44,12.54,Upgrade
16,Debt / FCF Ratio,-,-3.82,-,-69.79,-,2.46,4.50,10.24,11.84,-,-,25.31,-,-,-,2.59,5.49,31.30,-12.43,-,-,Upgrade
17,Asset Turnover,1.61,1.93,1.80,1.64,1.95,1.68,1.63,1.58,1.57,1.89,1.86,1.70,1.36,1.04,1.81,1.55,1.48,1.56,1.40,1.04,Upgrade,
18,Inventory Turnover,36.90,27.36,39.57,36.82,36.61,43.88,25.93,29.46,38.35,37.84,32.63,23.22,23.26,24.74,21.89,35.21,27.16,19.33,16.20,16.12,21.93,Upgrade
