,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,5363,5613,4336,4061,4091,3785,3752,3439,2844,2715
1,Revenue Growth (YoY),23.69%,38.22%,5.99%,7.29%,9.03%,10.05%,31.94%,26.66%,-1.04%,5.85%
2,Cost of Revenue,4043,4314,3513,3428,3554,3364,3134,2644,2238,2191
3,Gross Profit,1320,1299,823.08,632.91,536.88,420.43,618.72,795.08,606.29,523.65
4,"Selling, General & Admin",347.08,413.09,326.91,363.49,318.63,307.23,306.58,302.7,259.86,240.59
5,Research & Development,108.69,113.23,126.72,116.93,112.26,134.92,119.06,89.52,68.55,71.94
6,Other Operating Expenses,-28.19,-33.63,-18.43,-51.73,-22.88,-32.45,-30.68,-15.1,-19.02,-18.09
7,Operating Expenses,430.3,495.01,434.26,432.7,407.82,411.28,394.96,381.3,309.38,294.44
8,Operating Income,890.2,803.61,388.82,200.21,129.06,9.15,223.76,413.77,296.91,229.22
9,Interest Expense,-43.94,-49.66,-44.24,-41.26,-27.76,-11.84,-0.55,-3.44,-1.99,-3
10,Interest & Investment Income,24.97,11.02,9.59,5.61,3.02,2.47,2.28,1.83,3.85,10.32
11,Earnings From Equity Investments,0.01,0.31,0.18,-0.11,0.04,-0.3,-,-0.08,-,0.19
12,Currency Exchange Gain (Loss),20.44,-10.27,24.39,57.2,28.95,-11.33,-1.2,-24.67,9.33,14.86
13,EBT Excluding Unusual Items,891.68,755.01,378.74,221.65,133.3,-11.84,224.29,387.43,308.09,251.59
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-1.36,1.98,-1.12,3.85,0.76
15,Gain (Loss) on Sale of Assets,0.62,-2.53,-0.68,0.06,-0.27,-0.16,0.29,-0.19,0.16,-1.31
16,Legal Settlements,-,-,-,-,-,16.72,35.98,-,-,-
17,Pretax Income,892.3,752.48,378.06,221.71,133.03,3.35,262.55,386.12,312.1,251.04
18,Income Tax Expense,80.87,46.18,50.93,-13.52,-25.56,-27.6,17.2,46.64,46.83,32.36
19,Earnings From Continuing Operations,811.43,706.3,327.14,235.23,158.6,30.95,245.35,339.48,265.26,218.68
20,Minority Interest in Earnings,-0.01,-0.05,-0,-0.02,-0.02,-0,0,0.14,-0.07,0.07
21,Net Income,811.42,706.26,327.13,235.21,158.58,30.95,245.35,339.62,265.2,218.75
22,Net Income to Common,811.42,706.26,327.13,235.21,158.58,30.95,245.35,339.62,265.2,218.75
23,Net Income Growth,148.04%,200.27%,106.29%,659.93%,-35.37%,-90.89%,-7.48%,55.26%,1.62%,-5.91%
24,Shares Outstanding (Basic),637,636,636,636,636,637,636,635,635,635
25,Shares Outstanding (Diluted),637,636,636,636,636,637,636,637,635,636
26,Shares Change (YoY),0.04%,-,-,-0.12%,-0.01%,0.02%,0.17%,0.23%,0.06%,13.06%
27,EPS (Basic),1.27,1.11,0.51,0.37,0.25,0.05,0.39,0.53,0.42,0.34
28,EPS (Diluted),1.27,1.11,0.51,0.37,0.25,0.04,0.39,0.53,0.42,0.34
29,EPS Growth,149.02%,200.27%,104.69%,819.50%,-35.46%,-92.41%,-7.56%,53.81%,1.86%,-16.48%
30,Free Cash Flow,224.48,311.85,253.43,607.03,-379.9,-64.57,-929.88,46.75,-623.07,-204.01
31,Free Cash Flow Per Share,0.35,0.49,0.40,0.95,-0.60,-0.10,-1.46,0.07,-0.98,-0.32
32,Dividend Per Share,0.140,-,-,-,-,-,-,-,-,-
33,Operating Margin,16.60%,14.32%,8.97%,4.93%,3.15%,0.24%,5.96%,12.03%,10.44%,8.44%
34,Profit Margin,15.13%,12.58%,7.54%,5.79%,3.88%,0.82%,6.54%,9.88%,9.32%,8.06%
35,Free Cash Flow Margin,4.19%,5.56%,5.84%,14.95%,-9.29%,-1.71%,-24.78%,1.36%,-21.91%,-7.51%
36,EBITDA,1143,1041,613.48,431.96,284.72,162.94,350.4,525.37,390.22,321.48
37,D&A For EBITDA,252.59,237.36,224.65,231.74,155.67,153.79,126.64,111.6,93.32,92.26
38,EBIT,890.2,803.61,388.82,200.21,129.06,9.15,223.76,413.77,296.91,229.22
