,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,222.35,243.34,231.93,244.6,213.57,223.96,224.22,210.15,204.5,177.13
1,Short-Term Investments,-,5.6,-,6.49,-,5.63,-,11.46,-,3.43
2,Cash & Short-Term Investments,222.35,248.94,231.93,251.09,213.57,229.59,224.22,221.61,204.5,180.56
3,Cash Growth,-4.13%,-0.85%,8.60%,9.36%,-4.75%,3.60%,9.64%,22.74%,29.76%,171.27%
4,Accounts Receivable,44.1,57.71,63.33,75.1,92.07,100.52,77.1,83.68,81.23,106.64
5,Receivables,44.1,57.71,63.33,75.1,92.07,100.52,77.1,83.68,81.23,106.64
6,Inventory,98.08,71.22,73.61,52.94,72.51,68.25,69.74,70.02,69.02,48.93
7,Prepaid Expenses,29.98,8.14,14.35,15.49,22.13,16.45,15.07,11.53,7.95,2.81
8,Total Current Assets,394.51,386.02,383.21,394.62,400.28,414.81,386.13,386.84,362.69,338.93
9,"Property, Plant & Equipment",16.97,11.76,15.63,17.01,17.58,13.15,15.17,15.91,14.78,18.25
10,Other Intangible Assets,0.39,0.54,0.7,0.88,1.1,1.09,1.42,0.73,0.68,0.87
11,Long-Term Deferred Tax Assets,12.74,10.5,8.49,7.31,2.87,3.44,2.35,2.03,2.24,2.06
12,Total Assets,424.61,408.81,408.03,419.82,421.84,432.49,405.07,405.51,380.39,360.12
13,Accounts Payable,18.54,17.01,15,20.76,21.35,27.09,14.19,14.64,14.57,7.25
14,Accrued Expenses,-,13.98,-,10.01,-,8.82,-,8.54,-,5.72
15,Current Portion of Leases,5.4,4.21,6.08,5.14,5.7,4.17,5.46,4.5,3.81,4.91
16,Current Income Taxes Payable,8.31,4.97,5.78,4.27,3.67,4.95,5.36,3.53,6.75,7.09
17,Current Unearned Revenue,29.71,20.32,20.96,15.46,16.12,14.75,11.37,15.11,22.77,7.43
18,Other Current Liabilities,22.81,4.96,9.81,7.24,9.04,6.06,10.49,4.87,2.69,4.07
19,Total Current Liabilities,84.78,65.45,57.64,62.88,55.88,65.84,46.87,51.19,50.58,36.46
20,Long-Term Leases,6.04,1.06,2.39,4.38,5.71,1.35,2.93,3.03,1.67,2.32
21,Long-Term Deferred Tax Liabilities,0.04,0.07,0.09,0.08,0.12,0.12,-,-,-,-
22,Total Liabilities,90.87,66.57,60.11,67.34,61.7,67.31,49.8,54.22,52.24,38.79
23,Common Stock,4,4,4,4,4,4,4,4,4,4
24,Additional Paid-In Capital,75.25,86.05,86.05,91.45,91.45,96.85,96.85,102.25,102.25,102.25
25,Retained Earnings,325.02,322.16,328.04,325.42,331.33,328.58,319.51,311.59,291.82,284.41
26,Comprehensive Income & Other,-70.44,-69.87,-70.29,-68.63,-67.07,-64.9,-65.94,-66.56,-69.91,-69.32
27,Total Common Equity,333.82,342.33,347.79,352.24,359.71,364.52,354.42,351.28,328.15,321.33
28,Minority Interest,-0.08,-0.09,0.13,0.25,0.43,0.66,0.86,-,-,-
29,Shareholders' Equity,333.74,342.25,347.92,352.48,360.14,365.18,355.28,351.28,328.15,321.33
30,Total Liabilities & Equity,424.61,408.81,408.03,419.82,421.84,432.49,405.07,405.51,380.39,360.12
31,Total Debt,11.45,5.27,8.47,9.52,11.41,5.51,8.39,7.54,5.47,7.23
32,Net Cash (Debt),210.9,243.68,223.46,241.56,202.16,224.07,215.83,214.08,199.02,173.33
33,Net Cash Growth,-5.62%,0.87%,10.54%,7.81%,-6.33%,4.67%,8.44%,23.51%,33.86%,160.41%
34,Net Cash Per Share,0.53,0.61,0.56,0.60,0.51,0.56,0.54,0.54,0.50,0.43
35,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
36,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
37,Working Capital,309.73,320.57,325.57,331.74,344.41,348.96,339.27,335.65,312.12,302.47
38,Book Value Per Share,0.83,0.86,0.87,0.88,0.90,0.91,0.89,0.88,0.82,0.80
39,Tangible Book Value,333.43,341.79,347.09,351.35,358.61,363.43,353,350.56,327.47,320.46
40,Tangible Book Value Per Share,0.83,0.85,0.87,0.88,0.90,0.91,0.88,0.88,0.82,0.80
41,Land,-,-,-,-,-,-,-,-,-,5.88
42,Buildings,-,7.78,-,7.95,-,6.44,-,6.24,-,-
43,Machinery,-,9.51,-,15.09,-,16.33,-,15.41,-,14.65
44,Leasehold Improvements,-,2.83,-,2.87,-,2.71,-,1.59,-,1.48
