,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3744,4048,5069,5190,5112,4963,4942,6027,5119,5885,8990,Upgrade
1,Market Cap Growth,-29.37%,-21.99%,-0.83%,4.57%,3.44%,-17.65%,-3.46%,2.41%,-43.06%,-41.96%,-10.58%,Upgrade
2,Enterprise Value,3791,4302,5540,5860,5903,5644,6711,8010,7689,8011,9010,Upgrade
3,Last Close Price,5.28,5.71,7.15,7.32,7.21,7.00,6.97,8.50,7.16,8.15,12.23,Upgrade
4,PE Ratio,-,-,-,-,-,-,-205.91,-,-4.57,-,-,Upgrade
5,Forward PE,-,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,Upgrade
6,PS Ratio,2.76,2.65,3.21,4.07,4.49,1.55,1.10,1.35,1.55,4.71,6.44,Upgrade
7,PB Ratio,0.26,0.29,0.35,0.35,0.33,0.32,0.31,0.37,0.32,0.39,0.51,Upgrade
8,P/TBV Ratio,0.25,0.29,0.35,0.35,0.34,0.32,0.32,0.38,0.33,0.40,0.53,Upgrade
9,P/FCF Ratio,-,26.81,20.04,31.26,-33.41,-,4.49,7.76,30.11,-,-,Upgrade
10,P/OCF Ratio,-,23.67,18.24,28.05,-34.77,-,4.37,7.76,30.11,-,-,Upgrade
11,EV/Sales Ratio,2.80,2.81,3.51,4.60,5.18,1.76,1.50,1.79,2.32,6.41,6.46,Upgrade
12,EV/EBITDA Ratio,10.47,18.79,-,15.71,32.79,9.95,8.27,9.48,10.80,16.72,12.06,Upgrade
13,EV/EBIT Ratio,25.61,148.36,-,37.32,-122.98,-,11.41,12.50,15.08,30.00,16.97,Upgrade
14,EV/FCF Ratio,-,28.49,21.90,35.30,-38.58,-,6.10,10.31,45.23,-,-,Upgrade
15,Debt / Equity Ratio,0.03,0.03,0.04,0.05,0.07,0.08,0.09,0.15,0.18,0.19,0.21,Upgrade
16,Debt / FCF Ratio,-,2.64,2.08,4.51,-7.18,-,1.32,3.15,16.53,-,-,Upgrade
17,Return on Capital Employed (ROCE),2.73%,0.20%,-,1.00%,-0.30%,-,3.31%,3.35%,2.74%,1.50%,2.70%,Upgrade
18,Earnings Yield,-1.87%,-2.54%,-2.11%,-1.41%,-3.85%,-1.13%,-0.49%,0.96%,-21.86%,-24.33%,1.30%,Upgrade
19,FCF Yield,3.73%,4.99%,3.20%,-2.99%,14.14%,22.26%,12.89%,3.32%,-10.89%,11.20%,Upgrade,
20,Dividend Yield,0.95%,-,-,-,-,-,-,-,-,-,1.80%,Upgrade
21,Buyback Yield / Dilution,1.24%,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,2.19%,-,-,-,-,-,-,-,-,-,1.80%,Upgrade
