,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,269,381,455,634,703,1089,1143,1274,702,1892,Upgrade
1,Cash & Short-Term Investments,269,381,455,634,703,1089,1143,1274,702,1892,Upgrade
2,Cash Growth,-40.88%,-39.91%,-35.28%,-41.78%,-38.50%,-14.52%,62.82%,-32.66%,-77.92%,-21.43%,Upgrade
3,Accounts Receivable,22,35,20,20,60,29,44,17,58,37,Upgrade
4,Other Receivables,69,75,57,84,26,40,63,84,107,199,Upgrade
5,Receivables,91,110,77,104,86,69,107,101,165,236,Upgrade
6,Inventory,1071,1127,1645,1801,1933,2237,3841,4957,6279,4784,Upgrade
7,Prepaid Expenses,28,33,39,37,45,49,85,113,86,74,Upgrade
8,Restricted Cash,-,-,-,-,-,-,-,20,-,18,Upgrade
9,Other Current Assets,3,2,318,328,354,-,126,122,122,22,Upgrade
10,Total Current Assets,1462,1653,2534,2904,3121,3444,5302,6587,7354,7026,Upgrade
11,"Property, Plant & Equipment",6605,6764,6547,6655,6790,7285,7365,7267,7119,7558,Upgrade
12,Long-Term Investments,2586,3123,3457,4027,4119,4369,4762,4628,5955,6918,Upgrade
13,Long-Term Deferred Tax Assets,-,225,219,226,248,249,125,303,263,374,Upgrade
14,Other Long-Term Assets,5050,5131,5099,5037,5128,5179,5160,5182,5246,6509,Upgrade
15,Total Assets,15703,16896,17856,18849,19406,20526,22714,23967,25937,28385,Upgrade
16,Accounts Payable,25,36,29,27,23,22,20,19,70,28,Upgrade
17,Accrued Expenses,-,-,-,-,-,-,-,-,67,-,Upgrade
18,Current Portion of Long-Term Debt,88,22,189,517,250,-,-,500,600,1800,Upgrade
19,Current Income Taxes Payable,111,206,206,192,194,238,72,206,77,1060,Upgrade
20,Current Unearned Revenue,72,102,239,244,228,271,1075,2077,3283,3198,Upgrade
21,Other Current Liabilities,950,1315,1420,1628,1853,2255,2426,2548,4034,2668,Upgrade
22,Total Current Liabilities,1246,1681,2083,2608,2548,2786,3593,5350,8131,8754,Upgrade
23,Long-Term Debt,311,504,559,581,1018,1450,2446,2310,2330,1835,Upgrade
24,Long-Term Deferred Tax Liabilities,155,273,319,326,341,353,392,378,341,329,Upgrade
25,Total Liabilities,1712,2458,2961,3515,3907,4589,6431,8038,10802,10918,Upgrade
26,Common Stock,3641,3641,3641,3641,3641,3641,3641,3641,3641,3641,Upgrade
27,Retained Earnings,11281,11288,11384,11394,11463,11562,11481,11588,11467,12852,Upgrade
28,Comprehensive Income & Other,-1030,-600,-308,93,169,414,695,253,-315,591,Upgrade
29,Total Common Equity,13892,14329,14717,15128,15273,15617,15817,15482,14793,17084,Upgrade
30,Minority Interest,99,109,178,206,226,320,466,447,342,383,Upgrade
31,Shareholders' Equity,13991,14438,14895,15334,15499,15937,16283,15929,15135,17467,Upgrade
32,Total Liabilities & Equity,15703,16896,17856,18849,19406,20526,22714,23967,25937,28385,Upgrade
33,Total Debt,399,526,748,1098,1268,1450,2446,2810,2930,3635,Upgrade
34,Net Cash (Debt),-130,-145,-293,-464,-565,-361,-1303,-1536,-2228,-1743,Upgrade
35,Net Cash Per Share,-0.18,-0.20,-0.41,-0.65,-0.80,-0.51,-1.84,-2.17,-3.14,-2.46,Upgrade
36,Filing Date Shares Outstanding,708.8,709,708.8,709,708.8,709,708.8,709,708.8,709,Upgrade
37,Total Common Shares Outstanding,708.8,709,708.8,709,708.8,709,708.8,709,708.8,709,Upgrade
38,Working Capital,216,-28,451,296,573,658,1709,1237,-777,-1728,Upgrade
39,Book Value Per Share,19.60,20.21,20.76,21.34,21.55,22.03,22.32,21.84,20.87,24.10,Upgrade
40,Tangible Book Value,13892,14329,14717,15128,15273,15617,15817,15482,14793,17084,Upgrade
41,Tangible Book Value Per Share,19.60,20.21,20.76,21.34,21.55,22.03,22.32,21.84,20.87,24.10,Upgrade
