,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,3651,4326,5226,5432,5814,5525,4345,4683,4053,3321,3046,2295,2113,1971,2212,2650,2333,2595,2463,2794,2983,Upgrade
1,Market Cap Growth,-21.70%,-21.70%,20.28%,15.99%,43.47%,66.40%,42.65%,104.08%,91.82%,68.46%,37.67%,-13.40%,-9.45%,-24.04%,-10.18%,-5.16%,-21.77%,-,-,-,-,Upgrade
2,Enterprise Value,3727,4495,5271,5269,5652,5207,4008,4365,3582,2833,2933,2124,1942,1747,1992,2304,1988,2243,2088,2759,2948,Upgrade
3,Last Close Price,10.11,11.98,14.47,15.00,16.06,15.26,12.00,12.87,11.14,9.12,8.37,7.44,6.85,6.39,7.17,8.56,7.54,8.39,7.96,8.99,9.60,Upgrade
4,PE Ratio,231.62,-,-,92.05,65.77,47.27,27.73,27.31,26.51,26.09,32.50,36.40,37.47,29.24,34.86,42.84,60.75,95.79,66.72,66.43,46.86,Upgrade
5,PS Ratio,2.28,3.59,5.22,6.50,8.32,8.03,5.72,5.80,5.28,4.63,4.86,4.09,3.99,3.85,4.42,5.46,5.77,7.00,6.40,6.70,6.04,Upgrade
6,PB Ratio,2.08,2.40,3.16,3.15,3.41,3.27,2.57,2.78,2.48,2.08,1.96,2.04,1.94,1.83,2.07,2.49,2.25,2.56,2.43,2.77,2.96,Upgrade
7,P/TBV Ratio,4.28,4.28,5.77,5.57,6.09,3.70,2.91,3.15,2.83,2.38,2.25,2.47,2.37,2.22,2.51,2.79,2.36,2.68,2.55,2.94,3.10,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-156.22,-124.24,-,172.38,-,-,-,-,-,-,-37.07,-,-33.60,-,-,Upgrade
9,P/OCF Ratio,-,-142.17,-129.41,158.63,-,24.76,14.93,17.79,21.73,16.15,32.60,18.31,22.09,-,14.07,-,26.49,-,137.51,-,66.02,Upgrade
10,EV/Sales Ratio,3.10,3.73,5.26,6.31,8.08,7.57,5.28,5.41,4.66,3.95,4.68,3.79,3.66,3.41,3.98,4.75,4.91,6.05,5.42,6.61,5.97,Upgrade
11,EV/EBITDA Ratio,67.45,-,53.63,41.83,34.67,24.86,16.53,16.09,15.00,14.97,19.25,17.91,18.15,15.26,17.82,22.05,26.86,47.17,39.21,46.62,33.90,Upgrade
12,EV/EBIT Ratio,490.02,-,-,70.57,50.07,32.44,20.58,19.43,18.52,19.52,26.44,26.88,27.71,21.77,25.36,31.39,45.24,121.20,81.40,-,-,Upgrade
13,EV/FCF Ratio,-14.31,-,-,-,-,-,-144.11,-115.80,-,147.05,-,-,-,-,-,-,-31.58,-,-28.49,-,-,Upgrade
14,Debt / Equity Ratio,0.46,0.46,0.48,0.40,0.31,0.13,0.15,0.14,0.17,0.14,0.17,0.25,0.17,0.16,0.11,0.08,0.11,0.11,0.10,0.09,0.04,Upgrade
15,Debt / EBITDA Ratio,12.50,-,28.82,4.01,4.49,2.67,1.78,0.75,0.91,1.05,1.05,1.46,1.80,2.65,1.04,0.58,0.84,1.98,1.14,4.01,1.68,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-8.84,-6.34,-,11.71,-,-,-,-,-,-,-1.75,-,-1.37,-,-,Upgrade
17,Asset Turnover,0.40,0.42,0.48,0.37,0.20,0.28,0.42,0.44,0.36,0.45,0.49,0.49,0.25,0.40,0.46,0.48,0.23,0.38,0.23,0.49,Upgrade,
18,Inventory Turnover,9.24,6.68,6.32,6.36,5.78,3.62,4.48,6.24,7.09,6.34,6.29,6.67,7.09,3.11,5.50,6.39,6.65,2.75,4.02,2.94,5.31,Upgrade
19,Quick Ratio,1.22,1.22,0.91,1.07,1.07,3.24,2.78,3.36,2.56,4.21,3.82,2.02,1.78,1.61,2.05,2.65,2.21,2.71,3.53,3.34,3.43,Upgrade
20,Current Ratio,1.56,1.56,1.24,1.37,1.37,3.97,3.28,3.83,2.95,4.62,4.25,2.59,2.25,2.16,2.68,3.33,2.73,3.55,4.39,4.34,4.21,Upgrade
21,Return on Equity (ROE),-3.29%,-1.05%,4.79%,2.48%,0.10%,7.16%,12.32%,9.73%,10.50%,13.40%,11.48%,4.66%,2.47%,5.01%,9.37%,9.20%,1.01%,4.54%,0.23%,5.54%,Upgrade,
22,Return on Assets (ROA),-1.38%,-1.15%,2.52%,1.52%,1.04%,2.52%,8.15%,7.79%,5.53%,7.38%,6.32%,2.60%,1.62%,3.71%,5.42%,4.83%,1.43%,2.92%,-0.34%,-0.19%,Upgrade,
23,Return on Capital (ROIC),-1.65%,-1.40%,3.20%,1.83%,1.13%,2.73%,8.87%,8.43%,5.90%,7.92%,6.87%,2.87%,1.78%,4.07%,6.06%,5.42%,1.56%,3.15%,-0.38%,-0.22%,Upgrade,
24,Return on Capital Employed (ROCE),0.39%,-,-,3.46%,5.33%,8.43%,10.48%,12.27%,10.94%,8.45%,6.58%,6.48%,6.28%,7.31%,7.24%,6.85%,4.23%,1.81%,2.51%,-,-,Upgrade
