,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,111.23,49.91,55.06,70.75,65.53,87.2,49.23,88.96,122,108.99
1,Short-Term Investments,-,-,2.13,-,58.98,4.7,19.75,1.4,32.98,0.87
2,Cash & Short-Term Investments,111.23,49.91,57.19,70.75,124.51,91.9,68.98,90.36,154.97,109.86
3,Cash Growth,94.51%,-29.45%,-54.07%,-23.02%,80.51%,1.70%,-55.49%,-17.75%,10.85%,18.25%
4,Accounts Receivable,85.09,177.59,226.48,113.28,145.49,191.28,197.98,94.72,73.55,119.83
5,Other Receivables,42.03,4.51,24.51,3.16,15.07,0.94,2.39,1.94,5.2,3.85
6,Receivables,127.12,182.1,251,116.43,160.57,192.21,200.37,96.66,78.75,123.68
7,Inventory,0.07,0.05,0.09,0.14,0.07,-,-,-,-,-
8,Prepaid Expenses,18.85,10.35,15.4,15.32,4.28,9,15.15,16.78,6.46,3.12
9,Other Current Assets,298.39,423.31,17.18,19.16,-,56.18,-,8.94,-,35.68
10,Total Current Assets,555.66,665.72,340.86,221.8,289.42,349.29,284.5,212.75,240.19,272.35
11,"Property, Plant & Equipment",126.55,40.57,31.95,33.16,44.94,8.98,2.39,1.78,2.53,3.3
12,Long-Term Investments,28.72,27.74,28.83,31.08,20.92,-,-,-,-,-
13,Goodwill,74.69,74.69,74.69,74.69,74.69,-,-,-,-,-
14,Other Intangible Assets,0.56,1.4,2.24,3.46,4.67,1.13,1.5,-,-,-
15,Long-Term Deferred Tax Assets,1.78,1.78,1.78,1.78,1.18,1.18,1.73,1.73,-,-
16,Other Long-Term Assets,22.54,12.72,2,1.6,2.31,-,18.68,17.9,-,9.3
17,Total Assets,810.5,824.6,482.34,367.57,438.13,360.57,308.8,234.15,242.71,284.95
18,Accounts Payable,59.41,124.68,94.54,49.79,77.22,138.82,105.24,38.96,39.82,60.52
19,Accrued Expenses,10.96,5.21,5.44,4.32,49.46,8.21,15.29,13.56,9.26,10.52
20,Short-Term Debt,8.31,8.69,-,42.94,45.73,-,-,-,-,-
21,Current Portion of Leases,10.22,6.74,6.25,6.86,6.57,0.65,1.27,0.52,1.14,1.23
22,Current Income Taxes Payable,2.66,0.22,-,-,-,-,-,-,-,-
23,Current Unearned Revenue,261.27,393.47,-,-,-,-,-,-,-,0.03
24,Other Current Liabilities,41.14,44.44,108.66,65.78,35.99,56.95,19.27,13.15,18.23,23.86
25,Total Current Liabilities,393.96,583.45,214.88,169.69,214.97,204.64,141.07,66.2,68.46,96.16
26,Long-Term Leases,88.07,2.97,2.3,4.98,8.05,0.03,0.1,-,-,0.52
27,Long-Term Deferred Tax Liabilities,0.09,0.23,0.37,0.51,0.69,-,-,-,-,-
28,Other Long-Term Liabilities,4,4,4,4,4,-,-,-,-,-
29,Total Liabilities,486.12,590.65,221.56,179.18,227.72,204.67,141.17,66.2,68.46,96.68
30,Common Stock,12.75,12.55,12.55,9.6,9.6,8.28,8,8,8,8
31,Additional Paid-In Capital,331.09,248.81,248.81,156.47,156.47,95.09,88.04,88.04,88.04,88.04
32,Retained Earnings,-94.42,-67.79,-13.21,9.92,31.87,37.03,56.09,56.42,62.72,76.74
33,Comprehensive Income & Other,75.01,40.44,12.7,12.48,12.59,15.5,15.5,15.5,15.5,15.5
34,Total Common Equity,324.43,234.01,260.85,188.46,210.52,155.9,167.63,167.96,174.26,188.27
35,Minority Interest,-0.06,-0.06,-0.07,-0.07,-0.11,-,-,-,-,-
36,Shareholders' Equity,324.38,233.95,260.78,188.39,210.41,155.9,167.63,167.96,174.26,188.27
37,Total Liabilities & Equity,810.5,824.6,482.34,367.57,438.13,360.57,308.8,234.15,242.71,284.95
38,Total Debt,106.59,18.39,8.55,54.78,60.35,0.69,1.37,0.52,1.14,1.75
39,Net Cash (Debt),4.64,31.52,48.64,15.96,64.16,91.21,67.61,89.84,153.83,108.11
40,Net Cash Growth,-90.46%,97.45%,-24.19%,-82.50%,-5.11%,1.52%,-56.05%,-16.90%,11.84%,16.40%
41,Net Cash Per Share,0.00,0.03,0.04,0.02,0.07,0.11,0.08,0.11,0.19,0.14
42,Filing Date Shares Outstanding,1275,1255,1255,959.49,959.49,827.49,800,800,800,800
43,Total Common Shares Outstanding,1275,1255,1255,959.49,959.49,827.49,800,800,800,800
44,Working Capital,161.7,82.26,125.97,52.12,74.45,144.65,143.43,146.56,171.73,176.19
45,Book Value Per Share,0.25,0.19,0.21,0.20,0.22,0.19,0.21,0.21,0.22,0.24
46,Tangible Book Value,249.18,157.92,183.92,110.32,131.16,154.77,166.13,167.96,174.26,188.27
47,Tangible Book Value Per Share,0.20,0.13,0.15,0.11,0.14,0.19,0.21,0.21,0.22,0.24
48,Machinery,-,20.54,-,14.39,-,9.17,-,1.76,-,1.61
49,Leasehold Improvements,-,10.32,-,11.44,-,1.12,-,1.12,-,1.12
