,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,248.18,214.67,237.52,135.48,265.88,368.49,223.41,126.08,84.59,147.94
1,Revenue Growth (YoY),4.49%,58.46%,-10.66%,-63.23%,19.01%,192.28%,164.12%,-14.78%,-37.44%,-17.07%
2,Cost of Revenue,203.77,197.19,227.05,129.67,250.26,353.27,211.79,124.57,82.95,134.64
3,Gross Profit,44.41,17.48,10.48,5.81,15.62,15.23,11.62,1.51,1.64,13.3
4,"Selling, General & Admin",40.27,55.71,33.6,31.96,23.89,13.95,11.91,10.76,9.87,10
5,Operating Expenses,73.99,76.61,34.98,33.3,24.56,14.63,12.28,10.74,9.84,13
6,Operating Income,-29.58,-59.13,-24.51,-27.49,-8.94,0.6,-0.66,-9.24,-8.2,0.3
7,Interest Expense,-1.78,-0.33,-0.43,-1.33,-0.58,-0.02,-0.02,-0.01,-0.02,-0.05
8,Interest & Investment Income,1.46,0.97,0.66,0.19,0.15,0.03,0.03,0.14,0.53,0.88
9,Earnings From Equity Investments,-0.01,0.03,0.08,-0.43,-1.29,-,-,-,-,-
10,Currency Exchange Gain (Loss),0.07,0.02,-0.11,-0.05,-0.02,-,-,-,-,-
11,Other Non Operating Income (Expenses),0.09,3.17,0.61,0.9,4.09,-18.76,-,3.14,-0.55,0.17
12,EBT Excluding Unusual Items,-29.76,-55.27,-23.69,-28.2,-6.58,-18.15,-0.65,-5.96,-8.24,1.3
13,Merger & Restructuring Charges,-,-,-,-0.18,-,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,5.21,-,0.05,-5.58,-,-0.04,-,-,-,-
15,Asset Writedown,-,-,-,-,-,-,-,-0.02,-0.01,-0
16,Other Unusual Items,0.22,-0.38,0.38,0.32,1.39,-,-,-2.07,2.23,0.05
17,Pretax Income,-24.33,-55.65,-23.26,-33.64,-5.2,-18.51,-0.33,-8.05,-6.02,1.34
18,Income Tax Expense,2.3,0.09,-0.14,-0.79,-,0.55,-,-1.75,-,1.12
19,Earnings From Continuing Operations,-26.63,-55.74,-23.12,-32.86,-5.2,-19.06,-0.33,-6.3,-6.02,0.23
20,Minority Interest in Earnings,0,-0.01,0,-0.04,0.03,-,-,-,-,-
21,Net Income,-26.63,-55.75,-23.12,-32.9,-5.17,-19.06,-0.33,-6.3,-6.02,0.23
22,Net Income to Common,-26.63,-55.75,-23.12,-32.9,-5.17,-19.06,-0.33,-6.3,-6.02,0.23
23,Net Income Growth,-,-,-,-,-,-,-,-,-,-98.42%
24,Shares Outstanding (Basic),1256,1253,1133,961,937,805,800,800,800,800
25,Shares Outstanding (Diluted),1256,1253,1133,961,937,805,800,800,800,800
26,Shares Change (YoY),10.92%,30.40%,20.81%,19.39%,17.19%,0.64%,-,-,-,0.05%
27,EPS (Basic),-0.02,-0.04,-0.02,-0.03,-0.01,-0.02,-0.00,-0.01,-0.01,0.00
28,EPS (Diluted),-0.02,-0.04,-0.02,-0.03,-0.01,-0.02,-0.00,-0.01,-0.01,0.00
29,EPS Growth,-,-,-,-,-,-,-,-,-,-98.42%
30,Free Cash Flow,-19.67,-14.2,-43.01,34.71,-16.25,39.99,-39.05,-32.6,21,5.6
31,Free Cash Flow Per Share,-0.02,-0.01,-0.04,0.04,-0.02,0.05,-0.05,-0.04,0.03,0.01
32,Operating Margin,-11.92%,-27.54%,-10.32%,-20.29%,-3.36%,0.16%,-0.30%,-7.33%,-9.69%,0.20%
33,Profit Margin,-10.73%,-25.97%,-9.74%,-24.28%,-1.94%,-5.17%,-0.15%,-5.00%,-7.11%,0.15%
34,Free Cash Flow Margin,-7.93%,-6.62%,-18.11%,25.62%,-6.11%,10.85%,-17.48%,-25.86%,24.82%,3.78%
35,EBITDA,-26.43,-55.44,-20.65,-21.91,-6.66,1.11,-0.4,-8.97,-7.94,0.56
36,D&A For EBITDA,3.15,3.69,3.86,5.58,2.28,0.51,0.26,0.27,0.26,0.26
37,EBIT,-29.58,-59.13,-24.51,-27.49,-8.94,0.6,-0.66,-9.24,-8.2,0.3
