,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,148699,82469,79026,108713,118466,51108,84640,41974,96603,97901,Upgrade
1,Investment Securities,681576,632049,610592,539985,638208,630230,553214,571685,544164,529224,Upgrade
2,Trading Asset Securities,59841,57262,58940,64624,70121,65577,60657,45284,54298,45979,Upgrade
3,Total Investments,741417,689311,669532,604609,708329,695807,613871,616969,598462,575203,Upgrade
4,Gross Loans,832109,864859,874039,907312,946932,991896,1005843,1018595,949954,958002,Upgrade
5,Allowance for Loan Losses,-12973,-15258,-13633,-14422,-13394,-8678,-6928,-5132,-5180,-4551,Upgrade
6,Other Adjustments to Gross Loans,-,-,-,-,-2204,-,-1518,-,-,-,Upgrade
7,Net Loans,819136,849601,860406,892890,931334,983218,997397,1013463,944774,953451,Upgrade
8,"Property, Plant & Equipment",24943,26349,27075,27334,27498,30002,31205,30566,30925,30887,Upgrade
9,Goodwill,329,329,329,329,329,329,329,329,329,329,Upgrade
10,Other Intangible Assets,4136,4036,4006,3704,3565,26869,25157,24860,24404,23915,Upgrade
11,Investments in Real Estate,11220,11833,12000,12022,11998,10046,9545,9808,9415,9645,Upgrade
12,Restricted Cash,4673,6762,7369,8285,10129,9398,10496,12469,16297,3781,Upgrade
13,Other Current Assets,17967,22773,18017,24313,25483,25228,24311,23036,25267,18769,Upgrade
14,Other Real Estate Owned & Foreclosed,-,272,-,207,-,87,35,39,28,30,Upgrade
15,Other Long-Term Assets,22676,14718,14334,12301,17315,14822,23199,26702,13283,18110,Upgrade
16,Total Assets,1795196,1708453,1692094,1694707,1854446,1846914,1820185,1800215,1759787,1732021,Upgrade
17,Accrued Expenses,8777,8468,9299,7064,7578,3322,3762,2852,3490,3423,Upgrade
18,Interest Bearing Deposits,1219351,1158927,1142224,1138435,1288756,1219299,1191001,1169255,1176221,1178405,Upgrade
19,Non-Interest Bearing Deposits,74446,77842,82597,94545,103397,140795,150127,152655,137050,122541,Upgrade
20,Total Deposits,1293797,1236769,1224821,1232980,1392153,1360094,1341128,1321910,1313271,1300946,Upgrade
21,Short-Term Borrowings,13517,11863,14478,18104,20992,15889,12252,12780,20861,14569,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,8184,-,-,15788,-,5647,-,Upgrade
23,Current Income Taxes Payable,1476,2670,990,954,389,744,603,923,282,1361,Upgrade
24,Other Current Liabilities,37851,38623,51471,58440,68520,64291,63746,65996,47340,44917,Upgrade
25,Long-Term Debt,48907,49701,43432,31343,40676,38572,28293,45433,23859,24530,Upgrade
26,Long-Term Leases,902,1076,1206,1312,1426,1648,1880,1865,2102,1294,Upgrade
27,Pension & Post-Retirement Benefits,-,-,76,324,414,464,339,303,630,1130,Upgrade
28,Long-Term Deferred Tax Liabilities,3717,3794,3675,3428,3168,7211,7302,7461,7302,7239,Upgrade
29,Other Long-Term Liabilities,216688,189122,174462,168998,159132,172109,160676,156925,151808,156497,Upgrade
30,Total Liabilities,1625632,1542086,1523910,1531131,1694448,1664344,1635769,1616448,1576592,1555906,Upgrade
31,Common Stock,9658,9658,9658,9658,9658,9658,9658,9658,9658,9658,Upgrade
32,Retained Earnings,129390,125322,126624,122735,118717,139936,140100,139222,137580,132817,Upgrade
33,Comprehensive Income & Other,30474,31340,31849,31126,31558,32902,34574,34797,35862,33544,Upgrade
34,Total Common Equity,169522,166320,168131,163519,159933,182496,184332,183677,183100,176019,Upgrade
35,Minority Interest,42,47,53,57,65,74,84,90,95,96,Upgrade
36,Shareholders' Equity,169564,166367,168184,163576,159998,182570,184416,183767,183195,176115,Upgrade
37,Total Liabilities & Equity,1795196,1708453,1692094,1694707,1854446,1846914,1820185,1800215,1759787,1732021,Upgrade
38,Total Debt,63326,62640,59116,58943,63094,56109,58213,60078,52469,40393,Upgrade
39,Net Cash (Debt),210108,160334,162400,167248,206010,109056,135118,71495,119616,137278,Upgrade
40,Net Cash Growth,29.38%,-4.13%,-21.17%,53.36%,52.47%,52.54%,12.96%,-47.92%,-11.31%,11.74%,Upgrade
41,Net Cash Per Share,111.51,84.08,84.94,87.48,107.75,57.04,70.67,37.40,62.57,71.80,Upgrade
42,Filing Date Shares Outstanding,1882,1893,1912,1912,1912,1912,1912,1912,1912,1912,Upgrade
43,Total Common Shares Outstanding,1882,1893,1912,1912,1912,1912,1912,1912,1912,1912,Upgrade
44,Book Value Per Share,90.06,87.87,87.94,85.53,83.65,95.46,96.42,96.07,95.77,92.07,Upgrade
45,Tangible Book Value,165057,161955,163796,159486,156039,155298,158846,158488,158367,151775,Upgrade
46,Tangible Book Value Per Share,87.69,85.56,85.67,83.42,81.62,81.23,83.09,82.90,82.83,79.39,Upgrade
