,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,201403,179851,190041,174073,213170,248157,264790,272820,296527,255613,248731,Upgrade
1,Market Cap Growth,3.32%,3.32%,-10.85%,-29.85%,-19.49%,-9.04%,-10.70%,6.73%,19.22%,-16.96%,-33.11%,Upgrade
2,Last Close Price,107.00,92.77,95.03,82.24,98.54,111.84,117.99,119.41,127.87,107.47,103.19,Upgrade
3,PE Ratio,11.47,10.17,11.05,10.16,14.31,23.46,26.50,20.58,19.00,15.99,12.48,Upgrade
4,PS Ratio,5.52,4.89,5.35,5.03,6.51,9.29,10.31,8.93,9.05,8.18,7.47,Upgrade
5,PB Ratio,1.19,1.06,1.14,1.04,1.30,1.55,1.45,1.48,1.61,1.40,1.41,Upgrade
6,P/FCF Ratio,2.45,2.19,5.30,2.20,1.75,2.93,7.68,-5.62,-,13.61,-,Upgrade
7,P/OCF Ratio,2.15,2.15,5.05,2.15,1.72,2.87,7.23,-5.88,-,12.23,1262.59,Upgrade
8,Debt / Equity Ratio,0.37,0.37,0.38,0.35,0.36,0.39,0.31,0.32,0.33,0.29,0.23,Upgrade
9,Debt / FCF Ratio,0.77,0.77,1.75,0.75,0.48,0.74,1.63,-1.20,-,2.79,-,Upgrade
10,Earnings Yield,8.78%,10.22%,9.43%,10.25%,7.32%,4.55%,4.04%,5.12%,5.50%,6.53%,8.17%,Upgrade
11,FCF Yield,40.75%,45.64%,18.85%,45.52%,57.24%,34.13%,13.02%,-17.79%,-13.08%,7.35%,-0.72%,Upgrade
12,Dividend Yield,6.36%,7.33%,7.05%,7.90%,4.97%,3.67%,3.64%,4.27%,4.54%,5.12%,7.07%,Upgrade
13,Buyback Yield / Dilution,0.85%,1.44%,0.26%,-,-,-,-,-,-,-,-,Upgrade
14,Total Shareholder Return,7.21%,8.77%,7.31%,7.90%,4.97%,3.67%,3.64%,4.27%,4.54%,5.12%,7.07%,Upgrade
