,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1385,884,1405,1630,1181,1120,1507,1670,2648,3259,3381,Upgrade
1,Market Cap Growth,-45.75%,-45.75%,18.97%,45.45%,-21.62%,-32.93%,-43.08%,-48.75%,-21.69%,-15.76%,-18.56%,Upgrade
2,Enterprise Value,974,778,1610,2145,2124,1350,1761,2006,3167,2949,2975,Upgrade
3,Last Close Price,0.34,0.22,0.34,0.40,0.29,0.28,0.37,0.41,0.65,0.80,0.83,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,61.38,59.72,Upgrade
5,Forward PE,-,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,Upgrade
6,PS Ratio,0.34,0.22,0.33,0.35,0.22,0.16,0.20,0.25,0.42,0.59,0.69,Upgrade
7,PB Ratio,0.53,0.34,0.52,0.61,0.41,0.28,0.34,0.37,0.59,0.74,1.68,Upgrade
8,P/TBV Ratio,0.35,0.35,0.53,0.61,0.41,0.28,0.34,0.37,0.59,0.75,1.72,Upgrade
9,P/FCF Ratio,2.17,1.38,2.00,4.13,-,-,-,3.05,-5.70,-,-,Upgrade
10,P/OCF Ratio,1.36,1.36,1.96,4.05,-,-,-,3.02,-5.86,-,-,Upgrade
11,PEG Ratio,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,Upgrade
12,EV/Sales Ratio,0.24,0.19,0.38,0.46,0.40,0.19,0.23,0.30,0.50,0.53,0.61,Upgrade
13,EV/FCF Ratio,1.52,1.22,2.29,5.44,-,-,-,3.66,-6.82,-,-,Upgrade
14,Debt / Equity Ratio,0.47,0.47,0.46,0.48,0.47,0.33,0.33,0.29,0.26,0.30,0.42,Upgrade
15,Debt / FCF Ratio,1.90,1.90,1.75,3.24,-,-,-,2.43,-2.49,-,-,Upgrade
16,Earnings Yield,-9.75%,-15.28%,-15.37%,-68.61%,-113.44%,-26.92%,-7.54%,-26.74%,-12.16%,1.63%,1.67%,Upgrade
17,FCF Yield,46.12%,72.27%,49.99%,24.19%,-57.29%,-61.82%,18.45%,32.80%,-17.53%,-25.73%,-9.89%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.35%,0.54%,0.30%,Upgrade,
19,Total Shareholder Return,-,-,-,-,-,-,-,0.35%,0.54%,0.30%,Upgrade,
