,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,14.88,29.7,23.74,24.77,27.6,28.22,23.42,41.62,59.96,59.33
1,Short-Term Investments,4.49,3.88,4.98,1.78,5.76,0.77,10.67,4.13,8.56,14.83
2,Cash & Short-Term Investments,19.36,33.58,28.71,26.55,33.36,28.99,34.09,45.75,68.51,74.16
3,Cash Growth,-32.56%,26.46%,-13.92%,-8.41%,-2.16%,-36.62%,-50.24%,-38.32%,-16.63%,28.85%
4,Accounts Receivable,99.27,65.91,101.17,131.02,144.99,148.34,127.32,106.99,119.42,91.76
5,Other Receivables,-,2.88,2.92,2.23,-,-,-,-,-,2.75
6,Receivables,99.27,68.8,104.09,133.25,144.99,148.34,127.32,106.99,119.42,94.51
7,Inventory,1.81,1.6,1.68,3.43,7.87,5.84,8.07,10.81,8.49,6.04
8,Prepaid Expenses,-,-,-,-,-,1.64,-,-,-,-
9,Other Current Assets,8.82,8.64,8.44,8.28,8.13,8.1,8.09,8.09,8.08,8.08
10,Total Current Assets,129.26,112.62,142.92,171.51,194.34,192.9,177.57,171.64,204.5,182.79
11,"Property, Plant & Equipment",49.67,50.14,51.47,52.99,54.95,53.62,54.68,55.64,24.32,25.03
12,Other Long-Term Assets,7.04,6.78,6.65,6.65,6.52,6.17,6.05,6.05,5.93,5.82
13,Total Assets,185.97,169.54,201.04,231.16,255.81,252.69,238.31,233.33,234.75,213.64
14,Accounts Payable,14.22,8.27,13.01,21.5,33.93,31.14,28.04,28.34,26,11.57
15,Accrued Expenses,5.89,2.26,2.32,2.59,2.2,4.45,5.08,4.12,2.03,1.51
16,Short-Term Debt,55.3,52.21,61.62,64.53,55.32,48.51,38.71,35.9,45.59,41.4
17,Current Portion of Leases,1.08,0.68,1.04,1.15,1.14,0.15,0.36,0.43,0.43,0.42
18,Current Income Taxes Payable,0.03,-,-,-,1.15,1.09,0.08,0.04,-,-
19,Current Unearned Revenue,10.88,10.92,7.88,8.51,8.14,6.51,3.85,3.4,4.87,8.43
20,Other Current Liabilities,2.42,2.51,2.43,2.79,3.06,4.32,4.32,4.27,3.76,4.32
21,Total Current Liabilities,89.82,76.85,88.29,101.06,104.94,96.16,80.44,76.49,82.67,67.65
22,Long-Term Leases,0.64,0.15,0.36,0.83,1.41,-,-,0.15,0.36,0.58
23,Long-Term Deferred Tax Liabilities,0.18,0.19,0.19,0.19,0.19,0.24,0.2,0.15,-,0.17
24,Total Liabilities,90.64,77.18,88.84,102.08,106.54,96.4,80.64,76.78,83.03,68.39
25,Common Stock,8,8,8,8,8,8,8,8,8,8
26,Additional Paid-In Capital,89.94,89.94,89.94,89.94,89.94,89.94,95.94,103.94,103.94,103.94
27,Retained Earnings,-7.63,-10.6,9.24,26.12,46.3,53.33,48.7,39.58,34.76,28.28
28,Comprehensive Income & Other,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02
29,Shareholders' Equity,95.33,92.37,112.2,129.08,149.27,156.29,157.67,156.55,151.72,145.25
30,Total Liabilities & Equity,185.97,169.54,201.04,231.16,255.81,252.69,238.31,233.33,234.75,213.64
31,Total Debt,57.02,53.04,63.02,66.5,57.86,48.66,39.07,36.48,46.38,42.4
32,Net Cash (Debt),-37.65,-19.46,-34.31,-39.95,-24.5,-19.67,-4.98,9.27,22.13,31.76
33,Net Cash Growth,-,-,-,-,-,-,-,-70.82%,-42.91%,69.91%
34,Net Cash Per Share,-0.05,-0.02,-0.04,-0.05,-0.03,-0.02,-0.01,0.01,0.03,0.04
35,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
36,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
37,Working Capital,39.44,35.78,54.63,70.46,89.4,96.73,97.13,95.16,121.83,115.15
38,Book Value Per Share,0.12,0.12,0.14,0.16,0.19,0.20,0.20,0.20,0.19,0.18
39,Tangible Book Value,95.33,92.37,112.2,129.08,149.27,156.29,157.67,156.55,151.72,145.25
40,Tangible Book Value Per Share,0.12,0.12,0.14,0.16,0.19,0.20,0.20,0.20,0.19,0.18
41,Land,-,55.68,-,55.68,-,55.68,-,55.68,-,23.41
42,Machinery,-,4.83,-,4.32,-,4.33,-,3.33,-,3.01
43,Leasehold Improvements,-,3.83,-,3.59,-,3.2,-,3.2,-,2.86
