,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Feb '25 Feb 21, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,161,118,124,99,166,162,155,236,141,166,160
1,Market Cap Growth,18.55%,18.55%,-25.48%,-38.92%,7.22%,-31.19%,10.23%,41.83%,-12.00%,-56.67%,-59.18%
2,Enterprise Value,198,137,158,139,191,180,160,227,119,135,121
3,Last Close Price,0.20,0.15,0.15,0.12,0.21,0.20,0.19,0.28,0.16,0.19,0.18
4,PE Ratio,-,-6.97,-,-,-,-,11.29,16.93,12.46,-19.88,-
5,PS Ratio,1.40,1.03,1.21,0.77,0.88,0.56,0.46,0.73,0.45,0.70,1.02
6,PB Ratio,1.69,1.23,1.34,0.88,1.29,1.09,0.99,1.50,0.90,1.10,1.10
7,P/TBV Ratio,1.23,1.23,1.34,0.88,1.29,1.09,0.99,1.50,0.90,1.10,1.10
8,P/FCF Ratio,55.30,-,5.27,-36.14,-,-,-15.14,-,6.52,-,-
9,P/OCF Ratio,32.16,-,5.11,-43.02,-,-,-17.40,-,6.18,-,-
10,EV/Sales Ratio,1.73,1.20,1.54,1.08,1.01,0.62,0.47,0.70,0.38,0.57,0.77
11,EV/EBITDA Ratio,-,-,-,-,-,-,10.50,14.10,10.32,-30.97,-
12,EV/EBIT Ratio,-,-,-,-,-,-,12.99,17.24,13.03,-21.95,-
13,EV/FCF Ratio,68.24,-,6.73,-50.69,-,-,-15.62,-,5.49,-,-
14,Debt / Equity Ratio,0.60,0.60,0.57,0.56,0.52,0.39,0.31,0.25,0.23,0.31,0.29
15,Debt / FCF Ratio,19.61,-,2.25,-22.96,-,-,-4.75,-,1.69,-,-
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,7.88%,8.33%,5.81%,-4.03%,-
17,Earnings Yield,-10.49%,-14.34%,-29.61%,-37.36%,-13.95%,0.99%,8.85%,5.91%,8.03%,-5.03%,-14.89%
18,FCF Yield,1.81%,2.47%,18.98%,-2.77%,-6.72%,-1.25%,-6.61%,5.38%,15.34%,-3.15%,1.25%
19,Dividend Yield,0.00%,-,-,-,-,-,6.62%,2.69%,-,-,-
20,Total Shareholder Return,-,-,-,-,-,6.62%,2.69%,-,-,-,
