,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,68.71,45.75,56.79,71.47,117.96,173.1,164.27,159.03,152.73,84.25
1,Revenue Growth (YoY),20.99%,-35.98%,-51.86%,-58.72%,-28.19%,8.85%,7.56%,88.75%,109.81%,-9.24%
2,Cost of Revenue,54.54,39.1,54.02,70.6,103.71,148.65,132.6,133.76,129.18,74.28
3,Gross Profit,14.17,6.65,2.77,0.87,14.26,24.45,31.67,25.27,23.55,9.98
4,"Selling, General & Admin",15.98,24.43,17.54,19.93,19.17,21.63,22.16,21.63,18.08,21.58
5,Operating Expenses,15.98,24.43,17.54,19.93,19.17,21.63,22.16,21.63,18.08,21.58
6,Operating Income,-1.81,-17.79,-14.77,-19.06,-4.92,2.82,9.51,3.64,5.47,-11.61
7,Interest Expense,-2.16,-2.7,-2.49,-2.19,-1.2,-0.77,-0.55,-0.72,-0.91,-0.84
8,Interest & Investment Income,0.33,0.35,0.32,0.3,0.15,0.13,0.13,0.13,0.28,0.36
9,Currency Exchange Gain (Loss),0.01,-,-,-0.08,0.31,1.11,0.11,-,-,0.21
10,Other Non Operating Income (Expenses),6.49,0.31,0.09,0.62,0.85,-0.02,0.05,0.36,0.56,-1.31
11,EBT Excluding Unusual Items,2.86,-19.83,-16.86,-20.42,-4.81,3.27,9.25,3.41,5.41,-13.19
12,Gain (Loss) on Sale of Assets,0.13,-,-,-,-,-,-,0.08,-,-
13,Other Unusual Items,-,0.03,-,0.24,1.8,2.82,-,1.31,0.9,0.05
14,Pretax Income,3,-19.8,-16.86,-20.17,-3.01,6.08,9.25,4.8,6.31,-13.14
15,Income Tax Expense,0.03,0.04,0.03,0.01,0.01,1.46,0.13,-0.02,-0.17,1.71
16,Net Income,2.97,-19.83,-16.88,-20.18,-3.02,4.62,9.12,4.82,6.48,-14.85
17,Net Income to Common,2.97,-19.83,-16.88,-20.18,-3.02,4.62,9.12,4.82,6.48,-14.85
18,Net Income Growth,-,-,-,-,-,-4.15%,40.80%,-,-,-
19,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800
20,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800
21,EPS (Basic),0.00,-0.02,-0.02,-0.03,-0.00,0.01,0.01,0.01,0.01,-0.02
22,EPS (Diluted),0.00,-0.02,-0.02,-0.03,-0.00,0.01,0.01,0.01,0.01,-0.02
23,EPS Growth,-,-,-,-,-,-4.15%,40.79%,-,-,-
24,Free Cash Flow,-15.49,18.39,5.15,-7.89,-3.29,1.25,-11.5,24.21,-2.61,-2.63
25,Free Cash Flow Per Share,-0.02,0.02,0.01,-0.01,-0.00,0.00,-0.01,0.03,-0.00,-0.00
26,Dividend Per Share,-,-,-,-,-,0.005,0.007,-,-,-
27,Operating Margin,-2.63%,-38.88%,-26.01%,-26.67%,-4.17%,1.63%,5.79%,2.29%,3.58%,-13.78%
28,Profit Margin,4.32%,-43.35%,-29.73%,-28.24%,-2.56%,2.67%,5.55%,3.03%,4.24%,-17.62%
29,Free Cash Flow Margin,-22.54%,40.21%,9.06%,-11.04%,-2.79%,0.72%,-7.00%,15.23%,-1.71%,-3.12%
30,EBITDA,-0.6,-16.53,-13.59,-17.65,-3.44,4.26,10.99,5.09,6.41,-10.75
31,D&A For EBITDA,1.21,1.26,1.19,1.41,1.48,1.44,1.48,1.46,0.94,0.85
32,EBIT,-1.81,-17.79,-14.77,-19.06,-4.92,2.82,9.51,3.64,5.47,-11.61
