,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 18, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,45,57,100,86,73,98,91,117,119,163,21,20,17,17,13,10,11,10,17,47,59,Upgrade
1,Market Cap Growth,-41.18%,-41.18%,10.13%,-26.47%,-38.46%,-40.14%,332.88%,491.30%,593.33%,846.67%,58.70%,90.61%,53.85%,63.93%,-23.33%,-77.93%,-80.88%,-77.13%,-72.73%,-24.07%,-56.41%,Upgrade
2,Enterprise Value,-18,-10,33,10,-2,21,14,44,46,111,-31,-15,-17,-11,-15,-3,-2,-1,6,8,19,Upgrade
3,Last Close Price,0.20,0.25,0.43,0.38,0.32,0.42,0.40,0.51,0.52,0.71,0.36,0.33,0.29,0.29,0.22,0.17,0.19,0.18,0.29,0.79,0.98,Upgrade
4,PS Ratio,0.82,1.02,1.75,1.48,1.24,1.62,1.54,2.11,2.15,3.06,0.38,0.35,0.32,0.33,0.28,0.20,0.20,0.15,0.21,0.51,0.55,Upgrade
5,PB Ratio,0.42,0.46,0.66,0.57,-,0.52,0.45,0.59,-,0.76,0.12,0.12,-,0.10,0.07,0.06,-,0.05,0.07,0.19,-,Upgrade
6,P/TBV Ratio,0.53,0.53,0.75,0.64,-,0.58,0.51,0.65,-,0.84,0.14,0.13,-,0.11,0.08,0.06,-,0.05,0.08,0.21,-,Upgrade
7,EV/Sales Ratio,-,-,0.58,0.17,-,0.34,0.23,0.79,0.84,2.08,-,-,-,-,-,-,-,-,0.07,0.08,0.18,Upgrade
8,Debt / Equity Ratio,0.08,0.08,0.10,0.10,-,0.13,0.16,0.16,-,0.14,0.19,0.19,-,0.18,0.21,0.21,-,0.14,0.16,0.16,-,Upgrade
9,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,4.57,-,36.48,-,-,-,-,-,-,-,Upgrade
10,Quick Ratio,1.92,1.92,-,1.96,-,2.88,-,2.09,-,2.71,-,2.25,-,1.69,-,2.30,-,1.22,-,1.58,-,Upgrade
11,Current Ratio,3.36,3.36,-,3.53,-,4.67,-,3.74,-,5.21,-,4.26,-,3.62,-,5.36,-,4.38,-,5.04,-,Upgrade
12,Return on Equity (ROE),-30.07%,-33.81%,-68.02%,-,-16.75%,-7.28%,-,-,-20.68%,-15.83%,-,-,-0.71%,-11.07%,-,-,-9.52%,-15.07%,-,-,Upgrade,
13,Return on Capital (ROIC),-16.35%,-18.49%,-25.52%,-,-9.63%,-9.81%,-,-,-10.78%,-7.71%,-,-,-0.17%,-5.58%,-,-,-6.79%,-4.49%,-,-,Upgrade,
14,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-5.46%,-,-,-,-,-,-,-,-,-,Upgrade
15,Earnings Yield,-136.88%,-104.26%,-57.83%,-56.53%,-44.01%,-27.29%,-31.53%,-27.34%,-18.62%,-16.38%,-81.96%,-78.54%,-294.96%,-285.63%,-412.12%,-559.50%,-292.75%,-300.94%,-123.32%,-38.50%,-95.02%,Upgrade
16,FCF Yield,-54.01%,-25.19%,-7.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Buyback Yield / Dilution,-1.00%,0.05%,-,-4.67%,-0.30%,-19.42%,-300.00%,-282.16%,-299.18%,-234.89%,-,-,0.03%,-0.00%,-,-,-2.66%,0.09%,-,-,3.05%,Upgrade
18,Total Shareholder Return,-1.00%,0.05%,-,-4.67%,-0.30%,-19.42%,-300.00%,-282.16%,-299.18%,-234.89%,-,-,0.03%,-0.00%,-,-,-2.66%,0.09%,-,-,3.05%,Upgrade
