,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,774,790,790,851,891,1065,1272,1337,1377,1555,1390,Upgrade
1,Market Cap Growth,-7.14%,-7.14%,-11.36%,-20.15%,-29.94%,-20.30%,-7.65%,-14.06%,-0.97%,-8.13%,-25.90%,Upgrade
2,Enterprise Value,531,596,641,617,704,593,624,618,686,1170,1049,Upgrade
3,Last Close Price,1.91,1.92,1.88,1.99,2.06,2.44,2.86,2.97,2.68,2.95,2.60,Upgrade
4,PE Ratio,-,-11.17,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,3.74,3.81,4.52,5.16,8.39,11.24,9.47,11.72,8.79,12.27,15.22,Upgrade
6,PB Ratio,0.20,0.20,0.20,0.21,0.23,0.28,0.32,0.33,0.32,0.35,0.31,Upgrade
7,P/FCF Ratio,23.39,23.39,10.22,5.61,3.49,4.35,5.90,6.26,-10.68,-,13.65,Upgrade
8,P/OCF Ratio,23.39,23.39,10.22,5.61,3.49,4.35,5.90,6.26,-10.68,-,13.65,Upgrade
9,EV/Sales Ratio,2.56,2.88,3.67,3.74,6.63,6.26,4.65,5.42,4.38,9.23,11.48,Upgrade
10,EV/EBITDA Ratio,3.41,3.93,5.42,5.48,12.50,13.30,7.48,9.17,6.11,14.49,-,Upgrade
11,EV/EBIT Ratio,4.01,4.50,6.51,6.67,19.83,-,9.85,12.77,7.25,18.08,-,Upgrade
12,EV/FCF Ratio,17.65,17.65,8.29,4.07,2.75,2.42,2.89,2.90,-5.32,-,10.29,Upgrade
13,Earnings Yield,-9.14%,-8.96%,-15.53%,-12.38%,-21.13%,-13.50%,-6.65%,-9.25%,-10.72%,-23.08%,-21.04%,Upgrade
14,FCF Yield,4.28%,4.28%,9.78%,17.82%,28.69%,22.98%,16.95%,15.97%,-9.36%,-7.50%,7.33%,Upgrade
15,Dividend Yield,3.93%,3.91%,3.73%,2.76%,2.43%,3.28%,3.50%,3.04%,5.22%,4.06%,2.18%,Upgrade
16,Total Shareholder Return,3.93%,3.91%,3.73%,2.76%,2.43%,3.28%,3.50%,3.04%,5.22%,4.06%,2.18%,Upgrade
