,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,391,502,1174,1137,1314,849,472,1551,1574,2188,1224,Upgrade
1,Market Cap Growth,-55.84%,-55.84%,-10.67%,33.91%,178.12%,-45.28%,-69.98%,-29.11%,28.51%,64.77%,5.32%,Upgrade
2,PE Ratio,-,-,-,-,-,-,-,-,-4.18,-,-,Upgrade
3,PS Ratio,22.50,29.53,106.70,5.74,6.35,7.38,2.78,-10.07,-12.20,50.89,-48.98,Upgrade
4,PB Ratio,0.49,0.31,0.65,0.51,0.51,0.31,0.17,0.49,0.52,0.87,0.49,Upgrade
5,P/FCF Ratio,-,-,-,18.04,6.92,2.99,1.82,3.78,9.59,-,-,Upgrade
6,P/OCF Ratio,-,-,-,12.63,6.14,2.57,1.50,3.49,8.79,-,-,Upgrade
7,Debt / Equity Ratio,1.52,1.52,1.51,1.26,1.13,1.01,1.06,1.03,0.95,0.95,0.95,Upgrade
8,Debt / FCF Ratio,-,-,-,44.78,15.38,9.62,11.62,7.94,17.51,-,-,Upgrade
9,Earnings Yield,-100.20%,-78.09%,-39.36%,-36.95%,-20.09%,-39.82%,-78.32%,-1.61%,-23.90%,-30.66%,-23.19%,Upgrade
10,Earnings Yield,-100.20%,-78.09%,-39.36%,-36.95%,-20.09%,-39.82%,-78.32%,-1.61%,-23.90%,-30.66%,-23.19%,Upgrade
11,FCF Yield,-20.45%,-15.94%,-4.09%,5.54%,14.46%,33.45%,54.82%,26.43%,10.42%,-20.84%,-32.01%,Upgrade
12,Buyback Yield / Dilution,1.10%,1.64%,0.56%,0.64%,0.92%,2.32%,5.71%,-20.93%,-28.55%,-13.41%,-22.41%,Upgrade
13,Total Shareholder Return,1.10%,1.64%,0.56%,0.64%,0.92%,2.32%,5.71%,-20.93%,-28.55%,-13.41%,-22.41%,Upgrade
