,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,42719586,38970261,43401282,46468911,58739431,52945019,59307511,60898133,67147009,59761974,63624915,64874691,76009051,68396784,66124466,72146110,74304812,71350798,62715988,56353497,43514898,Upgrade
1,Market Cap Growth,-26.39%,-26.39%,-26.82%,-23.69%,-12.52%,-11.41%,-6.79%,-6.13%,-11.66%,-12.62%,-3.78%,-10.08%,2.29%,-4.14%,5.43%,28.02%,70.76%,-7.65%,-18.64%,-28.41%,-46.00%,Upgrade
2,Enterprise Value,44368123,39565911,46374827,47503878,58596755,48361257,53968864,56822481,63346380,58842478,61933077,64188581,75904629,68890157,66997962,74853469,77036898,74874958,62449099,57118687,44945145,Upgrade
3,Last Close Price,18800.00,17150.00,19100.00,20450.00,25850.00,23300.00,26100.00,26800.00,29550.00,26300.00,28000.00,28550.00,33450.00,30100.00,29100.00,31750.00,32700.00,31400.00,27600.00,24800.00,19150.00,Upgrade
4,PE Ratio,10.43,9.51,10.64,10.35,13.15,12.01,14.21,16.68,19.62,21.53,30.80,50.04,83.43,52.03,30.51,26.57,27.82,29.96,27.38,23.14,15.93,Upgrade
5,PS Ratio,4.78,4.36,4.74,4.46,5.81,5.41,6.19,7.37,8.46,8.12,9.65,12.07,15.10,11.61,8.50,8.25,8.38,8.57,7.98,6.78,5.02,Upgrade
6,PB Ratio,1.02,0.93,1.06,1.16,1.51,1.40,1.61,1.72,1.95,1.79,1.95,2.04,2.45,2.23,2.17,2.37,2.47,2.43,2.21,2.03,1.59,Upgrade
7,P/FCF Ratio,51.40,51.40,1850.72,-,14.87,13.60,9.67,9.99,11.68,11.78,21.50,35.50,34.52,40.11,-,24.10,24.43,17.74,17.28,14.60,12.37,Upgrade
8,P/OCF Ratio,51.40,51.40,1850.72,-,14.87,13.60,9.67,9.99,11.68,11.78,21.50,35.50,34.52,40.11,-,24.10,24.43,17.74,17.28,14.60,12.37,Upgrade
9,EV/Sales Ratio,4.96,4.43,5.07,4.56,5.80,4.94,5.63,6.88,7.98,7.99,9.40,11.95,15.08,11.69,8.62,8.55,8.69,8.99,7.94,6.87,5.19,Upgrade
10,EV/EBITDA Ratio,8.63,7.70,8.82,8.13,9.86,8.04,9.03,10.30,11.82,12.45,15.55,20.81,28.33,21.20,15.58,15.02,15.45,16.37,13.99,12.44,9.20,Upgrade
11,EV/EBIT Ratio,11.76,10.49,11.93,10.66,12.93,10.59,12.00,14.09,16.31,17.98,24.42,39.15,62.53,39.21,23.84,21.48,22.03,24.21,21.04,18.12,13.12,Upgrade
12,EV/FCF Ratio,-12.92,52.19,1977.52,-,14.83,12.43,8.80,9.33,11.02,11.60,20.93,35.12,34.47,40.40,-,25.00,25.33,18.61,17.20,14.80,12.77,Upgrade
13,Debt / Equity Ratio,0.11,0.11,0.10,0.10,0.10,0.10,0.06,0.06,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.19,0.20,0.20,0.14,0.10,Upgrade
14,Debt / EBITDA Ratio,0.88,0.91,0.84,0.75,0.72,0.46,0.30,0.38,0.55,0.60,0.61,0.62,0.97,1.37,1.90,0.90,1.02,0.88,1.30,1.09,0.71,Upgrade
15,Debt / FCF Ratio,5.98,5.98,171.51,-,1.00,1.01,0.35,0.35,0.56,0.63,1.07,1.74,1.44,1.85,-,1.05,1.87,1.42,1.57,0.99,0.79,Upgrade
16,Asset Turnover,0.16,0.16,0.20,0.19,0.20,0.30,0.20,0.18,0.21,0.20,0.19,0.14,0.14,0.08,0.16,0.22,0.33,0.18,0.17,0.19,Upgrade,
17,Inventory Turnover,8.95,13.57,16.48,13.73,6.95,6.05,5.85,2.73,2.32,4.00,5.36,5.68,5.33,8.37,9.23,12.24,10.50,7.81,3.31,3.98,3.79,Upgrade
18,Quick Ratio,0.80,0.80,0.87,0.50,0.72,0.89,1.91,1.69,1.36,1.43,1.33,1.75,2.04,1.53,1.47,1.16,0.83,1.24,0.78,0.88,0.50,Upgrade
19,Current Ratio,2.06,2.08,1.87,2.01,1.57,1.45,2.97,2.33,1.89,1.81,1.82,2.06,2.95,2.36,2.01,1.66,0.92,1.98,2.04,1.39,0.99,Upgrade
20,Return on Equity (ROE),10.49%,8.98%,10.36%,11.29%,11.45%,14.59%,11.45%,12.07%,10.09%,9.86%,9.84%,4.90%,1.59%,0.32%,5.12%,10.51%,13.51%,8.15%,4.97%,7.24%,Upgrade,
21,Return on Assets (ROA),4.10%,3.99%,4.90%,5.42%,5.44%,7.92%,6.06%,6.21%,5.67%,6.00%,6.04%,3.10%,1.33%,0.31%,3.20%,6.36%,7.85%,4.57%,3.37%,4.18%,Upgrade,
22,Return on Capital (ROIC),4.87%,4.74%,5.73%,6.19%,6.23%,9.20%,7.12%,7.28%,6.48%,6.67%,6.67%,3.45%,1.49%,0.34%,3.58%,7.14%,9.07%,5.49%,4.12%,5.07%,Upgrade,
23,Earnings Yield,9.59%,10.51%,9.40%,9.66%,7.61%,8.33%,7.04%,5.99%,5.10%,4.65%,3.25%,2.00%,1.20%,1.92%,3.28%,3.76%,3.59%,3.34%,3.65%,4.32%,6.28%,Upgrade
24,FCF Yield,-8.04%,1.95%,0.05%,0.43%,6.73%,7.35%,10.34%,10.01%,8.56%,8.49%,4.65%,2.82%,2.90%,2.49%,3.39%,4.15%,4.09%,5.64%,5.79%,6.85%,8.09%,Upgrade
25,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.43%,2.43%,2.43%,Upgrade,
26,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.43%,2.43%,2.43%,Upgrade,
