,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Rental Revenue,2128159,2077717,2478598,2254643,2342672,3332560,2172827,1943276,2137250,2005196,1849531,1369460,1367010,787355,1510391,2226385,3252724,1760351,1630177,1685666,Upgrade
1,Total Revenue,2128159,2077717,2478598,2254643,2342672,3332560,2172827,1943276,2137250,2005196,1849531,1369460,1367010,787355,1510391,2226385,3252724,1760351,1630177,1685666,Upgrade
2,Revenue Growth (YoY,-9.16%,-37.65%,14.07%,16.02%,9.61%,66.20%,17.48%,41.90%,56.34%,154.67%,22.45%,-38.49%,-57.97%,-55.27%,-7.35%,32.08%,16.82%,-20.28%,-17.78%,-26.20%,Upgrade
3,Property Expenses,926702,988433,1269172,999419,1074590,1632491,983445,754924,1032200,966218,788394,758105,903051,657006,880962,1058017,1680925,915567,984383,926756,Upgrade
4,"Selling, General & Administrative",312411,247550,215563,207271,262945,291414,117834,107725,166982,95574,138297,142385,262691,83973,132175,156092,317916,123418,136214,151060,Upgrade
5,Total Operating Expenses,1239113,1235983,1484735,1206690,1337535,1923905,1101279,862649,1199182,1061792,926691,900490,1165742,740979,1013137,1214109,1998841,1038985,1120597,1077816,Upgrade
6,Operating Income,889046,841734,993863,1047953,1005137,1408655,1071548,1080627,938068,943404,922840,468970,201268,46376,497254,1012276,1253883,721366,509580,607850,Upgrade
7,Interest Expense,-193664,-139906,-65864,-140458,-74129,-75889,-63446,-100408,-92124,-89433,-88086,-89512,-93444,-88352,-151082,-153298,-161339,-124676,-98888,-78683,Upgrade
8,Interest & Investment Income,547262,383175,420173,435156,342962,301408,278153,223816,200940,130391,104388,102854,87389,78360,119680,101589,94442,76850,57553,47014,Upgrade
9,Currency Exchange Gain (Loss),-48578,-24911,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
