,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,677.67,704.59,672.96,2458,495.79,440.65,617.46,1873,585.23,510.37,440.36,1284,532.83,372.09,294.25,673.63,327.54,380.43,177.12,821.83,Upgrade
1,Other Revenue,-33.03,33.03,-,90.89,-21.81,21.81,-,81.38,-14.66,14.66,-,37.33,-11.34,11.34,-,43,-4.08,4.08,-,14.79,Upgrade
2,Revenue,644.63,737.62,672.96,2549,473.98,462.46,617.46,1955,570.57,525.04,440.36,1322,521.49,383.43,294.25,716.63,323.46,384.5,177.12,836.62,Upgrade
3,Revenue Growth (YoY),36.00%,59.50%,8.99%,30.41%,-16.93%,-11.92%,40.22%,47.89%,9.41%,36.93%,49.66%,84.42%,61.22%,-0.28%,66.13%,-14.34%,216.68%,413.87%,26.45%,30.68%,Upgrade
4,Cost of Revenue,539.51,636.75,540.09,1814,390.42,336.6,476.52,1375,452.12,442.21,335.08,861.15,419.37,303.07,224.31,413.92,264.5,332.68,126.49,522.1,Upgrade
5,Gross Profit,105.13,100.87,132.87,735.14,83.56,125.86,140.94,579.73,118.45,82.83,105.28,460.46,102.12,80.36,69.93,302.7,58.96,51.83,50.63,314.52,Upgrade
6,"Selling, General & Admin",135.04,116.15,99.45,290.9,117.02,98.98,79.29,264.66,102.13,72.5,57.6,205.28,73.79,72.02,56.29,117.46,58.71,55.83,35.56,138.25,Upgrade
7,Research & Development,23.22,21.43,16.87,74.92,19.14,15.47,16.58,55.17,14.61,12.48,14.28,25.78,12.78,11.84,13.9,17.66,5.68,9.95,9.04,17.49,Upgrade
8,Other Operating Expenses,2.23,2.28,2.27,5.62,-13.57,-6.06,-6.14,25.4,-7.68,-9.86,0.5,9.52,-1.62,-0.3,-0.66,24.93,-1.75,-16.86,-0.68,-4.49,Upgrade
9,Operating Expenses,173.49,135.33,118.84,392.71,131.69,103.03,94.75,367.73,115.12,79.05,72.69,246.11,86.82,80.73,70.76,161.58,58.82,53.28,44.25,156.95,Upgrade
10,Operating Income,-68.37,-34.46,14.03,342.43,-48.13,22.83,46.19,211.99,3.33,3.77,32.58,214.34,15.3,-0.38,-0.83,141.13,0.14,-1.45,6.38,157.58,Upgrade
11,Interest Expense,-15.34,-15,-15.16,-13.54,-8.8,-7.77,-8.07,-15.42,-4.76,-8.3,-8.01,-7.13,-6.66,-7.22,-4.7,-5.83,-6.32,-5.6,-1.48,-0.35,Upgrade
12,Interest & Investment Income,5.14,3.01,1.79,2.88,2.92,9.04,3.4,4.91,6.91,5.88,3.83,6.83,3.51,1.1,1.19,2.7,3.15,1.81,0.96,3.72,Upgrade
13,Earnings From Equity Investments,-,0.32,-0.32,-,-,-0.06,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Currency Exchange Gain (Loss),-2.5,2.5,-,-2.74,0.03,-0.03,-,8.98,-7.54,7.54,-,0.22,0.42,-0.42,-,-3.85,-1.15,1.15,-,-1.61,Upgrade
15,Other Non Operating Income (Expenses),-1.67,-0.54,0.69,0.03,-1.64,3.77,-4.38,-23.4,12.24,-1.92,1.58,-14.75,-4.05,-0.86,0.11,4.41,-3.95,1.77,-0.25,-6.01,Upgrade
16,EBT Excluding Unusual Items,-82.74,-44.18,1.03,329.05,-55.62,27.78,37.21,187.06,10.18,6.97,29.98,199.52,8.53,-7.77,-4.22,138.56,-8.14,-2.32,5.62,153.33,Upgrade
17,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.89,-,-,-,-6.56,Upgrade
18,Gain (Loss) on Sale of Investments,0.21,-1,-,-,-,-,-,-,-,-,-,0.39,-,-,-,-,-,-,-,-,Upgrade
19,Gain (Loss) on Sale of Assets,-,0.03,0,-0.04,-0.29,0.66,-0.02,-1.08,42.74,-0.02,0.01,-0.05,-0.07,-0.01,-,-4.37,0,-,-,-0.26,Upgrade
20,Asset Writedown,-14.35,-0.03,-,-0.88,-0.33,-0.29,-,56.54,-56.84,-0,-,0.24,-0.92,-0.62,-,-1.65,-2.99,-,-,-3.05,Upgrade
21,Other Unusual Items,4.43,3.45,16.08,24.74,1.54,-1.54,-,31.88,-,-,-,17.96,-,-,-,30.37,-,-,-,-,Upgrade
22,Pretax Income,-92.45,-41.73,17.11,352.87,-54.7,26.6,37.19,274.41,-3.92,6.96,29.99,218.07,7.55,-8.4,-4.22,154.01,-11.13,-2.32,5.62,143.46,Upgrade
23,Income Tax Expense,-0.02,1.88,0.34,-1.57,0.06,0.12,-0.4,-0.36,-0.1,0.4,0.13,0.36,0.23,0.02,-0.05,-0.27,-0.19,-0.26,0,0.27,Upgrade
24,Earnings From Continuing Operations,-92.42,-43.61,16.77,354.44,-54.77,26.49,37.59,274.77,-3.82,6.56,29.86,217.71,7.31,-8.42,-4.17,154.28,-10.94,-2.06,5.61,143.19,Upgrade
25,Minority Interest in Earnings,30.33,3.63,0.98,-91.21,25.98,-18.38,-6.27,-79.25,11.17,3.5,-9.45,-47.71,1.2,1.03,2.1,-25.96,6,3.3,3.21,-19.75,Upgrade
26,Net Income,-62.1,-39.98,17.74,263.23,-28.78,8.1,31.32,195.51,7.35,10.06,20.42,170,8.51,-7.4,-2.07,128.33,-4.94,1.24,8.82,123.44,Upgrade
