,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,1112,1202,893.31,698.16,613.16,667.04,535.01,607.21,476.67,1139,Upgrade
1,Revenue Growth (YoY),24.50%,72.18%,45.69%,4.67%,14.61%,9.85%,12.24%,-46.70%,-64.00%,-33.20%,Upgrade
2,Cost of Revenue,901.08,925.76,712.86,620.31,612.84,613.66,527.68,640.05,518.32,956.59,Upgrade
3,Gross Profit,211.13,276.35,180.45,77.85,0.32,53.38,7.33,-32.84,-41.65,182.59,Upgrade
4,"Selling, General & Admin",204.28,229.78,139.11,139.2,119.04,133.9,119.39,102.86,143.54,146.31,Upgrade
5,Other Operating Expenses,7.93,1.68,10.52,2.02,7.94,6.62,4.28,22.35,0.19,4.18,Upgrade
6,Operating Expenses,212.21,231.46,149.63,141.22,126.99,140.52,123.66,125.21,143.73,150.49,Upgrade
7,Operating Income,-1.08,44.88,30.82,-63.37,-126.67,-87.13,-116.33,-158.04,-185.38,32.1,Upgrade
8,Interest Expense,-58.12,-61.71,-59.83,-60.69,-38.22,-30.49,-23.65,-18.29,-26.52,-35.59,Upgrade
9,Interest & Investment Income,-,7.93,-,7.25,-,1.6,-,1.05,-,1.3,Upgrade
10,Earnings From Equity Investments,10.42,3.1,-5.94,-4.17,-0.69,-2.63,0.31,-2.71,0.79,2.24,Upgrade
11,Other Non Operating Income (Expenses),59.19,49.48,54.59,45.69,125.08,85.96,41.83,167.25,146.95,52.95,Upgrade
12,EBT Excluding Unusual Items,10.41,43.69,19.65,-75.28,-40.49,-32.7,-97.84,-10.74,-64.17,53.01,Upgrade
13,Gain (Loss) on Sale of Investments,-,1.09,-,1.03,-,1.03,-,0.95,-,0.96,Upgrade
14,Gain (Loss) on Sale of Assets,-,-1.03,-,-10.1,-,-3.14,-,2.48,-,1.15,Upgrade
15,Asset Writedown,-,4.84,-,-17.18,-,-9.65,-,1,-,-9.45,Upgrade
16,Other Unusual Items,-,-,-,0.51,-,3.48,-,7.08,-,-,Upgrade
17,Pretax Income,10.41,48.59,19.65,-101.02,-40.49,-40.98,-97.84,0.78,-64.17,45.67,Upgrade
18,Income Tax Expense,1.04,5.87,10.19,-17.05,13.41,-4.37,1.55,-31.27,11.62,12.43,Upgrade
19,Earnings From Continuing Operations,9.37,42.71,9.46,-83.97,-53.91,-36.61,-99.4,32.04,-75.79,33.24,Upgrade
20,Minority Interest in Earnings,-2.99,-16.14,-3.94,-4.06,11.23,-7.72,3.78,-4.43,1.28,-6.28,Upgrade
21,Net Income,6.37,26.57,5.51,-88.03,-42.68,-44.32,-95.61,27.62,-74.51,26.96,Upgrade
22,Net Income to Common,6.37,26.57,5.51,-88.03,-42.68,-44.32,-95.61,27.62,-74.51,26.96,Upgrade
23,Net Income Growth,15.60%,-,-,-,-,-,-,2.45%,-,-87.53%,Upgrade
24,Shares Outstanding (Basic),477,477,477,477,477,477,477,477,477,477,Upgrade
25,Shares Outstanding (Diluted),477,477,477,477,477,477,477,477,477,477,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,-,3.25%,3.27%,Upgrade
27,EPS (Basic),0.01,0.06,0.01,-0.18,-0.09,-0.09,-0.20,0.06,-0.16,0.06,Upgrade
28,EPS (Diluted),0.01,0.06,0.01,-0.18,-0.09,-0.09,-0.20,0.06,-0.16,0.06,Upgrade
29,EPS Growth,15.59%,-,-,-,-,-,-,2.45%,-,-87.92%,Upgrade
30,Free Cash Flow,103.68,-11.32,74.98,60.65,49.6,113.18,40.38,42.84,124.82,160.54,Upgrade
31,Free Cash Flow Per Share,0.22,-0.02,0.16,0.13,0.10,0.24,0.08,0.09,0.26,0.34,Upgrade
32,Operating Margin,-0.10%,3.73%,3.45%,-9.08%,-20.66%,-13.06%,-21.74%,-26.03%,-38.89%,2.82%,Upgrade
33,Profit Margin,0.57%,2.21%,0.62%,-12.61%,-6.96%,-6.64%,-17.87%,4.55%,-15.63%,2.37%,Upgrade
34,Free Cash Flow Margin,9.32%,-0.94%,8.39%,8.69%,8.09%,16.97%,7.55%,7.05%,26.18%,14.09%,Upgrade
35,EBITDA,111.83,162.37,149.34,59.22,0.97,45.98,17.14,-26.14,-47.61,167.27,Upgrade
36,D&A For EBITDA,112.91,117.48,118.52,122.58,127.63,133.12,133.47,131.91,137.77,135.17,Upgrade
37,EBIT,-1.08,44.88,30.82,-63.37,-126.67,-87.13,-116.33,-158.04,-185.38,32.1,Upgrade
