,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,753,763,811,811,1025,877,858,996,1111,1101,1259,Upgrade
1,Market Cap Growth,-5.88%,-5.88%,-20.93%,-7.61%,19.44%,-11.96%,-22.75%,-9.52%,-11.74%,-27.81%,-36.89%,Upgrade
2,Enterprise Value,2151,2194,2180,2202,2418,2342,2365,2543,2646,2781,3055,Upgrade
3,Last Close Price,1.58,1.60,1.68,1.68,2.12,1.82,1.78,2.06,2.30,2.28,2.61,Upgrade
4,PE Ratio,22.97,23.15,25.26,-9.82,-,-,-,-,-23.69,-,62.40,Upgrade
5,PS Ratio,0.33,0.33,0.39,0.51,0.78,0.69,0.71,0.87,1.02,0.68,0.51,Upgrade
6,PB Ratio,0.39,0.38,0.40,0.41,0.52,0.42,0.39,0.46,0.49,0.50,0.56,Upgrade
7,P/TBV Ratio,2.45,2.45,2.73,2.97,3.68,2.45,1.90,2.27,2.13,2.50,2.59,Upgrade
8,P/FCF Ratio,8.16,8.26,-,5.98,9.30,5.39,5.59,11.97,6.63,3.86,4.97,Upgrade
9,P/OCF Ratio,2.93,2.93,4.02,4.22,5.55,3.26,3.61,4.91,3.87,2.70,2.59,Upgrade
10,EV/Sales Ratio,0.93,0.95,1.04,1.38,1.84,1.83,1.97,2.23,2.44,1.72,1.24,Upgrade
11,EV/EBITDA Ratio,6.47,8.00,6.99,10.56,40.18,49.89,37.46,-282.70,-,-,9.07,Upgrade
12,EV/EBIT Ratio,37.52,-,28.79,-67.67,-,-,-,-,-,-,88.64,Upgrade
13,EV/FCF Ratio,23.29,23.76,-,16.24,21.93,14.39,15.40,30.56,15.78,9.75,12.07,Upgrade
14,Debt / Equity Ratio,0.87,0.87,0.82,0.86,0.91,0.92,0.91,0.91,0.86,0.92,0.89,Upgrade
15,Debt / FCF Ratio,19.02,19.02,-,12.52,16.47,11.71,12.92,23.85,11.61,7.06,7.87,Upgrade
16,Return on Capital Employed (ROCE),1.14%,-,2.00%,-1.36%,-,-,-,-,-,-,1.00%,Upgrade
17,Earnings Yield,4.37%,4.32%,3.96%,-10.18%,-12.75%,-9.92%,-16.31%,-6.82%,-4.22%,-4.32%,1.60%,Upgrade
18,FCF Yield,12.26%,12.11%,7.85%,16.73%,10.76%,18.56%,17.89%,8.35%,15.09%,25.91%,20.11%,Upgrade
19,Dividend Yield,1.27%,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-3.25%,-3.27%,Upgrade,
21,Total Shareholder Return,1.27%,-,-,-,-,-,-,-,-,-3.25%,-3.27%,Upgrade
