,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1018,857.6,810.56,698.37,744.4,879.24,1215,1144,1318,1296,1501,1336,1284,1440,1487,1324,1877,1932,1720,1524,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,192.96,-,-,-,10,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,65,10,25,75.01,75,170,15,95.5,70,70.01,0.15,-,2.08,2.04,31.74,46.73,123.28,59.9,89,39,Upgrade
3,Cash & Short-Term Investments,1083,867.6,835.56,773.38,819.4,1049,1230,1239,1388,1559,1501,1336,1286,1452,1518,1371,2000,1992,1809,1563,Upgrade
4,Cash Growth,32.15%,-17.31%,-32.07%,-37.59%,-40.97%,-32.70%,-18.05%,-7.25%,7.97%,7.40%,-1.14%,-2.51%,-35.73%,-27.11%,-16.07%,-12.30%,37.27%,6.77%,16.87%,-11.36%,Upgrade
5,Accounts Receivable,1457,1519,1361,1209,1141,1146,1160,1258,1141,1097,1209,1145,1139,1202,1153,1102,1130,1121,1209,1000,Upgrade
6,Other Receivables,101.65,85.73,81.03,80.69,107.47,112.37,111.86,112.08,135.12,127.04,128.04,120.16,131.74,138.51,139.47,130.17,141.47,135.81,131.39,120.5,Upgrade
7,Receivables,1559,1604,1442,1290,1249,1258,1272,1370,1276,1224,1337,1265,1271,1341,1293,1232,1272,1257,1340,1121,Upgrade
8,Inventory,1065,1079,985.94,928.61,985.05,979.72,934.75,830.97,838.73,793.61,712.05,663.87,652.39,632.06,604.89,583.85,575.72,627.67,592.97,598.19,Upgrade
