,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,9851,10737,6695,9391,6973,11509,10011,10385,9151,8195,Upgrade
1,Trading Asset Securities,541.03,943.1,1299,1266,2113,1342,1111,1083,1221,961.58,Upgrade
2,Cash & Short-Term Investments,10392,11680,7994,10657,9086,12851,11122,11468,10371,9156,Upgrade
3,Cash Growth,29.99%,9.60%,-12.01%,-17.07%,-18.31%,12.06%,7.24%,25.25%,40.26%,35.81%,Upgrade
4,Accounts Receivable,20055,19154,16108,13154,12222,13599,12748,13681,7580,10162,Upgrade
5,Other Receivables,79.8,9594,95.26,9023,136.22,5302,85.92,4602,84.74,2513,Upgrade
6,Receivables,20135,28748,16204,22177,12358,20080,12834,18700,7665,12675,Upgrade
7,Inventory,15437,12212,12149,9837,12102,13556,13998,10026,4753,5401,Upgrade
8,Prepaid Expenses,13758,627.8,11217,188.78,12717,543.14,9444,859.61,4327,271.95,Upgrade
9,Restricted Cash,198.85,57.43,62.79,119.56,653.3,576.76,310.94,202.1,2.87,2.43,Upgrade
10,Other Current Assets,291.68,187.6,331.89,583.67,345.41,244.54,237.37,339.99,5002,139.48,Upgrade
11,Total Current Assets,60212,53512,47959,43564,47261,47852,47946,41596,32120,27646,Upgrade
12,"Property, Plant & Equipment",3053,3230,3382,3731,3987,4141,3737,3602,1663,1817,Upgrade
13,Long-Term Investments,1805,1677,1756,1870,2066,1823,1591,1535,1064,1610,Upgrade
14,Goodwill,3022,3194,3167,3195,3265,3322,3334,3301,1835,1842,Upgrade
15,Other Intangible Assets,1442,1070,1330,883.75,1250,945.69,1317,1023,140.6,156.17,Upgrade
16,Long-Term Deferred Tax Assets,463.24,490.69,458.17,429.64,371.87,336.79,341.06,271.55,69.68,85.58,Upgrade
17,Long-Term Deferred Charges,744.32,1057,582.98,890.37,212.44,545,143.19,428.33,43.58,44.43,Upgrade
18,Other Long-Term Assets,526.85,545.6,548.93,545.8,556.48,569.18,576.77,579.69,108.35,131.3,Upgrade
19,Total Assets,71269,64776,59183,55109,58971,59534,58985,52336,37044,33332,Upgrade
20,Accounts Payable,27580,24008,19839,18947,16763,19425,18543,17469,9483,12080,Upgrade
21,Accrued Expenses,-,5250,-,3183,-,2725,-,2590,-,1324,Upgrade
22,Short-Term Debt,-,578.61,-,25.11,-,-,-,-,56.14,142.35,Upgrade
23,Current Portion of Long-Term Debt,6211,4344,4392,4409,6117,6387,6898,4589,2724,1506,Upgrade
24,Current Portion of Leases,140.23,163.84,202.77,153.92,157.44,140.82,128.56,95.47,56.1,80.81,Upgrade
25,Current Income Taxes Payable,137.15,183.3,83.62,175.72,157.41,116.23,135.57,142.87,95.28,134.71,Upgrade
26,Current Unearned Revenue,-,1267,-,1343,-,2157,-,1098,-,472.52,Upgrade
27,Other Current Liabilities,18545,9740,16615,8301,16451,8989,14377,7980,11721,5415,Upgrade
28,Total Current Liabilities,52613,45536,41133,36538,39645,39941,40082,33965,24136,21156,Upgrade
29,Long-Term Debt,442.41,888.83,1049,1029,1143,492.83,153.56,858.04,798.38,89.29,Upgrade
30,Long-Term Leases,207.93,243.48,209.87,255.83,257.31,319.68,304.64,250.56,60.33,59.62,Upgrade
31,Long-Term Deferred Tax Liabilities,320.57,340.36,318.61,327.93,337.14,341.85,354.82,355.19,38.25,52.22,Upgrade
32,Other Long-Term Liabilities,540.85,462.1,27.12,76.9,40.13,66.29,181.01,173.06,33.99,34.15,Upgrade
33,Total Liabilities,54125,47470,42737,38228,41422,41162,41076,35601,25066,21391,Upgrade
34,Common Stock,2521,2508,2508,2500,2495,2480,2471,2452,2371,2363,Upgrade
35,Additional Paid-In Capital,3826,4213,4204,4522,4490,4906,4865,5063,4923,5142,Upgrade
