,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,18907,15932,6394,10206,7824,9258,10044,11441,14249,8988,8649,Upgrade
1,Market Cap Growth,56.11%,56.11%,-18.28%,10.23%,-22.10%,-19.08%,-29.51%,27.30%,64.74%,0.99%,23.45%,Upgrade
2,Enterprise Value,16027,11070,4750,5839,6789,4162,7047,6336,10810,2067,2582,Upgrade
3,Last Close Price,7.50,6.15,2.48,3.84,2.95,3.34,3.65,4.17,5.12,3.28,3.07,Upgrade
4,PE Ratio,16.63,14.10,8.60,22.13,17.51,23.60,8.48,10.99,-,16.77,-,Upgrade
5,Forward PE,12.79,11.39,8.50,10.30,7.11,9.28,7.42,8.27,9.21,8.89,6.14,Upgrade
6,PS Ratio,0.20,0.18,0.08,0.14,0.11,0.13,0.13,0.33,-,0.52,-,Upgrade
7,PB Ratio,1.14,0.93,0.37,0.62,0.46,0.53,0.55,0.64,0.85,0.75,0.72,Upgrade
8,P/TBV Ratio,1.31,1.31,0.51,0.89,0.63,0.73,0.73,0.91,1.20,0.94,0.90,Upgrade
9,P/FCF Ratio,10.73,9.04,4.59,7.50,8.52,-,-,12.18,-,12.50,-,Upgrade
10,P/OCF Ratio,8.11,8.11,3.99,6.10,5.73,-35.78,-,9.65,-,9.97,-,Upgrade
11,PEG Ratio,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.47,0.59,0.32,Upgrade
12,EV/Sales Ratio,0.18,0.12,0.06,0.08,0.10,0.06,0.09,0.18,-,0.12,-,Upgrade
13,EV/EBITDA Ratio,10.33,9.09,6.94,-6.24,-,-5.34,-,-,-,4.39,-,Upgrade
14,EV/EBIT Ratio,19.30,16.01,31.87,-,-,-,-,-,-,5.57,-,Upgrade
15,EV/FCF Ratio,9.10,6.28,3.41,4.29,7.40,-,-,6.74,-,2.87,-,Upgrade
16,Debt / Equity Ratio,0.41,0.41,0.36,0.36,0.35,0.44,0.40,0.42,0.35,0.31,0.16,Upgrade
17,Debt / FCF Ratio,3.97,3.97,4.46,4.30,6.40,-,-,7.97,-,5.14,-,Upgrade
18,Return on Capital Employed (ROCE),3.71%,3.71%,0.77%,-,-,-,-,-,-,2.88%,-,Upgrade
19,Earnings Yield,5.98%,7.09%,11.63%,4.52%,5.71%,4.24%,11.79%,9.10%,-,5.96%,-,Upgrade
20,FCF Yield,9.32%,11.06%,21.80%,13.34%,11.73%,-10.61%,1.06%,8.21%,-,8.00%,-,Upgrade
21,Dividend Yield,2.13%,-,-,-,-,-,-,-,-,2.96%,-,Upgrade
22,Buyback Yield / Dilution,-0.78%,-2.22%,0.66%,1.25%,1.31%,-2.08%,-,-5.93%,-,-0.19%,-,Upgrade
23,Total Shareholder Return,1.36%,-2.22%,0.66%,1.25%,1.31%,-2.08%,-,-5.93%,-,2.77%,-,Upgrade
