,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,168.76,-,189.66,-,162.93,189.21,168.03,165.69,137.22,166.22,Upgrade
1,Other Revenue,0.48,-,1.69,-,1.19,0.63,0.4,-0.03,0.92,-0.43,Upgrade
2,Revenue,169.24,-,191.35,-,164.12,189.84,168.43,165.66,138.14,165.79,Upgrade
3,Revenue Growth (YoY),-11.55%,-,16.59%,-,-2.56%,14.59%,21.93%,-0.08%,-21.22%,-1.50%,Upgrade
4,Cost of Revenue,54.44,-,81.76,-,51.31,59.39,46.02,120.16,100.06,127.74,Upgrade
5,Gross Profit,114.8,-,109.59,-,112.82,130.45,122.41,45.5,38.07,38.05,Upgrade
6,"Selling, General & Admin",70.18,-,73.12,-,82.54,89.19,87.79,2.43,7.29,5.92,Upgrade
7,Other Operating Expenses,19.09,-,13.21,-,17.32,17.9,12.14,16.35,10.02,15.31,Upgrade
8,Operating Expenses,93.69,-,90.93,-,104.85,116.15,108.6,29.35,29.36,35.08,Upgrade
9,Operating Income,21.1,-,18.66,-,7.97,14.3,13.81,16.15,8.71,2.96,Upgrade
10,Interest Expense,-0.61,-,-0.54,-,-0.95,-1.15,-1.2,-1.15,-1.24,-1.38,Upgrade
11,Interest & Investment Income,4.47,-,4.85,-,4.24,3.85,3.36,2.89,2.06,3.46,Upgrade
12,Currency Exchange Gain (Loss),-,-,-0.02,-,8.07,-2.39,-1.13,-3.03,-3.09,0.7,Upgrade
13,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,0.25,-,0.68,Upgrade
14,EBT Excluding Unusual Items,24.96,-,22.95,-,19.33,14.6,14.84,15.12,6.44,6.43,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-,-,-,-7.26,-,Upgrade
16,Gain (Loss) on Sale of Assets,-0,-,-0.11,-,4.63,-0.46,0.02,-0.07,-0.06,-0.62,Upgrade
17,Asset Writedown,-,-,-,-,-,-11.39,-,-9.99,-1.5,-1.82,Upgrade
18,Other Unusual Items,-,-,-,-,0.32,0.87,-,1.97,2.42,-,Upgrade
19,Pretax Income,24.96,-,22.84,-,24.27,3.62,14.86,7.02,0.03,3.99,Upgrade
20,Income Tax Expense,8.18,-,7.43,-,5.98,12.37,6.22,8.62,7.06,9.2,Upgrade
21,Earnings From Continuing Operations,16.78,-,15.41,-,18.29,-8.75,8.64,-1.59,-7.03,-5.21,Upgrade
22,Earnings From Discontinued Operations,-2.47,-,-6.94,-,-,-,-,-,-,-,Upgrade
23,Net Income to Company,14.31,-,8.47,-,18.29,-8.75,8.64,-1.59,-7.03,-5.21,Upgrade
24,Minority Interest in Earnings,-,-,-,-,-2.63,12.41,-,-,-,-,Upgrade
25,Net Income,14.31,-,8.47,-,15.67,3.66,8.64,-1.59,-7.03,-5.21,Upgrade
26,Net Income to Common,14.31,-,8.47,-,15.67,3.66,8.64,-1.59,-7.03,-5.21,Upgrade
27,Net Income Growth,69.00%,-,-45.95%,-,81.29%,-,-,-,-,-,Upgrade
28,Shares Outstanding (Basic),493,-,493,-,493,401,375,375,375,375,Upgrade
29,Shares Outstanding (Diluted),493,-,493,-,493,401,375,375,375,375,Upgrade
30,Shares Change (YoY),-,-,-,-,31.47%,7.04%,-,-,-,-,Upgrade
31,EPS (Basic),0.03,-,0.02,-,0.03,0.01,0.02,-0.00,-0.02,-0.01,Upgrade
32,EPS (Diluted),0.03,-,0.02,-,0.03,0.01,0.02,-0.00,-0.02,-0.01,Upgrade
33,EPS Growth,69.01%,-,-45.95%,-,37.89%,-,-,-,-,-,Upgrade
34,Free Cash Flow,-0.32,-,-5.13,-,-12.94,29.21,13.46,34.23,11.93,11.13,Upgrade
35,Free Cash Flow Per Share,-0.00,-,-0.01,-,-0.03,0.07,0.04,0.09,0.03,0.03,Upgrade
36,Operating Margin,12.47%,-,9.75%,-,4.85%,7.53%,8.20%,9.75%,6.30%,1.79%,Upgrade
37,Profit Margin,8.46%,-,4.42%,-,9.54%,1.93%,5.13%,-0.96%,-5.09%,-3.14%,Upgrade
38,Free Cash Flow Margin,-0.19%,-,-2.68%,-,-7.88%,15.38%,7.99%,20.66%,8.64%,6.72%,Upgrade
39,EBITDA,25.01,-,22.66,-,12.43,19.23,18.39,20.77,12.96,8.72,Upgrade
40,D&A For EBITDA,3.9,3.84,4,4.67,4.47,4.93,4.58,4.62,4.26,5.76,Upgrade
41,EBIT,21.1,-,18.66,-,7.97,14.3,13.81,16.15,8.71,2.96,Upgrade
