,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+13 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Market Capitalization,577,562,539,560,549,560,549,530,413,421,399,360,356,383,449,437,495,524,482,277,300,Upgrade
1,Market Cap Growth,0.21%,0.21%,-1.86%,5.78%,33.10%,33.01%,37.78%,47.25%,15.89%,10.00%,-11.21%,-17.70%,-28.13%,-26.90%,-6.93%,57.73%,65.10%,68.29%,54.88%,0%,-14.35%,Upgrade
2,Enterprise Value,867,891,868,863,852,849,837,754,637,669,646,548,544,553,618,578,636,643,601,366,388,Upgrade
3,Last Close Price,1.52,1.42,1.29,1.34,1.32,1.29,1.22,1.18,0.92,0.88,0.82,0.74,0.73,0.75,0.85,0.83,0.94,1.01,0.92,0.53,0.57,Upgrade
4,PE Ratio,6.55,6.35,5.62,6.20,6.09,6.73,7.88,7.73,13.02,12.77,12.74,-,6.78,7.99,15.44,16.84,23.96,-,17.52,9.22,8.04,Upgrade
5,PS Ratio,0.51,0.50,0.49,0.55,0.56,0.62,0.67,0.71,0.69,0.72,0.70,0.63,0.60,0.74,1.05,1.15,1.38,1.50,1.30,0.75,0.78,Upgrade
6,PB Ratio,2.30,2.18,2.09,2.34,-,2.58,2.89,2.79,-,2.36,2.57,2.32,-,2.28,2.84,2.77,-,4.09,3.98,2.29,-,Upgrade
7,P/TBV Ratio,2.27,2.27,2.18,2.45,-,2.71,3.07,2.96,-,2.49,2.78,2.51,-,2.41,3.05,2.97,-,4.49,4.14,2.38,-,Upgrade
8,P/FCF Ratio,2.21,3.63,6.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.73,3.07,5.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.77,0.79,0.79,0.84,0.87,0.94,1.02,1.01,1.06,1.14,1.13,0.96,0.92,1.07,1.45,1.53,1.78,1.84,1.62,0.99,1.02,Upgrade
11,EV/EBITDA Ratio,2.73,5.48,5.15,5.55,5.77,6.08,7.44,7.99,18.44,19.28,18.00,-,7.27,10.53,21.93,25.32,21.69,19.78,12.02,6.94,6.58,Upgrade
12,EV/EBIT Ratio,7.52,7.54,6.80,7.21,7.36,7.84,9.96,11.33,84.69,68.10,51.24,-,9.75,15.90,54.05,-,42.15,-,15.70,8.71,7.87,Upgrade
13,EV/FCF Ratio,3.32,5.77,11.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.82,1.82,1.82,1.94,-,1.97,2.10,2.10,-,1.88,1.97,1.97,-,1.68,1.55,1.55,-,1.61,1.51,1.51,-,Upgrade
15,Debt / EBITDA Ratio,1.47,1.39,1.39,3.12,-,2.12,3.24,3.38,-,3.59,6.06,-,-,2.86,3.08,43.84,-,148.24,3.17,5.81,-,Upgrade
16,Debt / FCF Ratio,1.80,3.04,6.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.32,1.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,265.54,250.56,265.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.74,0.74,0.74,0.65,-,0.65,-,0.64,-,0.83,-,0.62,-,0.90,-,0.91,-,0.87,-,0.82,-,Upgrade
20,Current Ratio,0.75,0.75,0.75,0.71,-,0.66,-,0.69,-,0.84,-,0.69,-,0.91,-,1.02,-,0.88,-,0.95,-,Upgrade
21,Return on Equity (ROE),34.96%,36.25%,32.63%,-,59.55%,37.59%,-,-,39.66%,40.13%,-,-,34.40%,27.81%,-,-,-12.74%,27.70%,-,-,Upgrade,
22,Return on Assets (ROA),8.75%,9.05%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),10.76%,10.93%,9.68%,-,16.48%,9.92%,-,-,8.47%,3.20%,-,-,11.32%,9.48%,-,-,-3.14%,9.17%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),19.09%,19.57%,21.13%,20.09%,-,20.02%,-,13.48%,-,2.26%,-,-,-,9.18%,-,-,-,-,-,17.08%,-,Upgrade
25,Earnings Yield,15.33%,15.74%,17.78%,16.14%,16.42%,14.85%,12.69%,12.94%,7.68%,7.83%,7.85%,7.33%,14.74%,12.51%,6.48%,5.94%,4.17%,2.35%,5.71%,10.85%,12.44%,Upgrade
26,FCF Yield,45.26%,27.51%,14.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Dividend Yield,9.74%,9.44%,12.33%,9.60%,-,8.28%,-,8.47%,-,7.28%,-,7.60%,-,10.65%,-,4.83%,-,-,-,5.68%,-,Upgrade
28,Payout Ratio,55.32%,61.42%,61.42%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Buyback Yield / Dilution,0.02%,-0.05%,-0.12%,-0.51%,0.67%,1.55%,1.70%,1.94%,0.95%,0.13%,0.05%,0.42%,-0.49%,-2.13%,-2.13%,-2.33%,-1.45%,-,-,3.09%,3.51%,Upgrade
30,Total Shareholder Return,9.76%,9.39%,12.21%,9.09%,0.67%,9.82%,1.70%,10.41%,0.95%,7.41%,0.05%,8.02%,-0.49%,8.51%,-2.13%,2.50%,-1.45%,-,-,8.77%,3.51%,Upgrade
