,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,317.44,300.45,188.86,222.69,268.45,802.27,1096,918.5,769.3,964.27
1,Revenue Growth (YoY),68.08%,34.92%,-29.65%,-72.24%,-75.51%,-12.65%,42.51%,-4.75%,-11.31%,28.46%
2,Cost of Revenue,174.72,140.38,119.08,171.3,146.77,494.85,674.43,595.73,495.44,555.41
3,Gross Profit,142.72,160.08,69.78,51.39,121.67,307.42,421.93,322.77,273.85,408.86
4,"Selling, General & Admin",63.67,48.34,35.63,46.29,74.85,162.64,241.31,213.21,195.94,248.46
5,Research & Development,-,-,-,-,-,-84.96,84.96,86.94,78.63,83.19
6,Other Operating Expenses,10.39,2.67,11.72,12.88,31.53,139.34,-,-,-,-37.97
7,Operating Expenses,74.06,51,47.35,59.18,106.38,217.01,326.27,300.15,274.56,293.68
8,Operating Income,68.66,109.08,22.44,-7.79,15.29,90.41,95.65,22.62,-0.71,115.18
9,Interest Expense,-5.19,-4.4,-4.57,-4.63,-7.74,-27.34,-30.46,-28.47,-24.57,-22.87
10,Interest & Investment Income,7.44,7.7,7.22,21.78,8.97,9.77,19.81,11.07,5.96,4.05
11,Earnings From Equity Investments,-0.07,-1.68,-0.2,-0.12,-1.09,-6.35,-1.88,1.92,-4.28,-3.35
12,Currency Exchange Gain (Loss),-0.32,-0.22,0.39,1.58,-0.22,-0.32,-,0.64,-,0.34
13,Other Non Operating Income (Expenses),-,-1.59,0.45,-5.19,0.87,25.93,-50.12,4.77,-2.84,-42.08
14,EBT Excluding Unusual Items,70.51,108.88,25.73,5.64,16.09,92.09,33.01,12.55,-26.43,51.27
15,Gain (Loss) on Sale of Investments,2.59,0.18,-4.21,10.43,0.46,-305.75,49.67,26.97,65.6,13.47
16,Gain (Loss) on Sale of Assets,-,-19.94,-0.87,-1.34,-0.22,-154.63,-,-6.35,-,-0.1
17,Asset Writedown,-,-0.2,-,-,-,57.47,-75.7,-,-,-
18,Other Unusual Items,1.07,0.59,2.59,12.7,0.49,28.72,1.67,54.39,16.29,1.46
19,Pretax Income,74.17,89.52,23.24,27.43,16.82,-282.1,8.64,87.55,55.46,66.1
20,Income Tax Expense,19.75,19.8,3.09,-21.1,11.27,44.9,7.23,12.74,2.47,6.48
21,Earnings From Continuing Operations,54.42,69.73,20.15,48.53,5.55,-327,1.41,74.81,52.99,59.63
22,Net Income to Company,54.42,69.73,20.15,48.53,5.55,-327,1.41,74.81,52.99,59.63
23,Minority Interest in Earnings,0.11,0.6,0.77,2.53,-0.32,-3.87,4.43,0.36,1.52,0.17
24,Net Income,54.53,70.33,20.92,51.06,5.23,-330.87,5.84,75.17,54.51,59.79
25,Net Income to Common,54.53,70.33,20.92,51.06,5.23,-330.87,5.84,75.17,54.51,59.79
26,Net Income Growth,160.68%,37.75%,299.79%,-,-10.35%,-,-89.29%,25.72%,-28.05%,-
27,Shares Outstanding (Basic),752,753,753,752,753,752,754,788,793,790
28,Shares Outstanding (Diluted),755,753,753,752,753,752,770,806,818,806
29,Shares Change (YoY),0.26%,0.14%,-0.06%,-0.02%,-2.23%,-6.63%,-5.83%,-0.06%,5.04%,28.02%
30,EPS (Basic),0.07,0.09,0.03,0.07,0.01,-0.44,0.01,0.10,0.07,0.08
31,EPS (Diluted),0.07,0.09,0.03,0.07,0.01,-0.44,0.01,0.09,0.07,0.07
32,EPS Growth,160.12%,37.64%,299.81%,-,-10.18%,-,-88.45%,25.27%,-30.93%,-
33,Free Cash Flow,312.16,195.51,78.69,18.65,-94.68,-318.54,135.64,530.18,-138.66,374.66
34,Free Cash Flow Per Share,0.41,0.26,0.10,0.02,-0.13,-0.42,0.18,0.66,-0.17,0.46
35,Operating Margin,21.63%,36.30%,11.88%,-3.50%,5.70%,11.27%,8.72%,2.46%,-0.09%,11.94%
36,Profit Margin,17.18%,23.41%,11.08%,22.93%,1.95%,-41.24%,0.53%,8.18%,7.09%,6.20%
37,Free Cash Flow Margin,98.34%,65.07%,41.66%,8.37%,-35.27%,-39.70%,12.37%,57.72%,-18.02%,38.85%
38,EBITDA,80.61,118.25,34.6,-2.46,28.67,123.43,138.25,57.83,38.5,155.22
39,D&A For EBITDA,11.95,9.18,12.16,5.33,13.38,33.02,42.59,35.21,39.21,40.04
40,EBIT,68.66,109.08,22.44,-7.79,15.29,90.41,95.65,22.62,-0.71,115.18
