,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,94,94,118,140,152,240,376,452,472,488,-
1,Market Cap Growth,-33.14%,-33.14%,-22.37%,-41.67%,-59.57%,-46.90%,-20.34%,-7.38%,-,-,-
2,Enterprise Value,342,342,370,404,432,586,651,797,857,1156,-
3,Last Close Price,0.23,0.23,0.29,0.35,0.38,0.60,0.94,1.13,1.18,1.22,-
4,PE Ratio,-,-,-,-,-,-,11.69,-24.90,-,-,-
5,PS Ratio,0.10,0.10,0.12,0.14,0.16,0.22,0.31,0.40,0.53,0.44,-
6,PB Ratio,0.53,0.57,0.54,0.61,0.63,0.89,1.25,1.61,1.79,1.69,-
7,P/TBV Ratio,0.54,0.54,0.53,0.61,0.63,0.90,1.27,1.68,1.89,1.71,-
8,P/FCF Ratio,0.94,0.94,0.72,0.50,0.91,-,2.18,1.03,1.34,2.11,-
9,P/OCF Ratio,0.66,0.66,0.54,0.40,0.66,-,1.76,0.98,1.23,1.68,-
10,EV/Sales Ratio,0.35,0.35,0.37,0.42,0.45,0.53,0.53,0.70,0.97,1.04,-
11,EV/EBITDA Ratio,3.49,-,10.05,15.90,19.04,8.37,5.90,59.47,-,-,-
12,EV/EBIT Ratio,-,-,-,-161.14,-,-,10.28,-19.00,-,-,-
13,EV/FCF Ratio,3.42,3.42,2.27,1.44,2.57,-,3.77,1.81,2.44,4.99,-
14,Debt / Equity Ratio,2.19,2.19,1.78,1.76,1.67,1.81,1.85,1.92,2.50,2.22,3.14
15,Debt / FCF Ratio,3.58,3.58,2.39,1.44,2.40,-,3.22,1.23,1.87,2.77,3.42
16,Return on Capital Employed (ROCE),-,-,-,-0.64%,-,-,13.01%,-7.75%,-,-,11.87%
17,Earnings Yield,-65.28%,-65.56%,-14.28%,-11.61%,-21.80%,-2.73%,8.55%,-4.18%,-27.78%,-18.20%,-
18,FCF Yield,106.47%,106.93%,138.18%,200.34%,110.29%,-11.50%,45.95%,97.17%,74.48%,47.48%,-
19,Buyback Yield / Dilution,-,-,-,-,-,-0.00%,-2.13%,-33.33%,-30.56%,-,
20,Total Shareholder Return,-,-,-,-,-,-0.00%,-2.13%,-33.33%,-30.56%,-,
