,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jul '20 Jul 1, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,321460,178522,551439,241818,187919,430517,589685,411439,373395,341420,218391,321926,182224,146434,232726,295625,164093,108692,277519,287421,Upgrade
1,Revenue Growth (YoY),71.06%,-58.53%,-6.49%,-41.23%,-49.67%,26.10%,170.01%,27.81%,104.91%,133.16%,-6.16%,8.90%,11.05%,34.72%,-16.14%,2.85%,-49.91%,-30.23%,-8.18%,123.24%,Upgrade
2,Cost of Revenue,213258,98303,317521,143144,127441,295526,358972,299001,262084,238442,151075,253716,141765,97159,152034,234469,127631,86347,210554,248910,Upgrade
3,Gross Profit,108201,80219,233918,98674,60478,134991,230714,112438,111310,102978,67316,68210,40459,49275,80692,61156,36463,22345,66965,38511,Upgrade
4,"Selling, General & Admin",10612,2458,1024,7202,1824,14636,8702,10101,1654,13693,2393,8339,3331,8371,2632,8180,3580,3044,3362,8952,Upgrade
5,Operating Expenses,10612,2458,1024,7202,1824,14636,8702,10101,1654,13693,2393,8339,3331,8371,2632,8180,3580,3044,3362,8952,Upgrade
6,Operating Income,97590,77761,232893,91472,58654,120355,222011,102337,109656,89285,64923,59870,37127,40903,78060,52976,32882,19300,63604,29559,Upgrade
7,Interest Expense,-250.07,-274.96,-,-507.95,-744.42,-2158,-2323,-4879,-5284,-9266,-7237,-7336,-8992,-7824,-6390,-10431,-7580,-9016,-10186,-10792,Upgrade
8,Interest & Investment Income,6950,6207,7726,11305,11993,1118,4641,10592,-,958.93,4035,5338,4723,368.04,4371,4481,919.2,4296,4655,6701,Upgrade
9,Other Non Operating Income (Expenses),483.33,-0.53,245.69,-0.1,-70.28,-16.77,-494.43,1150,3672,259.04,-583.74,-439.03,1602,7.5,-407.1,-371.5,312.3,3.55,212.68,470.23,Upgrade
10,EBT Excluding Unusual Items,104773,83692,240865,102269,69832,119299,223835,109199,108044,81236,61138,57434,34460,33455,75634,46654,26534,14584,58285,25938,Upgrade
11,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,1006,-,-,-,1153,-,-,-,402.1,-,-,-,-332.16,-,Upgrade
12,Pretax Income,104773,83692,240865,102269,69832,119299,224842,109199,108044,81236,62291,57434,34460,33455,76037,46654,26534,14584,57953,25938,Upgrade
13,Income Tax Expense,-,-,5907,-,-,-,206.49,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Net Income,104773,83692,234959,102269,69832,119299,224635,109199,108044,81236,62291,57434,34460,33455,76037,46654,26534,14584,57953,25938,Upgrade
15,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,2500,-,-,-,4500,-,-,-,4700,-,Upgrade
16,Net Income to Common,104773,83692,234959,102269,69832,119299,224635,109199,108044,81236,59791,57434,34460,33455,71537,46654,26534,14584,53253,25938,Upgrade
17,Net Income Growth,50.04%,-29.85%,4.60%,-6.35%,-35.37%,46.85%,260.62%,90.13%,213.54%,142.83%,-18.08%,23.11%,29.87%,129.39%,31.20%,79.87%,21.37%,7.54%,167.45%,394.71%,Upgrade
18,Shares Outstanding (Basic),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Upgrade
19,Shares Outstanding (Diluted),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Upgrade
20,Shares Change (YoY),-,-,0.00%,-,-,-,-0.00%,-,-,-,-,-,0.01%,-,-,-,-0.01%,-,-,-,Upgrade
21,EPS (Basic),10699.91,8547.02,23995.00,10444.20,7131.59,12183.41,22941.00,11151.97,11033.98,8296.26,6106.15,5865.40,3519.21,3416.53,7305.65,4764.55,2710.00,1489.43,5438.48,2648.95,Upgrade
22,EPS (Diluted),10699.91,8547.02,23995.00,10444.20,7131.59,12183.41,22941.00,11151.97,11033.98,8296.26,6106.15,5865.40,3519.21,3416.53,7305.65,4764.55,2710.00,1489.43,5438.48,2648.95,Upgrade
23,EPS Growth,50.04%,-29.85%,4.59%,-6.35%,-35.37%,46.85%,275.70%,90.13%,213.54%,142.83%,-16.42%,23.11%,29.86%,129.39%,34.33%,79.87%,21.38%,7.54%,188.34%,394.71%,Upgrade
24,Free Cash Flow,63961,310419,-164093,-34824,-88263,311964,1899,218313,210305,321499,-467556,69274,168634,162900,-118401,-90871,187627,111630,-138816,84945,Upgrade
25,Free Cash Flow Per Share,6531.97,31701.47,-16757.93,-3556.36,-9013.82,31859.22,193.90,22295.14,21477.31,32832.98,-47749.03,7074.61,17221.67,16636.13,-12091.68,-9280.18,19162.93,11400.23,-14176.52,8675.02,Upgrade
26,Dividend Per Share,-,-,20000.000,-,-,-,15000.000,-,-,-,10000.000,-,-,-,8000.000,-,-,-,7000.000,-,Upgrade
27,Dividend Growth,-,-,33.33%,-,-,-,50.00%,-,-,-,25.00%,-,-,-,14.29%,-,-,-,40.00%,-,Upgrade
28,Gross Margin,33.66%,44.94%,42.42%,40.81%,32.18%,31.36%,39.12%,27.33%,29.81%,30.16%,30.82%,21.19%,22.20%,33.65%,34.67%,20.69%,22.22%,20.56%,24.13%,13.40%,Upgrade
29,Operating Margin,30.36%,43.56%,42.23%,37.83%,31.21%,27.96%,37.65%,24.87%,29.37%,26.15%,29.73%,18.60%,20.37%,27.93%,33.54%,17.92%,20.04%,17.76%,22.92%,10.28%,Upgrade
30,Profit Margin,32.59%,46.88%,42.61%,42.29%,37.16%,27.71%,38.09%,26.54%,28.94%,23.79%,27.38%,17.84%,18.91%,22.85%,30.74%,15.78%,16.17%,13.42%,19.19%,9.02%,Upgrade
31,Free Cash Flow Margin,19.90%,173.88%,-29.76%,-14.40%,-46.97%,72.46%,0.32%,53.06%,56.32%,94.17%,-214.09%,21.52%,92.54%,111.24%,-50.88%,-30.74%,114.34%,102.70%,-50.02%,29.55%,Upgrade
32,EBITDA,111931,92188,247251,105369,72512,134009,233528,118572,123318,102774,78120,73143,50488,54275,91480,96661,45441,31859,65868,53061,Upgrade
33,EBITDA Margin,34.82%,51.64%,44.84%,43.57%,38.59%,31.13%,39.60%,28.82%,33.03%,30.10%,35.77%,22.72%,27.71%,37.06%,39.31%,32.70%,27.69%,29.31%,23.73%,18.46%,Upgrade
34,D&A For EBITDA,14342,14428,14357,13897,13858,13653,11517,16235,13662,13489,13196,13273,13361,13372,13419,43685,12559,12559,2264,23501,Upgrade
35,EBIT,97590,77761,232893,91472,58654,120355,222011,102337,109656,89285,64923,59870,37127,40903,78060,52976,32882,19300,63604,29559,Upgrade
36,EBIT Margin,30.36%,43.56%,42.23%,37.83%,31.21%,27.96%,37.65%,24.87%,29.37%,26.15%,29.73%,18.60%,20.37%,27.93%,33.54%,17.92%,20.04%,17.76%,22.92%,10.28%,Upgrade
37,Effective Tax Rate,-,-,2.45%,-,-,-,0.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
