,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jul '20 Jul 1, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,105431,170342,18532,64347,168944,284609,134227,16357,6701,47118,6692,13098,5851,45472,4489,14026,3970,17552,4674,54078,Upgrade
1,Short-Term Investments,1100,-,407.16,-,54170,178300,27300,-,3500,-,-,-,-,-,-,-,2300,-,-,-,Upgrade
2,Cash & Short-Term Investments,106531,170342,18939,64347,223114,462909,161527,16357,10201,47118,6692,13098,5851,45472,4489,14026,6270,17552,4674,54078,Upgrade
3,Cash Growth,-52.25%,-63.20%,-88.27%,293.40%,2087.29%,882.45%,2313.77%,24.88%,74.33%,3.62%,49.07%,-6.62%,-6.68%,159.07%,-3.97%,-74.06%,-38.14%,162.29%,26.77%,2174.69%,Upgrade
4,Accounts Receivable,531582,335579,537619,260847,291376,180730,149889,164578,134446,121840,112858,73656,73115,129735,174806,176593,123887,123955,161301,131390,Upgrade
5,Other Receivables,152874,135940,121627,70041,132017,124631,119697,73624,153307,146156,142290,98123,131620,130548,123771,63599,76368,82523,70253,28102,Upgrade
6,Receivables,684456,471519,659247,330888,423393,305361,269586,238202,287752,267996,255147,171778,204734,260283,298577,240192,200254,206478,231555,159492,Upgrade
7,Inventory,297852,334378,430581,529554,174230,76335,325097,415528,173154,235014,468475,455927,230955,153369,247275,314764,91656,113536,198523,300385,Upgrade
8,Prepaid Expenses,14789,26016,-,-,-,3448,-,-,23636,19485,-,1434,18918,15556,-,-,28770,20936,-,-,Upgrade
9,Other Current Assets,50461,49386,18246,77463,44189,46192,25023,69347,48842,63586,49032,38614,32213,18128,15050,29729,24391,15383,24426,45546,Upgrade
10,Total Current Assets,1154088,1051640,1127012,1002251,864926,894245,781233,739434,543585,633198,779346,680851,492671,492808,565391,598711,351341,373886,459178,559501,Upgrade
11,"Property, Plant & Equipment",529591,541994,555881,557602,559865,536335,547918,557276,573297,580052,587408,596189,606573,608295,613373,628360,638732,643789,653885,636313,Upgrade
12,Long-Term Investments,11600,11600,11600,11600,11600,11600,11600,11600,11600,11800,11600,11600,11600,11600,11600,11600,11600,11563,9600,9600,Upgrade
13,Other Intangible Assets,1181,1184,1188,1191,1195,1198,1202,1206,1209,1213,1216,1220,1223,1223,1223,1223,1223,1104,1127,1151,Upgrade
14,Other Long-Term Assets,2952,-,-,-,-,-,-,3825,6360,2518,-,-,1033,1301,1301,1301,5595,4346,3919,2219,Upgrade
15,Total Assets,1699411,1606418,1695681,1572644,1437586,1443379,1341954,1313341,1136051,1228781,1379570,1289859,1113099,1115227,1192888,1241196,1008492,1034687,1127709,1208783,Upgrade
16,Accounts Payable,100745,7520,43129,185673,109065,11155,48607,89457,142758,12282,36426,155494,140308,12445,65777,160782,96975,12156,55890,136095,Upgrade
17,Accrued Expenses,36818,32598,29053,39136,30153,98567,52330,42399,16347,41191,19165,45900,26661,46377,44031,23507,8195,11671,23152,45637,Upgrade
18,Short-Term Debt,-,20922,57209,-,55000,-,-,130289,50350,288946,459882,273022,214034,268558,273425,273774,113194,241815,242713,279316,Upgrade
19,Current Portion of Long-Term Debt,-,-,4500,9000,22700,36400,45600,52300,29900,40100,52300,66000,-,-,48800,54482,24400,-,54482,22150,Upgrade
20,Current Income Taxes Payable,-,-,5907,-,-,-,206.49,-,-,-,-,-,-,-,-,-,-,11276,-,-,Upgrade
21,Current Unearned Revenue,581.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
