,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,9200,10765,11773,14318,13165,13452,12173,13821,9224,11213,Upgrade
1,Short-Term Investments,-,49.23,-,62.16,-,50.7,2501,80.22,32,55.24,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,189.85,384.54,Upgrade
3,Cash & Short-Term Investments,9200,10815,11773,14380,13165,13503,14674,13902,9446,11653,Upgrade
4,Cash Growth,-21.86%,-24.79%,-10.57%,6.49%,-10.28%,-2.87%,55.34%,19.30%,-29.31%,-8.19%,Upgrade
5,Accounts Receivable,748.89,715.86,695.1,437.27,389.3,425.1,596.74,1005,1369,2216,Upgrade
6,Other Receivables,1.29,284.7,0.41,188.53,0.2,218.27,0.11,269.86,0.01,209.64,Upgrade
7,Receivables,750.18,1001,695.5,625.8,389.5,643.37,596.85,1275,1369,2426,Upgrade
8,Inventory,244.26,229.87,209.01,206.29,221.96,230.82,284.79,289.09,319,343.77,Upgrade
9,Prepaid Expenses,906.58,605.17,1069,749.37,823.66,663.65,903.04,387.4,899.24,435.78,Upgrade
10,Restricted Cash,80.94,79.25,259.29,1254,3.2,3.17,3.08,2.06,191.53,292.18,Upgrade
11,Other Current Assets,-,-,60.4,88.44,204.1,169.51,382.19,-,-,-,Upgrade
12,Total Current Assets,11182,12730,14066,17304,14807,15214,16844,15855,12224,15150,Upgrade
13,"Property, Plant & Equipment",48498,50068,52542,52929,54039,54058,52988,52471,52481,53453,Upgrade
14,Long-Term Investments,71.38,180.42,188.79,211.61,242.33,231.27,199.99,130.93,64.98,4498,Upgrade
15,Goodwill,5299,5299,5299,5299,5299,5299,5299,5299,5333,5407,Upgrade
16,Other Intangible Assets,19225,19357,19721,17319,17390,17914,18488,19057,19384,19939,Upgrade
17,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,30.2,Upgrade
18,Long-Term Deferred Tax Assets,-,-,6.22,4.99,18.06,31.42,51.18,49.43,48.71,27.71,Upgrade
19,Other Long-Term Assets,2220,1776,2123,4024,3192,1446,1899,2672,2100,1855,Upgrade
20,Total Assets,86496,89411,93946,97092,94988,94193,95770,95535,91636,100362,Upgrade
21,Accounts Payable,175.99,91.81,86.94,52.56,46.28,46.78,75.13,73.58,71.78,171.98,Upgrade
22,Accrued Expenses,4724,4795,4138,2993,2538,3079,3079,3111,2448,4753,Upgrade
23,Current Portion of Long-Term Debt,7811,1,1,420.79,8225,4713,1375,4278,5057,420.97,Upgrade
24,Current Portion of Leases,405.66,430.48,427.32,373.59,458.99,509.98,469.74,831.17,636.31,574.74,Upgrade
25,Current Income Taxes Payable,233.86,220.74,74.38,91.56,95.53,105.12,110.3,123.6,73.06,80.43,Upgrade
26,Current Unearned Revenue,2452,2609,2741,2467,2679,2978,3226,3750,4696,5680,Upgrade
27,Other Current Liabilities,514.68,578.65,841.4,877.84,1012,1300,1065,888.48,735.88,765.79,Upgrade
28,Total Current Liabilities,16317,8726,8310,7277,15055,12732,9400,13055,13718,12447,Upgrade
29,Long-Term Debt,53756,63556,66886,71790,56025,53164,53098,46357,38670,40908,Upgrade
30,Long-Term Leases,1792,1886,1990,1986,2927,3201,3422,2684,2665,2730,Upgrade
31,Long-Term Unearned Revenue,2112,-,-,-,-,-,-,-,-,-,Upgrade
32,Long-Term Deferred Tax Liabilities,2351,2342,2386,2385,2388,2389,2423,2404,2365,2435,Upgrade
33,Other Long-Term Liabilities,280.59,2485,2237,228.53,224.86,200.71,240.28,219.52,140.98,111.83,Upgrade
34,Total Liabilities,76650,79038,81841,83706,76648,71725,68634,64757,57614,58694,Upgrade
35,Common Stock,5702,5702,5702,5702,5702,5696,5696,5692,5673,5670,Upgrade
36,Retained Earnings,-,-,1027,-,4422,6785,8945,10583,13251,16976,Upgrade
37,Comprehensive Income & Other,-5401,-5037,-5224,-3911,-5859,-5618,-5505,-5510,-5739,-5695,Upgrade
38,Total Common Equity,300.87,665,1505,1791,4265,6863,9136,10764,13184,16950,Upgrade
39,Minority Interest,9545,9708,10601,11595,14075,15605,18000,20013,20838,24717,Upgrade
40,Shareholders' Equity,9845,10373,12106,13386,18340,22468,27136,30777,34022,41668,Upgrade
41,Total Liabilities & Equity,86496,89411,93946,97092,94988,94193,95770,95535,91636,100362,Upgrade
42,Total Debt,63765,65874,69304,74571,67636,61588,58365,54150,47029,44633,Upgrade
43,Net Cash (Debt),-54565,-55059,-57531,-60191,-54471,-48085,-43691,-40248,-37583,-28482,Upgrade
44,Net Cash Per Share,-36.32,-36.38,-38.21,-39.95,-36.21,-31.86,-28.84,-26.58,-24.89,-18.72,Upgrade
45,Filing Date Shares Outstanding,1517,1513,1506,1505,1504,1504,1515,1515,1510,1510,Upgrade
46,Total Common Shares Outstanding,1517,1513,1506,1505,1504,1504,1515,1515,1510,1510,Upgrade
47,Working Capital,-5136,4003,5756,10027,-247.76,2482,7443,2800,-1493,2703,Upgrade
