,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,6325,7936,8224,10945,12719,8720,14408,21604,22786,22649,33144,Upgrade
1,Market Cap Growth,-27.49%,-27.49%,-35.34%,25.51%,-11.73%,-59.64%,-36.77%,-4.61%,-31.25%,-13.57%,37.65%,Upgrade
2,Enterprise Value,70434,72704,76355,82709,81265,72410,76100,81734,81207,75848,92209,Upgrade
3,Last Close Price,4.17,5.25,5.47,7.28,8.46,5.80,9.51,14.26,15.08,15.00,21.86,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,48.05,Upgrade
5,Forward PE,-,26.12,-,-,-,-,-,-,-,-,15.37,Upgrade
6,PS Ratio,0.18,0.23,0.28,0.62,1.20,0.66,0.92,1.52,1.70,0.75,0.74,Upgrade
7,PB Ratio,21.02,0.81,0.79,0.90,0.95,0.48,0.64,0.80,0.74,0.67,0.80,Upgrade
8,P/FCF Ratio,0.87,1.09,1.23,-8.29,-,-,-,-,-,-,6.41,Upgrade
9,P/OCF Ratio,0.88,0.88,0.97,8.60,-,24.29,26.61,-18.42,-,-,3.82,Upgrade
10,PEG Ratio,-,-,-,-,-,-,-,-,-,0.36,0.40,Upgrade
11,EV/Sales Ratio,2.06,2.12,2.59,4.71,7.69,5.47,4.87,5.77,6.05,2.50,2.05,Upgrade
12,EV/EBITDA Ratio,8.85,9.56,12.73,64.49,-,-,-,-,-,-,8.84,Upgrade
13,EV/EBIT Ratio,23.34,24.07,49.12,-28.99,-,-,-,-,-,-,18.65,Upgrade
14,EV/FCF Ratio,9.70,10.01,11.41,-62.61,-,-,-,-,-,-,17.85,Upgrade
15,Debt / Equity Ratio,6.48,6.48,6.35,5.72,5.57,3.69,2.74,2.15,1.76,1.38,1.07,Upgrade
16,Debt / FCF Ratio,8.78,8.78,9.84,-52.46,-,-,-,-,-,-,8.64,Upgrade
17,Return on Capital Employed (ROCE),4.30%,4.30%,1.93%,-3.33%,-,-,-,-,-,-,5.62%,Upgrade
18,Earnings Yield,-19.98%,-15.93%,-21.21%,-31.72%,-40.20%,-52.02%,-26.44%,-20.01%,-27.82%,-15.18%,2.08%,Upgrade
19,FCF Yield,114.84%,91.52%,81.39%,-12.07%,-49.22%,-56.57%,-31.01%,-24.83%,-37.83%,-8.74%,15.59%,Upgrade
20,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,0.42%,Upgrade
21,Buyback Yield / Dilution,-0.11%,0.23%,-0.46%,-0.08%,0.16%,0.68%,0.33%,-0.30%,0.48%,0.60%,1.02%,Upgrade
22,Total Shareholder Return,-0.11%,0.23%,-0.46%,-0.08%,0.16%,0.68%,0.33%,-0.30%,0.48%,0.60%,1.44%,Upgrade
