,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2017,Q1 2017,Q2 2016,Q1 2016
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016"
0,Operating Revenue,365.78,383.39,345.94,366.14,319.3,276.48,210.94,252.91,225.61,198.8,198.8,142.38,142.38,103.99,103.99,92.07,92.07,61.35,61.35
1,Other Revenue,-5.42,5.42,-,6.2,-3.78,3.78,-,2.42,-1.29,0.65,0.65,4.24,4.24,1.59,1.59,-,-,-,-
2,Revenue,360.36,388.81,345.94,372.33,315.52,280.26,210.94,255.33,224.32,199.45,199.45,146.62,146.62,105.57,105.57,92.07,92.07,61.35,61.35
3,Revenue Growth (YoY),14.21%,38.74%,64.00%,45.82%,40.66%,40.52%,5.76%,74.15%,52.99%,88.92%,88.92%,59.25%,59.25%,72.08%,72.08%,-,-,-,-
4,Cost of Revenue,293.59,303.67,273.37,294.48,250.95,204.99,148.25,189.9,160.19,140.44,140.44,101.73,101.73,70.7,70.7,75.68,75.68,49.99,49.99
5,Gross Profit,66.77,85.15,72.57,77.85,64.57,75.27,62.69,65.44,64.13,59,59,44.89,44.89,34.87,34.87,16.39,16.39,11.36,11.36
6,"Selling, General & Admin",18.21,18.49,16.55,10.97,18.18,17.98,13.11,10.87,11.02,11.18,11.18,9.77,9.77,8.59,8.59,10.33,10.33,5.85,5.85
7,Research & Development,12.5,14.77,12.76,20.55,14.99,12.8,9.6,9.23,9.35,9.49,9.49,7.23,7.23,5.56,5.56,-,-,-,-
8,Other Operating Expenses,0.86,0.59,0.45,4.51,-1.08,-3.31,-1.09,2.38,-0.59,-2.15,-2.15,-0.19,-0.19,0.2,0.2,0.07,0.07,0.09,0.09
9,Operating Expenses,42.26,39.87,35.37,20.27,38.9,35.1,26.72,17.3,29.11,25.68,25.68,18.05,18.05,13.88,13.88,10.4,10.4,5.94,5.94
10,Operating Income,24.51,45.27,37.2,57.58,25.67,40.16,35.97,48.14,35.03,33.33,33.33,26.84,26.84,20.99,20.99,5.98,5.98,5.42,5.42
11,Interest Expense,-6.43,-2.63,-2.38,-1.76,-2.41,-3.76,-2.93,-3.54,-3.21,-2.76,-2.76,-1.25,-1.25,-1.21,-1.21,-,-,-,-
12,Interest & Investment Income,0.64,1.35,1.68,1.97,3.14,0.65,0.03,0.01,0.02,0.02,0.02,0.04,0.04,0.05,0.05,-,-,-,-
13,Earnings From Equity Investments,-,-,-,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Currency Exchange Gain (Loss),-0.46,0.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,Other Non Operating Income (Expenses),0.94,-0.75,-0.34,-2.73,0.55,-0.3,0.26,-0.71,0.45,-0.48,-0.48,-0.2,-0.2,-0.14,-0.14,1,1,1.14,1.14
16,EBT Excluding Unusual Items,19.2,43.71,36.16,55.4,26.95,36.76,33.34,43.9,32.28,30.11,30.11,25.42,25.42,19.69,19.69,6.99,6.99,6.55,6.55
17,Gain (Loss) on Sale of Investments,-,0.06,-0.06,-0.1,-0.12,-0.22,-,-,-,-,-,-,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,-0.04,-0.04,0.18,0.03,-,-,-,0.18,-,0,0,-0.01,-0.01,-,-,-,-,-,-
19,Asset Writedown,-0.54,-0.04,-,0.51,-0.51,-0,-,0.4,-0.41,-0,-0,-0,-0,-0.09,-0.09,-0.73,-0.73,-0.55,-0.55
20,Other Unusual Items,0.64,0.3,-0.02,8.6,-0.04,0.01,-,7.09,0.03,-0.01,-0.01,1.55,1.55,0.5,0.5,-,-,-,-
21,Pretax Income,19.25,44,36.26,64.44,26.28,36.55,33.34,51.58,31.9,30.09,30.09,26.96,26.96,20.09,20.09,6.26,6.26,6.01,6.01
22,Income Tax Expense,0.4,4.14,3.93,11.04,-0.11,3.62,3.44,5.85,3.75,4.5,4.5,2.32,2.32,2.34,2.34,0.54,0.54,0.73,0.73
23,Earnings From Continuing Operations,18.85,39.86,32.33,53.39,26.39,32.94,29.9,45.73,28.16,25.59,25.59,24.64,24.64,17.75,17.75,5.71,5.71,5.28,5.28
24,Minority Interest in Earnings,0.81,-0.36,0.18,-1.24,0.78,0.43,-0.51,0.57,0.51,0.08,0.08,0.15,0.15,0.39,0.39,-,-,-,-
25,Net Income,19.66,39.5,32.51,52.16,27.17,33.36,29.39,46.3,28.67,25.67,25.67,24.79,24.79,18.14,18.14,5.71,5.71,5.28,5.28
26,Net Income to Common,19.66,39.5,32.51,52.16,27.17,33.36,29.39,46.3,28.67,25.67,25.67,24.79,24.79,18.14,18.14,5.71,5.71,5.28,5.28
27,Net Income Growth,-27.66%,18.39%,10.61%,12.65%,-5.22%,29.97%,14.50%,86.76%,15.64%,41.50%,41.50%,333.93%,333.93%,243.53%,243.53%,-,-,-,-
28,Shares Outstanding (Basic),218,216,220,220,117,283,165,168,162,167,167,166,166,163,163,67,67,31,31
29,Shares Outstanding (Diluted),218,216,220,220,117,283,165,168,162,167,167,166,166,163,163,67,67,31,31
30,Shares Change (YoY),85.91%,-23.66%,33.33%,30.99%,-27.33%,69.58%,-0.92%,1.51%,-2.45%,2.59%,2.59%,146.47%,146.47%,423.53%,423.53%,-,-,-,-
31,EPS (Basic),0.09,0.18,0.15,0.24,0.23,0.12,0.18,0.28,0.18,0.15,0.15,0.15,0.15,0.11,0.11,0.09,0.09,0.17,0.17
32,EPS (Diluted),0.09,0.18,0.15,0.24,0.23,0.12,0.18,0.28,0.18,0.15,0.15,0.15,0.15,0.11,0.11,0.09,0.09,0.17,0.17
33,EPS Growth,-61.09%,55.08%,-17.04%,-14.00%,30.42%,-23.36%,15.57%,83.98%,18.54%,37.92%,37.92%,76.06%,76.06%,-34.38%,-34.38%,-,-,-,-
34,Free Cash Flow,-694.67,-142.33,-149.75,26.66,-152,-111.47,-79.27,2.5,-42.18,-45.54,-45.54,-5.09,-5.09,11.61,11.61,-12.3,-12.3,-9.43,-9.43
35,Free Cash Flow Per Share,-3.18,-0.66,-0.68,0.12,-1.29,-0.39,-0.48,0.01,-0.26,-0.27,-0.27,-0.03,-0.03,0.07,0.07,-0.18,-0.18,-0.30,-0.30
36,Dividend Per Share,-,-,-,0.123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,18.53%,21.90%,20.98%,20.91%,20.46%,26.86%,29.72%,25.63%,28.59%,29.58%,29.58%,30.62%,30.62%,33.03%,33.03%,17.80%,17.80%,18.51%,18.51%
38,Operating Margin,6.80%,11.64%,10.75%,15.47%,8.14%,14.33%,17.05%,18.85%,15.61%,16.71%,16.71%,18.30%,18.30%,19.88%,19.88%,6.50%,6.50%,8.83%,8.83%
39,Profit Margin,5.45%,10.16%,9.40%,14.01%,8.61%,11.90%,13.93%,18.13%,12.78%,12.87%,12.87%,16.91%,16.91%,17.18%,17.18%,6.21%,6.21%,8.61%,8.61%
40,Free Cash Flow Margin,-192.77%,-36.61%,-43.29%,7.16%,-48.17%,-39.77%,-37.58%,0.98%,-18.80%,-22.83%,-22.83%,-3.47%,-3.47%,11.00%,11.00%,-13.36%,-13.36%,-15.36%,-15.36%
41,EBITDA,26.2,47.6,38.9,59.27,27.11,41.72,37.41,49.58,36.44,34.74,34.74,27.04,27.04,21.2,21.2,7.22,7.22,6.16,6.16
42,EBITDA Margin,7.27%,12.24%,11.24%,15.92%,8.59%,14.89%,17.74%,19.42%,16.25%,17.42%,17.42%,18.44%,18.44%,20.08%,20.08%,7.84%,7.84%,10.04%,10.04%
43,D&A For EBITDA,1.69,2.33,1.69,1.69,1.44,1.55,1.44,1.44,1.42,1.42,1.42,0.2,0.2,0.21,0.21,1.23,1.23,0.74,0.74
44,EBIT,24.51,45.27,37.2,57.58,25.67,40.16,35.97,48.14,35.03,33.33,33.33,26.84,26.84,20.99,20.99,5.98,5.98,5.42,5.42
45,EBIT Margin,6.80%,11.64%,10.75%,15.47%,8.13%,14.33%,17.05%,18.85%,15.61%,16.71%,16.71%,18.30%,18.30%,19.88%,19.88%,6.50%,6.50%,8.83%,8.83%
46,Effective Tax Rate,2.07%,9.41%,10.83%,17.14%,-,9.89%,10.30%,11.34%,11.74%,14.95%,14.95%,8.60%,8.60%,11.67%,11.67%,8.68%,8.68%,12.08%,12.08%
47,Revenue as Reported,1095,-,345.94,372.33,806.72,-,210.94,255.33,224.32,199.45,199.45,-,-,-,-,92.07,92.07,61.35,61.35
