,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2017,Q1 2017,Q2 2016,Q1 2016
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016"
0,Cash & Equivalents,57.53,472.38,365.95,458.53,405.14,807.94,-,16.88,-,-,-,74.14,74.14,76.1,76.1,13.52,13.52,-,-
1,Trading Asset Securities,-,-,20.13,0.13,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,57.53,472.38,386.08,458.66,485.14,807.94,16.88,16.88,-,-,97.9,74.14,74.14,76.1,76.1,13.52,13.52,-,15.06
3,Cash Growth,-88.14%,-41.53%,2187.77%,2617.82%,-,-,-82.76%,-77.24%,-,-,28.64%,448.60%,448.60%,-,405.20%,-,-,-,-
4,Accounts Receivable,815.63,690.45,576.19,553.69,675.14,572.05,-,458.39,-,-,-,216.82,216.82,171.19,171.19,67.59,67.59,-,-
5,Other Receivables,15.4,14.86,15.85,12.29,9.07,8.81,-,4.64,-,-,-,4.24,4.24,4.89,4.89,10.24,10.24,-,-
6,Receivables,831.03,705.31,592.05,565.98,684.21,580.86,-,463.02,-,-,-,221.06,221.06,176.07,176.07,77.83,77.83,-,-
7,Inventory,34.49,31.6,31.26,25.83,23.78,17.99,-,16.08,-,-,-,13.97,13.97,11.25,11.25,2.99,2.99,-,-
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.25,45.25,-,-
9,Other Current Assets,981.6,789.67,882.49,731.91,588,563.63,-,468.37,-,-,-,136.88,136.88,124.19,124.19,1.03,1.03,-,-
10,Total Current Assets,1905,1999,1892,1782,1781,1970,-,964.35,-,-,-,446.05,446.05,387.62,387.62,140.61,140.61,-,-
11,"Property, Plant & Equipment",207.72,207.8,196.99,198.2,193.72,134.83,-,138.12,-,-,-,1.21,1.21,1.61,1.61,5.28,5.28,-,-
12,Long-Term Investments,23.67,23.67,23.8,23.95,9.67,9.79,-,4.81,-,-,-,9.02,9.02,8.55,8.55,9.9,9.9,-,-
