,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,484,498,870,926,1066,1017,1487,1887,1641,1249,1430,Upgrade
1,Market Cap Growth,-46.21%,-46.21%,-18.42%,-8.97%,-28.30%,-46.10%,-9.40%,51.12%,14.80%,-14.34%,-7.62%,Upgrade
2,Enterprise Value,465,464,808,845,937,876,1314,1713,1463,1064,1192,Upgrade
3,Last Close Price,0.69,0.71,1.24,1.32,1.52,1.45,2.12,2.64,2.26,1.68,1.90,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,20.57,17.41,10.94,11.72,Upgrade
5,PS Ratio,3.29,3.38,5.60,4.95,5.48,3.93,3.68,4.86,4.40,2.71,3.09,Upgrade
6,PB Ratio,1.62,1.71,2.76,2.71,2.95,2.40,3.30,3.96,3.59,3.11,3.73,Upgrade
7,P/TBV Ratio,1.67,1.67,2.70,2.66,2.90,2.37,3.25,3.92,3.58,3.13,3.79,Upgrade
8,P/FCF Ratio,82.32,-,-374.90,-,-,20.52,39.66,-87.37,-,45.31,87.83,Upgrade
9,P/OCF Ratio,47.51,-,158.34,-,19.42,19.91,38.29,-166.18,-,64.92,-,Upgrade
10,EV/Sales Ratio,3.16,3.15,5.20,4.52,4.81,3.38,3.25,4.41,3.92,2.31,2.58,Upgrade
11,EV/EBITDA Ratio,-,-,-,-62.85,-,-,19.39,15.23,12.00,7.46,8.18,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,23.05,17.17,13.52,8.27,8.98,Upgrade
13,EV/FCF Ratio,79.05,-,-348.28,-,-,17.68,35.05,-79.31,-,38.62,73.20,Upgrade
14,Debt / Equity Ratio,0.07,0.07,0.08,0.06,0.07,0.06,0.01,0.00,0.00,0.01,0.01,Upgrade
15,Debt / FCF Ratio,3.56,-,-11.10,-,-,0.54,0.11,-0.05,-,0.17,0.29,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,12.32%,20.40%,23.08%,31.03%,33.56%,Upgrade
17,Earnings Yield,-11.18%,-10.86%,-4.74%,-5.81%,-4.98%,-1.26%,2.49%,4.86%,5.74%,9.14%,8.54%,Upgrade
18,FCF Yield,1.21%,1.18%,-0.27%,-1.69%,2.39%,4.87%,2.52%,-1.14%,-1.05%,2.21%,1.14%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,-,3.03%,3.54%,5.65%,4.46%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,0.00%,0.12%,1.12%,1.21%,0.65%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,0.00%,3.16%,4.65%,6.86%,5.11%,Upgrade,
