,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4456,4467,3661,6626,6545,5421,7135,9393,8677,10103,12701,10472,14212,10734,9311,6730,5155,5058,4582,4962,3925,Upgrade
1,Market Cap Growth,-17.59%,-17.59%,-48.68%,-29.46%,-24.57%,-46.34%,-43.83%,-10.30%,-38.94%,-5.89%,36.40%,55.59%,175.69%,112.21%,103.24%,35.63%,31.33%,20.62%,12.09%,57.65%,54.83%,Upgrade
2,Enterprise Value,4984,4812,3847,6939,6858,5673,7421,9488,8772,10072,12634,10195,13935,10263,8882,6525,4950,4877,4447,4758,3721,Upgrade
3,Last Close Price,7.74,7.76,6.36,11.44,11.30,9.36,12.26,15.87,14.66,17.07,21.46,17.61,23.88,18.04,15.64,11.24,8.84,8.67,7.85,10.37,8.20,Upgrade
4,PE Ratio,-,-1552.89,127.27,-,-,-36.51,-,-,21.34,18.59,19.15,16.08,26.71,23.89,22.90,19.54,22.89,25.82,30.83,31.66,21.93,Upgrade
5,Forward PE,51.60,11.93,11.93,14.53,15.59,7.26,8.28,11.79,11.81,13.04,17.60,10.90,10.90,10.90,10.90,10.90,10.90,10.90,11.09,19.48,20.13,Upgrade
6,PS Ratio,0.79,0.80,0.61,1.05,0.95,0.74,0.97,1.19,1.02,1.20,1.53,1.35,2.10,1.79,1.74,1.50,1.53,1.85,2.06,2.52,1.82,Upgrade
7,PB Ratio,1.19,1.17,0.96,1.74,1.74,1.43,1.89,2.34,2.12,2.53,3.19,2.71,3.95,3.07,2.80,2.08,1.71,1.72,1.61,1.97,1.97,Upgrade
8,P/TBV Ratio,1.85,1.85,1.52,2.77,2.70,2.19,2.92,3.52,3.17,3.85,4.87,4.21,6.39,5.04,4.70,3.48,2.99,3.05,2.79,3.80,3.08,Upgrade
9,P/FCF Ratio,-,-,-,20.47,18.43,-54.98,-21.46,-20.37,-,-,-,-,-,-,17.06,21.92,25.03,50.49,-423.34,-,-56.41,Upgrade
10,P/OCF Ratio,30.76,-,-,12.81,11.99,32.06,-53.71,-40.21,-,-,-72.30,54.07,-,-,14.92,19.19,21.23,34.14,34.02,-,46.14,Upgrade
11,EV/Sales Ratio,0.90,0.87,0.64,1.10,1.00,0.78,1.01,1.20,1.04,1.20,1.53,1.32,2.06,1.71,1.66,1.46,1.47,1.78,2.00,2.42,1.72,Upgrade
12,EV/EBITDA Ratio,-,-264.00,-136.80,-,-,-48.98,-,40.52,-,15.67,17.00,13.76,22.45,19.45,18.48,16.22,18.77,19.13,22.37,22.99,15.85,Upgrade
13,EV/EBIT Ratio,-,-37.12,-28.29,-,-,-26.30,-,67.13,-,18.15,19.19,15.48,25.71,22.70,21.59,19.33,24.15,24.10,30.20,29.84,19.76,Upgrade
14,EV/FCF Ratio,-47.83,-,-,21.43,19.31,-57.54,-22.33,-20.58,-,-,-,-,-,-,16.27,21.25,24.04,48.68,-410.87,-,-53.48,Upgrade
15,Debt / Equity Ratio,0.29,0.29,0.27,0.29,0.31,0.31,0.34,0.32,0.32,0.18,0.14,0.07,0.06,0.04,0.05,0.05,0.06,0.06,0.05,0.06,0.01,Upgrade
16,Debt / EBITDA Ratio,-,2.56,3.90,-,-,2.95,-,3.49,-,2.71,0.81,0.24,0.40,0.21,0.25,0.26,1.30,0.38,0.43,1.26,0.16,Upgrade
17,Debt / FCF Ratio,-,-,-,3.37,3.25,-12.00,-3.82,-2.82,-,-,-,-,-,-,0.29,0.57,0.82,1.82,-13.38,-,-0.22,Upgrade
18,Asset Turnover,0.87,0.98,0.80,1.00,1.21,1.10,1.08,1.25,1.29,1.65,1.78,1.52,1.51,1.62,1.36,1.14,1.15,1.01,0.38,0.74,Upgrade,
19,Inventory Turnover,2.91,2.91,3.34,2.85,3.30,3.83,3.96,2.98,3.44,3.63,4.33,3.98,3.73,4.71,5.52,4.38,4.29,4.52,3.96,1.48,2.83,Upgrade
20,Quick Ratio,0.94,0.94,1.06,1.22,1.05,1.12,1.05,0.88,0.92,0.83,0.88,0.75,0.60,0.89,1.10,1.14,1.05,1.10,1.10,0.77,1.31,Upgrade
21,Current Ratio,2.19,2.19,2.24,2.44,2.21,2.52,2.20,2.13,2.34,2.19,2.26,2.13,1.96,2.16,2.10,2.37,2.22,2.19,2.25,1.69,2.41,Upgrade
22,Return on Equity (ROE),0.11%,3.05%,-1.81%,-2.73%,3.45%,-14.09%,-6.25%,-1.78%,0.99%,13.71%,27.10%,16.15%,15.90%,15.34%,17.48%,8.17%,12.81%,8.97%,2.64%,5.90%,Upgrade,
23,Return on Assets (ROA),3.33%,1.47%,-3.07%,-7.14%,3.12%,-9.64%,2.63%,-4.59%,1.87%,6.36%,12.59%,5.24%,7.96%,8.11%,9.10%,0.90%,7.10%,4.77%,1.35%,1.12%,Upgrade,
24,Return on Capital (ROIC),4.18%,1.82%,-3.79%,-8.74%,3.79%,-11.95%,3.23%,-5.62%,2.36%,8.19%,16.70%,6.97%,10.33%,10.29%,11.31%,1.11%,8.69%,6.03%,1.75%,1.43%,Upgrade,
25,Return on Capital Employed (ROCE),-,-2.86%,-3.01%,-,-,-4.74%,-,3.03%,-,13.11%,15.61%,16.91%,14.90%,12.80%,12.20%,10.33%,6.76%,6.80%,5.10%,6.22%,9.35%,Upgrade
26,Earnings Yield,-0.06%,-0.06%,0.79%,-1.92%,-2.43%,-2.74%,-2.33%,0.99%,4.69%,5.38%,5.22%,6.22%,3.74%,4.19%,4.37%,5.12%,4.37%,3.87%,3.24%,3.16%,4.56%,Upgrade
27,FCF Yield,-2.34%,-2.33%,3.34%,4.89%,5.43%,-1.82%,-4.66%,-4.91%,-7.32%,-4.09%,-3.37%,-0.40%,0.15%,2.86%,5.86%,4.56%,3.99%,1.98%,-0.24%,-2.00%,-1.77%,Upgrade
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,1.36%,-,-,-,0.42%,-,-,-,0.91%,-,-,-,0.73%,Upgrade
29,Payout Ratio,0.00%,1671.89%,13.48%,-,-,32.88%,-,-,173.57%,70.82%,46.56%,1.43%,2.04%,0.61%,40.24%,1.59%,0.50%,3.53%,61.57%,-,0.48%,Upgrade
30,Buyback Yield / Dilution,-0.06%,2.16%,-2.96%,-0.70%,1.29%,0.06%,3.65%,0.55%,4.47%,0.13%,-2.36%,-0.07%,3.28%,-2.68%,-24.57%,-9.36%,-27.36%,-22.56%,-17.89%,0.15%,0.01%,Upgrade
31,Total Shareholder Return,-0.06%,2.16%,-2.96%,-0.70%,1.29%,0.06%,3.65%,0.55%,5.84%,0.13%,-2.36%,-0.07%,3.70%,-2.68%,-24.57%,-9.36%,-26.45%,-22.56%,-17.89%,0.15%,0.75%,Upgrade
