,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,769,832,908,1487,2269,3227,4437,3429,2017,1664,2168,Upgrade
1,Market Cap Growth,-44.07%,-44.07%,-60.00%,-53.91%,-48.86%,-5.88%,120.00%,106.06%,-6.98%,101.51%,20.90%,Upgrade
2,Enterprise Value,13287,12418,10654,10550,10399,10724,10400,9475,7378,6986,8912,Upgrade
3,Last Close Price,0.30,0.33,0.36,0.59,0.90,1.28,1.73,1.34,0.77,0.63,0.83,Upgrade
4,PE Ratio,-,-,-,-18.95,-,10.62,16.33,15.45,5.47,-5.07,-,Upgrade
5,Forward PE,-,5.58,5.58,5.58,5.58,7.33,2.08,2.08,2.08,2.08,2.08,Upgrade
6,PS Ratio,0.20,0.22,0.19,0.32,0.39,0.39,0.56,0.48,0.30,0.36,0.59,Upgrade
7,PB Ratio,0.17,0.16,0.15,0.25,0.37,0.53,0.77,0.62,0.37,0.36,0.48,Upgrade
8,P/TBV Ratio,0.19,0.19,0.20,0.33,0.47,0.65,0.85,0.67,0.41,0.37,0.49,Upgrade
9,P/FCF Ratio,-,-,-,34.04,-,-,-,17.94,-,-,-334.05,Upgrade
10,P/OCF Ratio,-,-,-,2.20,3.74,29.92,-,4.97,172.03,-,30.85,Upgrade
11,EV/Sales Ratio,3.53,3.30,2.22,2.27,1.79,1.28,1.30,1.32,1.11,1.51,2.41,Upgrade
12,EV/EBITDA Ratio,16.04,15.04,12.07,12.59,10.75,9.63,10.84,13.78,14.98,-36.32,-,Upgrade
13,EV/EBIT Ratio,26.62,24.08,19.42,20.53,15.85,12.88,14.93,22.96,31.54,-17.00,-,Upgrade
14,EV/FCF Ratio,-13.30,-,-,241.41,-,-,-,49.57,-,-,-1373.03,Upgrade
15,Debt / Equity Ratio,2.33,2.33,2.09,1.60,1.68,1.37,1.43,1.13,1.32,1.30,1.43,Upgrade
16,Debt / FCF Ratio,-,-,-,214.06,-,-,-,32.91,-,-,-997.03,Upgrade
17,Return on Capital Employed (ROCE),4.70%,4.86%,4.59%,4.31%,5.10%,7.55%,7.00%,4.53%,2.40%,-4.82%,-,Upgrade
18,Earnings Yield,-8.81%,-8.14%,-2.76%,-5.28%,2.16%,9.42%,6.13%,6.47%,18.29%,-19.73%,-51.35%,Upgrade
19,FCF Yield,-129.95%,-120.11%,-66.78%,2.94%,-16.21%,-33.27%,-10.40%,5.57%,-9.50%,2.17%,-0.30%,Upgrade
20,Buyback Yield / Dilution,0.00%,-,-,-0.00%,-0.00%,-,-,-,-119.54%,-202.26%,-37.68%,Upgrade
21,Total Shareholder Return,0.00%,-,-,-0.00%,-0.00%,-,-,-,-119.54%,-202.26%,-37.68%,Upgrade
