,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,19874,21300,19358,19036,19424,21173,23763,25058,24670,22055,24063,23009,32635,39553,18749,21556,17104,13813,8810,8893,10015,Upgrade
1,Market Cap Growth,0.60%,0.60%,-18.54%,-24.03%,-21.26%,-4.00%,-1.25%,8.91%,-24.41%,-44.24%,28.35%,6.74%,90.80%,186.34%,112.82%,142.40%,70.79%,36.79%,-20.30%,-32.70%,3.88%,Upgrade
2,Enterprise Value,40884,42287,40000,39549,38922,40764,42989,44421,47806,44922,47768,46165,55284,60461,38611,39619,33076,30141,22689,21731,22110,Upgrade
3,PE Ratio,13.83,14.24,12.94,12.35,12.86,13.97,15.72,15.57,15.13,14.80,16.95,19.00,27.86,36.90,18.65,24.96,27.68,19.86,13.64,14.64,17.15,Upgrade
4,PS Ratio,3.90,4.18,3.80,3.68,3.80,4.06,4.54,4.71,4.71,4.43,5.12,5.41,8.05,11.02,5.61,7.09,6.41,5.11,3.37,3.48,4.03,Upgrade
5,PB Ratio,1.14,1.17,1.08,1.06,1.10,1.23,1.40,1.47,1.49,1.70,1.91,1.88,2.77,3.48,1.67,1.98,1.62,1.32,1.07,1.09,1.24,Upgrade
6,P/FCF Ratio,32.91,35.46,27.69,25.86,18.15,10.39,10.22,10.28,12.97,47.61,-15.94,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,6.16,6.16,5.85,5.78,5.87,4.66,5.07,5.29,5.43,6.69,8.24,9.33,13.70,20.39,11.04,13.44,12.24,8.89,5.25,5.38,6.36,Upgrade
8,EV/Sales Ratio,8.02,8.29,7.86,7.65,7.61,7.82,8.22,8.35,9.12,9.02,10.16,10.86,13.64,16.85,11.56,13.03,12.40,11.15,8.67,8.50,8.89,Upgrade
9,EV/EBITDA Ratio,9.30,9.86,9.33,9.05,9.04,9.36,10.00,10.08,11.08,10.95,12.27,13.32,16.58,20.41,13.74,15.47,14.74,12.81,9.94,9.86,10.33,Upgrade
10,EV/EBIT Ratio,16.69,17.26,16.09,15.30,15.22,15.41,15.97,15.54,16.65,16.29,18.27,20.21,24.92,31.61,21.73,25.09,25.86,21.46,16.82,16.82,17.80,Upgrade
11,EV/FCF Ratio,67.70,70.39,57.22,53.73,36.37,20.01,18.49,18.23,25.14,96.97,-31.65,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,1.25,1.25,1.23,1.24,1.24,1.26,1.37,1.42,1.46,1.86,1.94,2.03,2.05,2.17,2.17,1.93,1.84,1.76,2.06,1.84,1.67,Upgrade
13,Debt / EBITDA Ratio,5.17,5.84,4.75,4.85,5.33,5.58,4.68,5.56,5.64,6.56,4.55,6.27,7.00,8.70,6.65,6.09,10.13,8.27,6.36,6.88,5.75,Upgrade
14,Debt / FCF Ratio,37.65,37.84,31.45,30.30,20.44,10.65,9.97,9.89,12.77,51.97,-16.20,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,2.05,2.05,1.83,2.02,1.88,1.92,1.75,1.87,1.60,1.17,1.39,1.27,1.09,1.43,1.54,1.37,1.32,2.06,1.45,1.51,1.31,Upgrade
16,Current Ratio,2.17,2.17,1.94,2.14,2.00,2.05,1.85,1.97,1.69,1.26,1.46,1.37,1.19,1.53,1.62,1.47,1.41,2.16,1.55,1.61,1.42,Upgrade
17,Asset Turnover,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.15,0.12,0.11,0.09,0.11,0.12,0.08,0.09,0.11,0.10,0.12,Upgrade,
18,Return on Equity (ROE),6.87%,10.14%,10.12%,7.58%,7.42%,12.13%,10.14%,9.29%,10.19%,20.42%,14.72%,5.70%,8.47%,14.29%,15.23%,3.37%,7.45%,12.21%,7.55%,8.53%,Upgrade,
19,Return on Assets (ROA),2.98%,3.96%,4.07%,3.34%,3.28%,4.50%,3.80%,3.84%,3.70%,5.82%,4.20%,3.37%,2.89%,4.16%,4.50%,1.75%,2.68%,3.98%,3.20%,3.83%,Upgrade,
20,Return on Capital (ROIC),3.20%,4.25%,4.34%,3.56%,3.50%,4.80%,4.06%,4.15%,4.05%,6.38%,4.63%,3.71%,3.19%,4.57%,4.93%,1.94%,2.98%,4.34%,3.47%,4.14%,Upgrade,
21,Return on Capital Employed (ROCE),6.27%,6.27%,6.55%,6.75%,6.83%,7.19%,7.30%,7.56%,7.78%,8.18%,7.57%,6.56%,6.59%,5.61%,5.28%,5.20%,4.46%,4.89%,5.54%,5.92%,6.08%,Upgrade
22,Earnings Yield,7.53%,7.02%,7.73%,8.10%,7.78%,7.16%,6.36%,6.42%,6.61%,6.76%,5.90%,5.26%,3.59%,2.71%,5.36%,4.01%,3.61%,5.03%,7.33%,6.83%,5.83%,Upgrade
23,Earnings Yield,7.53%,7.02%,7.73%,8.10%,7.78%,7.16%,6.36%,6.42%,6.61%,6.76%,5.90%,5.26%,3.59%,2.71%,5.36%,4.01%,3.61%,5.03%,7.33%,6.83%,5.83%,Upgrade
24,FCF Yield,3.04%,2.82%,3.61%,3.87%,5.51%,9.62%,9.79%,9.73%,7.71%,2.10%,-6.27%,-12.84%,-12.48%,-12.84%,-27.64%,-30.23%,-36.13%,-39.20%,-45.40%,-19.64%,-9.16%,Upgrade
25,Dividend Yield,2.75%,-,-,-,2.88%,-,-,-,2.52%,-,-,-,1.01%,-,-,-,1.56%,-,-,-,2.63%,Upgrade
26,Payout Ratio,79.67%,42.06%,102.25%,39.36%,139.84%,58.80%,101.13%,40.52%,106.87%,71.66%,65.76%,44.22%,186.30%,108.90%,90.67%,50.21%,371.82%,137.15%,123.03%,111.22%,145.09%,Upgrade
27,Buyback Yield / Dilution,-1.90%,-1.60%,2.62%,-0.86%,-8.52%,-24.97%,-27.24%,-25.79%,-16.52%,-1.84%,-9.14%,-7.54%,-4.10%,-17.27%,-19.61%,-21.38%,-22.97%,-7.34%,-0.95%,1.39%,2.81%,Upgrade
28,Total Shareholder Return,0.84%,-1.60%,2.62%,-0.86%,-5.65%,-24.97%,-27.24%,-25.79%,-14.00%,-1.84%,-9.14%,-7.54%,-3.08%,-17.27%,-19.61%,-21.38%,-21.42%,-7.34%,-0.95%,1.39%,5.44%,Upgrade
