,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,84,84,89,88,83,87,88,83,76,80,103,92,110,120,121,97,85,79,65,55,74,Upgrade
1,Market Cap Growth,-3.70%,-3.70%,0.91%,6.80%,9.57%,8.00%,-14.06%,-10.43%,-31.39%,-32.89%,-14.93%,-4.57%,29.78%,51.12%,86.51%,75.36%,13.98%,-5.71%,-14.74%,-40.00%,2.20%,Upgrade
2,Enterprise Value,8,-40,-35,36,30,-14,-13,36,29,-35,-13,-38,-20,-27,-25,13,1,-9,-23,8,27,Upgrade
3,Last Close Price,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.09,0.08,0.08,0.10,0.09,0.11,0.12,0.11,0.09,0.08,0.07,0.06,0.05,0.07,Upgrade
4,PE Ratio,6.55,5.93,5.88,5.75,5.61,5.29,4.78,4.21,3.92,3.76,6.48,6.07,6.02,7.03,5.53,4.46,4.38,5.11,5.36,5.16,6.60,Upgrade
5,PS Ratio,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.14,0.14,0.19,0.24,0.23,0.18,0.16,0.16,0.13,0.12,0.16,Upgrade
6,PB Ratio,0.49,0.43,0.46,0.46,0.43,0.47,0.48,0.45,0.43,0.46,0.60,0.54,-,1.00,0.99,0.79,-,0.72,0.63,0.53,-,Upgrade
7,P/TBV Ratio,1.32,1.32,1.41,1.47,1.38,1.72,1.76,1.64,1.95,2.08,2.98,2.68,-,1.00,0.99,0.79,-,0.72,0.63,0.53,-,Upgrade
8,P/FCF Ratio,2.55,-,-,1.10,2.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,2.45,-,-,1.09,2.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.01,-,-,0.04,0.03,-,-,0.04,0.03,-,-,-,-,-,-,0.02,0.00,-,-,0.02,0.06,Upgrade
11,EV/EBITDA Ratio,0.25,-,-,1.27,1.14,-,-,1.23,0.82,-,-,-,-,-,-,0.64,0.06,-,-,0.61,2.03,Upgrade
12,EV/EBIT Ratio,0.40,-,-,1.54,1.40,-,-,1.39,0.90,-,-,-,-,-,-,0.67,0.06,-,-,0.65,2.16,Upgrade
13,EV/FCF Ratio,0.24,-,-,0.44,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.39,0.39,0.39,0.38,0.38,0.41,0.40,0.40,0.43,0.43,0.39,0.39,-,0.05,0.05,0.05,-,0.06,0.07,0.07,-,Upgrade
15,Debt / EBITDA Ratio,2.34,3.13,3.13,1.83,1.84,2.32,2.76,3.75,1.95,2.17,2.88,1.57,-,1.06,0.36,0.22,-,0.39,0.40,0.46,-,Upgrade
16,Debt / FCF Ratio,2.27,-,-,0.90,1.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.71,1.72,1.87,1.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,128.73,267.32,328.64,461.04,146.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,1.44,1.44,1.44,1.49,1.49,1.26,-,1.40,-,1.21,-,1.23,-,1.87,-,1.80,-,1.82,-,1.77,-,Upgrade
20,Current Ratio,1.59,1.59,1.59,1.55,1.55,1.42,-,1.50,-,1.43,-,1.34,-,2.02,-,1.90,-,1.92,-,1.87,-,Upgrade
21,Return on Equity (ROE),7.26%,7.30%,8.78%,8.98%,10.80%,8.00%,6.31%,15.42%,17.54%,13.10%,-,-,3.27%,13.21%,-,-,21.87%,14.98%,-,-,Upgrade,
22,Return on Assets (ROA),2.29%,2.30%,2.66%,2.56%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),4.34%,4.38%,5.09%,5.15%,6.54%,5.32%,3.67%,8.99%,8.18%,5.33%,-,-,2.32%,7.58%,-,-,8.88%,9.76%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),7.54%,7.54%,8.33%,8.83%,8.20%,9.79%,-,9.98%,-,13.42%,-,10.58%,-,12.83%,-,15.26%,-,12.81%,-,10.91%,-,Upgrade
25,Earnings Yield,16.70%,16.86%,17.01%,17.39%,17.83%,18.91%,20.93%,23.75%,25.50%,26.58%,15.43%,16.47%,16.60%,14.23%,18.10%,22.44%,22.85%,19.58%,18.66%,19.38%,15.16%,Upgrade
26,FCF Yield,39.24%,39.62%,63.73%,91.16%,48.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
