,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,666749,396329,412543,349518,640444,382142,657280,892177,962811,652162,661097,808567,634321,288191,498391,190399,154355,95160,54835,36268,Upgrade
1,Revenue Growth (YoY),4.11%,3.71%,-37.23%,-60.82%,-33.48%,-41.40%,-0.58%,10.34%,51.79%,126.30%,32.65%,324.67%,310.95%,202.85%,808.90%,424.97%,34.94%,138.73%,-50.20%,-73.32%,Upgrade
2,Operations & Maintenance,597.91,4133,1557,1.25,-,2208,1605,76.22,-,1963,-1963,-,-,-,-,-,-,-,-,-,Upgrade
3,"Selling, General & Admin",8142,5051,11917,9349,-11815,5428,14281,14477,-6297,3405,25130,9953,-13028,8589,8621,5466,-7909,5246,6953,3238,Upgrade
4,Depreciation & Amortization,111.12,119.41,-,-,587.31,148.63,-,-,589.13,149.19,-149.19,-,495.6,-,-,-,592.4,-,-,-,Upgrade
5,Provision for Bad Debts,-,-,-,-,-,-,-,-,922.47,-,-,-,8186,-,-,-,-,-,-,-,Upgrade
6,Other Operating Expenses,257671,239399,230285,230998,318287,225975,245447,256989,356212,257113,245264,247246,309036,223632,233032,57725,81954,53064,49904,33897,Upgrade
7,Total Operating Expenses,266522,248702,243759,240348,307059,233760,261332,271542,351427,262630,268282,257199,304690,232221,241652,63191,74638,58309,56857,37135,Upgrade
8,Operating Income,400227,147627,168784,109170,333385,148382,395948,620635,611384,389532,392815,551369,329631,55970,256739,127208,79717,36851,-2022,-866.3,Upgrade
9,Interest Expense,-61102,-65099,-72751,-78847,-87506,-94442,-103430,-107035,-99389,-100189,-100543,-107970,-108556,-105116,-109468,-299.96,-309.24,-309.97,-310.2,-322.05,Upgrade
10,Interest Income,4589,6062,2785,950.09,695.63,1295,2443,872.35,869.79,1457,3239,339.16,1812,7288,-5827,26.07,735.77,368.19,1222,8.57,Upgrade
11,Net Interest Expense,-56513,-59037,-69966,-77897,-86810,-93147,-100987,-106162,-98519,-98732,-97304,-107631,-106744,-97828,-115295,-273.89,426.54,58.22,911.74,-313.47,Upgrade
12,Income (Loss) on Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,827.77,-35.78,Upgrade
