,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,368165,361672,506434,281110,133465,88995,122305,40045,131477,18468,199133,6434,52398,131702,15020,34284,15113,5305,92494,20791,Upgrade
1,Short-Term Investments,39000,39000,39000,35000,-,35000,-,35000,-,74600,-,104500,-,4200,4200,35280,-,35000,35000,35000,Upgrade
2,Accounts Receivable,579658,422791,554641,877276,1172100,1085087,1317788,1343775,795915,590504,403452,761138,483530,203245,373528,125055,94439,84205,47894,35266,Upgrade
3,Other Receivables,3649,10426,3544,9637,4605,2370,2791,1922,4264,5106,3249,3123,4553,1225,734.21,7558,7003,8805,6733,12983,Upgrade
4,Inventory,107695,107087,107596,104481,104579,107360,106694,100173,100371,100824,99850,106521,101917,97113,96583,100689,100663,98137,109297,104923,Upgrade
5,Other Current Assets,1569,6720,3893,14858,47202,13843,42250,8351,41861,10805,112945,9679,48657,56443,56577,107358,145388,94765,106302,122863,Upgrade
6,Total Current Assets,1099736,947696,1215108,1322361,1461951,1332655,1591827,1529265,1073889,800307,818628,991394,691055,493928,546643,410224,362606,326217,397720,331826,Upgrade
7,"Property, Plant & Equipment",7492420,7621377,7787985,7912856,8056416,8187466,8337635,8474694,8621204,8864364,9022769,9162830,9311544,9436290,9572084,9441412,9301238,9059442,8947298,8699720,Upgrade
8,Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11653,11653,10825,Upgrade
9,Long-Term Deferred Tax Assets,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,966.13,966.13,966.13,Upgrade
10,Other Long-Term Assets,14584,15219,12699,13969,13690,12862,12266,12468,14082,11168,10813,10575,12871,10429,10440,11029,11180,10515,10142,10503,Upgrade
11,Total Assets,8607882,8585433,9016934,9250327,9533199,9534126,9942869,10017569,9710316,9676981,9853352,10165941,10016612,9941788,10130308,9863807,9676165,9408793,9367779,9053840,Upgrade
12,Accounts Payable,145161,134796,136886,131506,137607,132819,159686,147250,167200,207129,279635,282793,313474,513758,517662,341864,360954,321023,304125,332379,Upgrade
13,Accrued Expenses,103266,25441,20354,22898,26646,66541,82662,98842,97080,104165,135812,240368,265531,179653,178216,100555,62411,12600,158396,90181,Upgrade
14,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,33000,153000,253000,273000,478600,488906,360600,492078,Upgrade
15,Current Portion of Long-Term Debt,115370,45252,530560,150529,196486,127032,148082,127928,135229,104558,114441,106239,109359,105892,135647,267822,293003,-,195733,-,Upgrade
16,Current Income Taxes Payable,-,68233,61842,38719,118500,79313,66259,105587,163806,161288,117864,96547,150061,88956,96305,104874,99665,57381,14504,14504,Upgrade
17,Other Current Liabilities,121448,3633,476649,572881,714757,199063,595377,4456,4347,4417,6181,4717,5984,4933,5977,47736,55128,219603,54403,5549,Upgrade
18,Total Current Liabilities,485245,277354,1226291,916533,1193995,604767,1052067,484064,567662,581557,653934,730664,877409,1046193,1186806,1135850,1349762,1099513,1087762,934691,Upgrade
19,Long-Term Debt,3237603,3370105,2930651,3535425,3542604,3653971,3641013,3836800,3914549,4250623,4575284,4819238,4927017,5077883,5083733,4996172,4996146,5140922,5141241,4971123,Upgrade
20,Other Long-Term Liabilities,201734,201734,201734,201734,201734,201734,201734,201734,201734,201734,201734,201734,201734,-,-,-,-,-,-,-,Upgrade
21,Total Liabilities,3924582,3849194,4358676,4653692,4938334,4460472,4894814,4522598,4683946,5033915,5430953,5751636,6006161,6124076,6270540,6132022,6345908,6240436,6229002,5905815,Upgrade
22,Common Stock,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2362412,2062412,2062412,2062412,2062412,Upgrade
23,Additional Paid-In Capital,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6322,6332,6332,6332,6332,Upgrade
24,Retained Earnings,2286955,2339894,2261912,2200289,2198519,2677307,2651710,3098625,2630025,2246720,2026053,2017959,1614105,1421366,1463423,1335389,1233851,1071951,1042370,1051620,Upgrade
25,Comprehensive Income & Other,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,27661,Upgrade
26,Shareholders' Equity,4683300,4736239,4658257,4596635,4594865,5073653,5048055,5494971,5026370,4643066,4422399,4414305,4010451,3817712,3859769,3731784,3330257,3168358,3138776,3148026,Upgrade
27,Total Liabilities & Equity,8607882,8585433,9016934,9250327,9533199,9534126,9942869,10017569,9710316,9676981,9853352,10165941,10016612,9941788,10130308,9863807,9676165,9408793,9367779,9053840,Upgrade
28,Total Debt,3352973,3415357,3461211,3685954,3739091,3781003,3789095,3964728,4049779,4355181,4689726,4925477,5069376,5336776,5472380,5536994,5767749,5629828,5697574,5463202,Upgrade
29,Net Cash (Debt),-2945809,-3014685,-2915777,-3369844,-3605626,-3657008,-3666790,-3889684,-3918302,-4262113,-4490593,-4814543,-5016978,-5200874,-5453160,-5467431,-5752637,-5589524,-5570080,-5407410,Upgrade
