,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,12757027,11599445,11800250,11788438,11575821,10583608,10276494,10465487,9260657,7465223,8646430,10630856,6850996,6780124,6543883,5197307,4464960,3877335,4516683,3629846,3588598,Upgrade
1,Market Cap Growth,9.60%,9.60%,14.83%,12.64%,25.00%,41.77%,18.85%,-1.56%,35.17%,10.10%,32.13%,104.55%,53.44%,74.87%,44.88%,43.18%,24.42%,-14.55%,13.18%,-1.68%,0.87%,Upgrade
2,Enterprise Value,15702836,14614130,14716027,15158282,15181447,14240616,13943285,14355171,13178958,11727336,13137023,15445399,11867974,11980997,11997042,10664738,10182596,9466859,10086763,9037256,8853726,Upgrade
3,PE Ratio,28.45,25.87,31.31,36.33,22.30,10.65,9.02,7.84,6.97,5.94,8.14,13.29,10.11,18.06,-,12.29,15.63,21.19,62.46,-,-,Upgrade
4,PS Ratio,6.99,6.36,6.56,6.61,5.70,4.11,3.55,3.31,2.92,2.42,3.14,4.44,3.07,4.21,5.78,5.54,9.02,11.38,15.02,14.79,11.94,Upgrade
5,PB Ratio,2.72,2.48,2.49,2.53,2.52,2.30,2.03,2.07,1.69,1.49,1.86,2.40,1.55,1.69,1.71,1.35,1.20,1.16,1.43,1.16,1.14,Upgrade
6,P/FCF Ratio,8.19,7.44,7.65,7.55,9.24,10.26,9.19,11.89,-,5.54,7.40,8.40,10.68,15.92,-344.56,-18.23,-,-,-,-,-,Upgrade
7,P/OCF Ratio,7.36,7.36,7.55,7.26,8.97,9.82,8.09,10.39,7.23,4.96,7.00,7.57,7.61,8.99,10.41,14.15,18.86,16.52,6.39,23.76,9.18,Upgrade
8,EV/Sales Ratio,8.60,8.01,8.18,8.49,7.48,5.54,4.82,4.54,4.16,3.80,4.77,6.46,5.32,7.44,10.60,11.37,20.58,27.79,33.55,36.83,29.45,Upgrade
9,EV/EBITDA Ratio,11.09,10.32,10.89,11.22,9.64,6.83,5.91,5.52,5.06,4.62,5.81,8.00,6.62,9.67,13.96,14.99,31.13,48.03,58.01,69.99,52.15,Upgrade
10,EV/EBIT Ratio,19.02,17.70,19.39,19.95,15.38,9.50,7.85,7.12,6.54,6.03,7.90,11.61,9.94,15.57,23.09,21.31,42.12,83.28,111.56,-,-,Upgrade
11,EV/FCF Ratio,10.08,9.38,9.54,9.71,12.12,13.81,12.47,16.31,-,8.70,11.24,12.20,18.50,28.14,-631.69,-37.41,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.72,0.72,0.72,0.74,0.80,0.81,0.75,0.75,0.72,0.81,0.94,1.06,1.12,1.26,1.40,1.42,1.48,1.73,1.78,1.82,1.74,Upgrade
13,Debt / EBITDA Ratio,2.37,1.53,2.89,2.74,3.59,1.93,3.20,1.75,1.29,1.34,2.03,2.16,1.76,2.64,6.48,3.38,9.35,14.32,24.32,69.33,75.91,Upgrade
14,Debt / FCF Ratio,2.15,2.15,2.21,2.22,2.94,3.63,3.38,4.31,-,3.00,3.73,3.70,7.68,11.90,-281.00,-19.20,-,-,-,-,-,Upgrade
15,Quick Ratio,2.04,2.04,3.01,0.90,1.31,1.10,2.00,1.37,2.94,1.64,1.18,0.93,1.20,0.62,0.33,0.33,0.18,0.09,0.12,0.17,0.11,Upgrade
16,Current Ratio,2.27,2.27,3.42,0.99,1.44,1.22,2.20,1.51,3.16,1.89,1.38,1.25,1.36,0.79,0.47,0.46,0.36,0.27,0.30,0.37,0.36,Upgrade
17,Asset Turnover,0.31,0.18,0.18,0.15,0.27,0.16,0.26,0.36,0.40,0.27,0.26,0.32,0.25,0.11,0.20,0.08,0.06,0.04,0.02,0.02,Upgrade,
18,Return on Equity (ROE),25.60%,6.64%,5.80%,0.15%,19.03%,2.02%,19.87%,36.24%,31.71%,19.47%,23.27%,38.35%,19.70%,-4.38%,14.23%,11.50%,19.93%,3.75%,-0.27%,-0.13%,Upgrade,
19,Return on Assets (ROA),11.64%,4.19%,4.62%,2.91%,8.74%,3.81%,9.92%,15.73%,15.77%,9.97%,9.81%,13.66%,8.26%,1.39%,6.42%,3.25%,2.09%,0.98%,-0.05%,-0.02%,Upgrade,
20,Return on Capital (ROIC),12.36%,4.54%,5.15%,3.28%,9.70%,4.19%,10.82%,16.74%,16.91%,10.75%,10.64%,14.97%,9.04%,1.51%,6.90%,3.46%,2.23%,1.04%,-0.06%,-0.03%,Upgrade,
21,Return on Capital Employed (ROCE),10.17%,10.17%,9.14%,9.75%,11.84%,17.97%,19.89%,22.69%,21.13%,21.27%,18.29%,14.46%,12.65%,8.42%,5.84%,5.60%,2.77%,1.37%,1.09%,-,-,Upgrade
22,Earnings Yield,3.51%,3.87%,3.19%,2.75%,4.48%,9.39%,11.16%,12.83%,14.44%,16.94%,12.42%,7.63%,10.07%,5.71%,5.45%,8.24%,6.52%,4.86%,1.72%,1.22%,2.29%,Upgrade
23,Earnings Yield,3.51%,3.87%,3.19%,2.75%,4.48%,9.39%,11.16%,12.83%,14.44%,16.94%,12.42%,7.63%,10.07%,5.71%,5.45%,8.24%,6.52%,4.86%,1.72%,1.22%,2.29%,Upgrade
24,FCF Yield,12.21%,13.43%,13.07%,13.24%,10.82%,9.75%,10.88%,8.41%,12.65%,18.05%,13.52%,11.91%,9.36%,6.28%,-0.29%,-5.49%,-11.36%,-15.14%,-17.87%,-24.74%,-24.12%,Upgrade
25,Dividend Yield,2.78%,3.05%,-,2.07%,-,-,-,14.89%,-,11.24%,-,-,-,4.25%,-,-,-,-,-,-,-,Upgrade
26,Payout Ratio,210.78%,78.38%,605.91%,351.79%,-,83.97%,1552.99%,45.12%,-,-,-,91.92%,-,-,-,-,-,-,0.07%,-,-,Upgrade
27,Buyback Yield / Dilution,0.01%,0.04%,0.30%,-1.52%,-5.27%,-0.06%,-0.32%,1.33%,-1.67%,-1.09%,-1.68%,-3.19%,-0.07%,-11.20%,-12.32%,-10.92%,-14.49%,8.75%,1.65%,-5.65%,3.30%,Upgrade
28,Total Shareholder Return,2.79%,3.09%,0.30%,0.55%,-5.27%,-0.06%,-0.32%,16.22%,-1.67%,10.14%,-1.68%,-3.19%,-0.07%,-6.95%,-12.32%,-10.92%,-14.49%,8.75%,1.65%,-5.65%,3.30%,Upgrade
