,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,88,91,125,86,202,187,254,337,379,280,387,Upgrade
1,Market Cap Growth,6.06%,6.06%,-38.46%,-54.17%,-20.41%,-44.62%,-32.88%,20.37%,-2.01%,-20.59%,-26.60%,Upgrade
2,Enterprise Value,235,238,309,304,475,480,543,852,1303,1223,1386,Upgrade
3,Last Close Price,0.03,0.04,0.05,0.03,0.08,0.07,0.10,0.13,0.15,0.11,0.15,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,4.28,-49.65,-,-,Upgrade
5,PS Ratio,0.31,0.36,0.43,0.54,1.22,0.96,0.36,0.38,0.83,0.88,0.83,Upgrade
6,PB Ratio,-0.44,-0.44,-0.67,0.58,1.21,0.50,0.64,0.66,1.52,1.78,1.88,Upgrade
7,P/FCF Ratio,-,-,3.78,1.49,3.41,8.36,4.66,4.81,3.13,3.66,-,Upgrade
8,P/OCF Ratio,-,-,3.78,1.49,3.41,7.68,4.50,4.81,3.13,3.17,-,Upgrade
9,EV/Sales Ratio,0.83,0.94,1.05,1.92,2.86,2.47,0.77,0.96,2.85,3.83,2.98,Upgrade
10,EV/EBITDA Ratio,-,-1.72,-,-,-,-,-,-46.07,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-17.24,-,-,-,Upgrade
12,EV/FCF Ratio,-,-,9.37,5.28,8.01,21.46,9.95,12.15,10.76,15.96,-,Upgrade
13,Debt / Equity Ratio,-0.86,-0.86,-0.95,1.44,1.63,0.88,0.86,0.72,2.31,6.66,4.98,Upgrade
14,Debt / FCF Ratio,-,-,5.32,3.71,4.58,14.57,6.28,5.27,4.76,13.67,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-6.26%,-,-,-,Upgrade
16,Earnings Yield,-380.78%,-369.91%,-281.33%,-226.13%,-92.33%,-64.00%,-36.23%,23.39%,-2.01%,-65.28%,-32.73%,Upgrade
17,FCF Yield,-,26.44%,67.29%,29.32%,11.97%,21.45%,20.80%,31.95%,27.34%,19.05%,Upgrade,
