,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,30.94,222.91,69.7,88.65,77.78,116.78,587.2,296.21,160.78,158.9,Upgrade
1,Revenue Growth (YoY),-55.61%,151.44%,-10.39%,-24.08%,-86.76%,-60.58%,265.22%,86.41%,-47.57%,-41.76%,Upgrade
2,Cost of Revenue,26.8,311.56,52.46,78.6,41.64,82.86,494.97,258.23,67.63,145.77,Upgrade
3,Gross Profit,4.14,-88.65,17.23,10.06,36.13,33.92,92.23,37.98,93.15,13.14,Upgrade
4,"Selling, General & Admin",10.15,57.38,61.84,63.09,77.33,87.42,79.44,100.25,141.61,120.68,Upgrade
5,Operating Expenses,10.39,57.99,61.44,62.56,75.51,88.41,79.44,100.21,141.61,121.68,Upgrade
6,Operating Income,-6.24,-146.64,-44.21,-52.5,-39.37,-54.5,12.79,-62.23,-48.46,-108.55,Upgrade
7,Interest Expense,-5.68,-7.31,-6.78,-9.25,-9.34,-13.64,-9.73,-34.43,-32.95,-23.26,Upgrade
8,Interest & Investment Income,0.27,1.69,0.12,1.69,0.35,0.36,0.35,0.73,0.31,0.22,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-0.01,-,-0.01,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-0,-1.26,-1.58,0.63,-1.8,2.52,0.52,Upgrade
11,Other Non Operating Income (Expenses),3.66,63.03,35.12,18.39,24.86,33.05,16.14,45.07,29.09,34.66,Upgrade
12,EBT Excluding Unusual Items,-7.99,-89.23,-15.74,-41.68,-24.76,-36.3,20.18,-52.67,-49.5,-96.42,Upgrade
13,Impairment of Goodwill,-,-223.79,-,-117.8,-,-67.65,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,0.68,-,-0.06,14.14,0.08,-,114.57,-,-,Upgrade
15,Asset Writedown,-,-20.75,-12.09,-,-,-,-,11.37,-11.37,-10.21,Upgrade
16,Other Unusual Items,-,-7.71,-4.37,-14.91,-2.72,6.47,-4.94,3.97,-2.7,1.47,Upgrade
17,Pretax Income,-7.99,-340.79,-32.19,-174.45,-13.33,-97.41,15.24,77.24,-63.57,-105.16,Upgrade
18,Income Tax Expense,-0.09,-6.55,-4.57,-2.36,0.08,4.58,2.4,5.4,0.05,2.63,Upgrade
19,Earnings From Continuing Operations,-7.9,-334.24,-27.63,-172.09,-13.41,-101.98,12.84,71.83,-63.61,-107.79,Upgrade
20,Earnings From Discontinued Operations,-2.1,-,-,-,-,-,-,-,-,-,Upgrade
21,Net Income to Company,-10.01,-334.24,-27.63,-172.09,-13.41,-101.98,12.84,71.83,-63.61,-107.79,Upgrade
22,Minority Interest in Earnings,0.81,7.39,3.97,2.06,-3.47,-0.74,-2.29,-3.47,-12.39,0.78,Upgrade
23,Net Income,-9.2,-326.85,-23.66,-170.04,-16.89,-102.72,10.55,68.36,-76,-107.01,Upgrade
24,Net Income to Common,-9.2,-326.85,-23.66,-170.04,-16.89,-102.72,10.55,68.36,-76,-107.01,Upgrade
25,Shares Outstanding (Basic),2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,Upgrade
26,Shares Outstanding (Diluted),2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,Upgrade
27,EPS (Basic),-0.00,-0.13,-0.01,-0.07,-0.01,-0.04,0.00,0.03,-0.03,-0.04,Upgrade
28,EPS (Diluted),-0.00,-0.13,-0.01,-0.07,-0.01,-0.04,0.00,0.03,-0.03,-0.04,Upgrade
29,Free Cash Flow,-,17.36,15.59,42.05,17.31,5.05,49.52,20.66,100.43,-23.79,Upgrade
30,Free Cash Flow Per Share,-,0.01,0.01,0.02,0.01,0.00,0.02,0.01,0.04,-0.01,Upgrade
31,Operating Margin,-20.18%,-65.78%,-63.43%,-59.22%,-50.62%,-46.67%,2.18%,-21.01%,-30.14%,-68.31%,Upgrade
32,Profit Margin,-29.72%,-146.63%,-33.95%,-191.80%,-21.71%,-87.96%,1.80%,23.08%,-47.27%,-67.35%,Upgrade
33,Free Cash Flow Margin,-,7.79%,22.36%,47.43%,22.26%,4.33%,8.43%,6.97%,62.46%,-14.97%,Upgrade
34,EBITDA,1.36,-140.32,-35.32,-43.17,-30.1,-43.62,21.79,-40.29,-43.76,-98.44,Upgrade
35,D&A For EBITDA,7.6,6.31,8.89,9.34,9.27,10.88,9,21.94,4.7,10.1,Upgrade
36,EBIT,-6.24,-146.64,-44.21,-52.5,-39.37,-54.5,12.79,-62.23,-48.46,-108.55,Upgrade
