,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,287.24,173.68,256.57,242.16,237.82,187.93,259.88,250.82,263.32,113.5,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,0.09,0.09,-,-,Upgrade
2,Trading Asset Securities,14.86,20.35,14.49,14.01,16.12,10.48,10.44,10.55,12.58,15.33,Upgrade
3,Cash & Short-Term Investments,302.1,194.03,271.06,256.17,253.94,198.41,270.41,261.46,275.9,128.82,Upgrade
4,Cash Growth,11.45%,-24.26%,6.74%,29.11%,-6.09%,-24.12%,-1.99%,102.97%,60.05%,-26.72%,Upgrade
5,Accounts Receivable,146.32,152.53,179.46,183.18,192.38,237.83,237.17,246.19,147.9,279.87,Upgrade
6,Other Receivables,57.14,77.52,51.51,48.61,44.26,37.89,50.74,46.45,47.93,37.94,Upgrade
7,Receivables,206.5,234.8,234.74,236.64,238.09,280.1,290.24,296.89,247.87,368.85,Upgrade
8,Inventory,118.21,117.63,91.29,84.76,122.72,106.74,144.24,130.22,240.49,205.12,Upgrade
9,Other Current Assets,35.19,42.16,44.64,46.75,55.73,54.41,25.26,26.17,33.86,31.22,Upgrade
10,Total Current Assets,662,588.62,641.73,624.32,670.48,639.66,730.15,714.75,798.12,734.01,Upgrade
11,"Property, Plant & Equipment",460.51,385.72,339.38,299.89,247.54,209.94,170.59,167.89,171.44,177.64,Upgrade
12,Long-Term Investments,170.08,152.01,180.16,133.82,143.41,138.04,138.56,133.78,128.41,114.59,Upgrade
13,Goodwill,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,Upgrade
14,Other Intangible Assets,-,-,-,0.13,6.92,13.7,20.49,27.27,31.43,40.84,Upgrade
15,Other Long-Term Assets,128.34,120.62,117.83,114.5,121.8,121.8,121,121,122.6,122.6,Upgrade
16,Total Assets,1512,1338,1370,1263,1281,1214,1271,1255,1343,1280,Upgrade
17,Accounts Payable,152.32,148.66,147.18,138.79,116.22,106.1,121.34,101.54,106.74,227.52,Upgrade
18,Accrued Expenses,7.09,6.68,9.58,7.46,10.2,10.87,11.93,15.94,4.84,9.72,Upgrade
19,Current Portion of Long-Term Debt,220.53,191.66,284.59,271.29,236.59,229.92,264.88,296.54,393.97,214.33,Upgrade
20,Current Portion of Leases,6.42,6.37,7.94,8.01,8.26,7.58,8.18,8,9.49,9.12,Upgrade
21,Current Income Taxes Payable,15.1,15.38,19.63,16.51,10.59,11.9,11.71,6.62,17.35,7.17,Upgrade
22,Current Unearned Revenue,56.13,57.17,62.76,57.54,63.96,71.73,54.56,56.5,74.27,72.34,Upgrade
23,Other Current Liabilities,117.11,37.61,52.25,42.16,61.39,35.52,62.05,70.52,41.51,36.17,Upgrade
24,Total Current Liabilities,574.68,463.53,583.93,541.74,507.21,473.62,534.65,555.65,648.16,576.37,Upgrade
25,Long-Term Debt,154.93,150.47,-,-,-,-,-,-,-,-,Upgrade
26,Long-Term Leases,6.54,5.93,10.21,11.39,1.57,1.45,2.08,1.24,4.5,8.37,Upgrade
27,Long-Term Unearned Revenue,-,-,0.6,0.6,-,-,-,-,-,-,Upgrade
28,Long-Term Deferred Tax Liabilities,18.77,18.37,17.04,15.42,17.6,18.12,19.52,19.98,21.02,22.43,Upgrade
29,Total Liabilities,754.92,638.3,611.78,569.15,526.38,493.2,556.24,576.86,673.69,607.18,Upgrade
30,Common Stock,53.47,53.47,53.47,53.47,53.47,53.47,53.47,53.47,53.47,53.47,Upgrade
31,Additional Paid-In Capital,139.41,139.41,139.41,139.41,152.7,152.7,152.7,152.7,152.7,152.7,Upgrade
32,Retained Earnings,521.2,490.49,504.04,466.31,467.78,443.57,432.66,416.55,413.67,417.11,Upgrade
33,Comprehensive Income & Other,-52.61,-64.33,-27.51,-43.61,-34.13,-32.84,-25.1,-30.92,-18.63,-19.94,Upgrade
34,Total Common Equity,661.47,619.03,669.4,615.58,639.83,616.9,613.73,591.8,601.21,603.34,Upgrade
35,Minority Interest,95.22,80.32,88.61,78.64,114.63,103.74,101.51,86.71,67.8,69.85,Upgrade
36,Shareholders' Equity,756.7,699.35,758.01,694.22,754.45,720.63,715.24,678.51,669.01,673.19,Upgrade
37,Total Liabilities & Equity,1512,1338,1370,1263,1281,1214,1271,1255,1343,1280,Upgrade
38,Total Debt,388.42,354.43,302.74,290.68,246.42,238.96,275.14,305.78,407.96,231.82,Upgrade
39,Net Cash (Debt),-86.32,-160.4,-31.68,-34.51,7.52,-40.55,-4.73,-44.31,-132.06,-103,Upgrade
40,Net Cash Per Share,-0.15,-0.27,-0.05,-0.06,0.01,-0.07,-0.01,-0.07,-0.21,-0.17,Upgrade
41,Filing Date Shares Outstanding,593.1,592.45,622.5,622.5,622.5,622.5,622.5,622.5,622.5,622.5,Upgrade
42,Total Common Shares Outstanding,593.1,592.45,622.5,622.5,622.5,622.5,622.5,622.5,622.5,622.5,Upgrade
43,Working Capital,87.32,125.08,57.81,82.58,163.26,166.03,195.5,159.09,149.96,157.64,Upgrade
44,Book Value Per Share,1.12,1.04,1.08,0.99,1.03,0.99,0.99,0.95,0.97,0.97,Upgrade
45,Tangible Book Value,570.78,528.34,578.71,524.75,542.21,512.5,502.55,473.84,479.09,471.81,Upgrade
