,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,898,914.26,880.01,886.76,897.13,1341,1325,989.15,741,703.52
1,Revenue Growth (YoY),2.04%,3.10%,-1.91%,-33.90%,-32.29%,35.62%,78.81%,40.60%,32.70%,45.52%
2,Cost of Revenue,642.57,678.23,634.69,639.7,673.08,984.85,892.7,712.02,490.5,516.39
3,Gross Profit,255.43,236.03,245.32,247.06,224.05,356.63,432.27,277.14,250.5,187.13
4,"Selling, General & Admin",93.73,98.05,104.4,113.84,125.92,140.68,117.93,100.18,93.71,97.75
5,Other Operating Expenses,57.23,-259.59,259.38,-55.36,30.19,-8.62,-0.82,-6.77,-5.73,-2.75
6,Operating Expenses,150.97,527.61,363.78,181.56,156.11,273.38,117.11,99.64,87.98,95.01
7,Operating Income,104.46,-291.58,-118.46,65.49,67.95,83.25,315.17,177.5,162.52,92.12
8,Interest Expense,-0.19,-0.49,-0.18,-0.38,-0.39,-0.81,-,-0.39,-,-0.11
9,Interest & Investment Income,-,-,-,-,-,0.34,0.7,0.94,0.68,4.05
10,Earnings From Equity Investments,3.83,2.67,3.63,2.13,8.4,15.96,2.89,0.04,0.63,-
11,Currency Exchange Gain (Loss),-0.01,-0.79,0.87,-0.11,0.36,-3.1,-1.33,-22.16,2.41,3.27
12,Other Non Operating Income (Expenses),-,-9.41,-,-2.29,-,-1.12,-,-4.76,-,-
13,EBT Excluding Unusual Items,108.09,-299.6,-114.13,64.84,76.32,94.52,317.43,151.17,166.25,99.32
14,Gain (Loss) on Sale of Investments,-42.71,-152.42,-15.08,-0.79,-0.43,-187.64,-25.21,0.07,-6.02,-7.5
15,Gain (Loss) on Sale of Assets,0.04,0,-0.67,-0.89,-0.14,-0.07,-0.05,0.04,1.08,-0.29
16,Other Unusual Items,-,-,-,-,-,-63.92,-,-,-,-
17,Pretax Income,65.42,-452.02,-129.88,63.17,75.74,-157.12,292.17,151.27,161.31,91.53
18,Income Tax Expense,14.71,-111.36,-32.95,12.75,19.56,-8.77,75.7,44.93,38.13,16.04
19,Earnings From Continuing Operations,50.7,-340.65,-96.93,50.41,56.18,-148.34,216.46,106.34,123.18,75.49
20,Minority Interest in Earnings,-6.36,-7.92,-4.48,-5.84,-7.37,-3.97,-7.35,-3.48,-4.09,-2.25
21,Net Income,44.35,-348.57,-101.41,44.57,48.81,-152.31,209.12,102.86,119.09,73.24
22,Net Income to Common,44.35,-348.57,-101.41,44.57,48.81,-152.31,209.12,102.86,119.09,73.24
23,Net Income Growth,-,-,-,-,-76.66%,-,75.59%,40.45%,31.36%,138.12%
24,Shares Outstanding (Basic),154,154,154,154,154,154,154,154,141,140
25,Shares Outstanding (Diluted),154,154,154,154,154,155,156,157,144,140
26,Shares Change (YoY),-,-,-,-0.73%,-1.43%,-0.84%,8.85%,11.83%,2.59%,27.50%
27,EPS (Basic),0.29,-2.26,-0.66,0.29,0.32,-0.99,1.36,0.67,0.85,0.52
28,EPS (Diluted),0.29,-2.26,-0.66,0.29,0.32,-0.99,1.34,0.66,0.83,0.52
29,EPS Growth,-,-,-,-,-76.36%,-,61.45%,25.85%,28.17%,89.78%
30,Free Cash Flow,-38.86,62.3,-3.53,56.09,-134.17,-380.01,89.28,138.38,35.79,216.02
31,Free Cash Flow Per Share,-0.25,0.40,-0.02,0.36,-0.87,-2.45,0.57,0.88,0.25,1.54
32,Operating Margin,11.63%,-31.89%,-13.46%,7.39%,7.57%,6.21%,23.79%,17.94%,21.93%,13.09%
33,Profit Margin,4.94%,-38.13%,-11.52%,5.03%,5.44%,-11.35%,15.78%,10.40%,16.07%,10.41%
34,Free Cash Flow Margin,-4.33%,6.81%,-0.40%,6.33%,-14.96%,-28.33%,6.74%,13.99%,4.83%,30.71%
35,EBITDA,110.13,-286.16,-113.12,71.49,74.31,89.45,321.27,181.63,166.76,94.56
36,D&A For EBITDA,5.67,5.42,5.34,6,6.37,6.2,6.11,4.13,4.23,2.44
37,EBIT,104.46,-291.58,-118.46,65.49,67.95,83.25,315.17,177.5,162.52,92.12
