,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,556.79,521.87,518.48,538.22,437.11,401.1,333.15,195.98,239.52,261.37
1,Short-Term Investments,12.93,2.65,-,12.64,-,-,-,-,79.98,-
2,Cash & Short-Term Investments,569.72,524.53,518.48,550.86,437.11,401.1,333.15,195.98,319.49,261.37
3,Cash Growth,9.88%,-4.78%,18.62%,37.34%,31.21%,104.66%,4.27%,-25.02%,37.66%,-25.53%
4,Accounts Receivable,746.13,680.76,645.42,601.26,606.09,581.35,583.46,571.17,594.02,597.49
5,Other Receivables,67.12,55.76,91.77,47.07,52.44,43.36,38.72,34.92,-,31.9
6,Receivables,813.25,736.52,737.19,648.32,658.53,624.71,622.18,606.09,594.02,629.38
7,Restricted Cash,-,-,-,-,-,-,20,-,-,-
8,Other Current Assets,630.41,534.51,553.88,586.44,553.32,547.07,495.87,527.68,392.14,478.61
9,Total Current Assets,2013,1796,1810,1786,1649,1573,1471,1330,1306,1369
10,"Property, Plant & Equipment",10.22,12.59,13.43,12.25,14.51,28.56,2.8,5.03,4.5,6.28
11,Long-Term Investments,-,-,1.3,1.12,1.96,2.02,2.06,3.78,4.96,0.87
12,Goodwill,32.44,32.44,34.8,34.8,189.59,183.16,183.16,183.61,183.61,183.61
13,Other Intangible Assets,3.09,4.45,5.2,7.01,10.79,7.48,10.59,13.7,17.92,24.39
14,Long-Term Deferred Tax Assets,14.79,13.72,13.45,12.14,9.88,8.59,5.18,4.52,4.7,4.6
15,Other Long-Term Assets,86.59,114.98,57.86,58.17,42.6,42.68,30.5,31.23,45.24,-
16,Total Assets,2161,1974,1936,1911,1918,1845,1705,1572,1567,1589
17,Accounts Payable,60.17,34.38,66.02,52.96,74.44,74.33,53.76,44.71,48.46,94.94
18,Accrued Expenses,-,6.83,-,7.27,-,3.23,-,3.79,-,6.15
19,Short-Term Debt,390.99,303.5,209.35,260,194.83,171.65,155,195,222.66,235.96
20,Current Portion of Leases,5.27,8.51,7.19,6.5,5.74,6.99,1.02,2.8,2.9,3.64
21,Current Income Taxes Payable,117,112.91,114.11,109.43,104.84,99.1,88.44,82.72,80.69,77.45
22,Current Unearned Revenue,35.39,21.99,36.9,27.83,21.25,29.84,11.82,45.24,31.99,99.63
23,Other Current Liabilities,94.95,75.77,68.33,67.03,42.31,49.48,18.27,37.13,29.87,29.34
24,Total Current Liabilities,703.75,563.89,501.9,531.02,443.41,434.63,328.31,411.38,416.57,547.1
25,Long-Term Leases,3.7,3.76,6.42,5.82,7.26,19.33,0.76,1.37,-,1.56
26,Long-Term Deferred Tax Liabilities,0.76,1.1,1.28,1.44,1.33,0.5,0.9,2.07,3.25,4.48
27,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,0.5,0.5
28,Total Liabilities,708.21,568.75,509.6,538.28,451.99,454.45,329.97,414.82,420.32,553.64
29,Common Stock,0,0,0,0,0,0,0,0,0,0
30,Additional Paid-In Capital,1851,1846,1831,1828,1819,1810,1799,1643,1633,1544
31,Retained Earnings,-518.28,-563.16,-538.21,-578.65,-390.37,-449.11,-454.81,-511.41,-524,-578.22
32,Comprehensive Income & Other,31.27,36.21,51.43,43.98,37.71,30.07,30.85,25.37,36.91,69.84
33,Total Common Equity,1364,1319,1344,1293,1466,1391,1376,1157,1146,1035
34,Minority Interest,87.86,85.75,81.98,79.38,-,-,-,-,-,-
35,Shareholders' Equity,1452,1405,1426,1373,1466,1391,1376,1157,1146,1035
36,Total Liabilities & Equity,2161,1974,1936,1911,1918,1845,1705,1572,1567,1589
37,Total Debt,399.95,315.78,222.97,272.32,207.83,197.96,156.78,199.17,225.56,241.16
38,Net Cash (Debt),169.76,208.75,295.51,278.54,229.28,203.14,176.37,-3.18,93.93,20.21
39,Net Cash Growth,-42.55%,-25.06%,28.89%,37.12%,30.00%,-,87.76%,-,-,-90.14%
40,Net Cash Per Share,0.11,0.14,0.19,0.19,0.15,0.14,0.12,-0.00,0.07,0.02
41,Filing Date Shares Outstanding,1478,1490,1468,1453,1441,1428,1409,1274,1271,1211
42,Total Common Shares Outstanding,1478,1490,1468,1453,1441,1428,1409,1274,1271,1211
43,Working Capital,1310,1232,1308,1255,1206,1138,1143,918.37,889.07,822.27
44,Book Value Per Share,0.92,0.89,0.92,0.89,1.02,0.97,0.98,0.91,0.90,0.86
45,Tangible Book Value,1329,1282,1304,1252,1266,1200,1182,959.49,944.71,827.48
46,Tangible Book Value Per Share,0.90,0.86,0.89,0.86,0.88,0.84,0.84,0.75,0.74,0.68
47,Machinery,-,4.29,-,3.97,-,3.46,-,3.48,-,3.25
48,Leasehold Improvements,-,1.41,-,1.3,-,1.03,-,0.2,-,0.19
