,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1232,1051,1047,1117,1184,1083,1015,753.58,973.16,1199
1,Revenue Growth (YoY),17.65%,-5.91%,-11.55%,3.14%,16.62%,43.72%,4.31%,-37.13%,-18.74%,36.74%
2,Cost of Revenue,1095,960.27,914.68,1034,1032,961.42,873.46,636.72,847.28,1031
3,Gross Profit,136.71,90.76,132.51,82.78,151.7,121.63,141.69,116.86,125.88,167.25
4,"Selling, General & Admin",39.9,39.49,36.64,31.25,40.92,27.68,33.63,28.59,28.29,46.58
5,Research & Development,30.57,53.35,27.31,57.91,28.28,39.9,27.14,49.86,23.68,20.2
6,Other Operating Expenses,-3.17,3.36,-4.8,12.4,-12.4,-0.76,0.76,5.77,-6.38,-10.58
7,Operating Expenses,72.51,108.48,74,145.1,71.4,115.67,68.23,94.14,55.9,86.04
8,Operating Income,64.2,-17.71,58.5,-62.32,80.3,5.96,73.46,22.73,69.99,81.22
9,Interest Expense,-5.97,-5.24,-4.77,-4.26,-3.43,-3.78,-3.77,-4.74,-5.43,-6.22
10,Interest & Investment Income,0.67,0.44,1.27,0.56,0.48,0.39,0.56,0.44,1.69,2.45
11,Earnings From Equity Investments,-,-1.28,-2.26,-2.32,-2.02,-2.11,-1.72,-1.18,-0.31,-
12,Currency Exchange Gain (Loss),0.01,-1.16,1.16,2.34,-2.34,-1.85,2.55,-3.13,3.4,-2.22
13,Other Non Operating Income (Expenses),-2.06,9.46,-1.44,15.38,-,14.82,-,-,-,-
14,EBT Excluding Unusual Items,56.84,-15.48,52.46,-50.62,72.99,13.44,71.08,14.12,69.33,75.22
15,Impairment of Goodwill,-,-2.36,-,-154.79,-,-0.45,-,-,-,-
16,Legal Settlements,-,-,-,20.97,-,-,-,-,-,-
17,Pretax Income,56.84,-17.85,52.46,-184.44,72.99,12.99,71.08,14.12,69.33,75.22
18,Income Tax Expense,9.85,3.2,9.41,2.86,14.25,7.29,14.48,1.53,15.12,44.67
19,Earnings From Continuing Operations,46.99,-21.05,43.05,-187.3,58.74,5.7,56.6,12.6,54.22,30.56
20,Minority Interest in Earnings,-2.12,-3.91,-2.6,-0.98,-,-,-,-,-,-
21,Net Income,44.88,-24.95,40.44,-188.28,58.74,5.7,56.6,12.6,54.22,30.56
22,Net Income to Common,44.88,-24.95,40.44,-188.28,58.74,5.7,56.6,12.6,54.22,30.56
23,Net Income Growth,10.96%,-,-31.15%,-,3.79%,-54.75%,4.39%,-58.78%,-27.88%,-93.69%
24,Shares Outstanding (Basic),1505,1526,1458,1499,1430,1417,1365,1274,1258,1211
25,Shares Outstanding (Diluted),1526,1526,1526,1499,1500,1482,1418,1321,1301,1273
26,Shares Change (YoY),-,1.81%,1.73%,1.12%,5.74%,12.24%,9.07%,3.72%,2.64%,51.28%
27,EPS (Basic),0.03,-0.02,0.03,-0.13,0.04,0.00,0.04,0.01,0.04,0.03
28,EPS (Diluted),0.03,-0.02,0.03,-0.13,0.04,0.00,0.04,0.01,0.04,0.02
29,EPS Growth,7.52%,-,-30.65%,-,0%,-91.28%,-0.00%,-50.81%,-33.33%,-96.51%
30,Free Cash Flow,-31.88,-62.21,-3.53,-10.55,19.17,88.4,0.38,-42.84,-73.61,136.85
31,Free Cash Flow Per Share,-0.02,-0.04,-0.00,-0.01,0.01,0.06,0.00,-0.03,-0.06,0.11
32,Operating Margin,5.21%,-1.69%,5.59%,-5.58%,6.78%,0.55%,7.24%,3.02%,7.19%,6.78%
33,Profit Margin,3.64%,-2.37%,3.86%,-16.86%,4.96%,0.53%,5.58%,1.67%,5.57%,2.55%
34,Free Cash Flow Margin,-2.59%,-5.92%,-0.34%,-0.94%,1.62%,8.16%,0.04%,-5.68%,-7.56%,11.42%
35,EBITDA,65.82,-18.13,60.74,-60.77,84.1,8.09,76.8,25.96,76.65,86.78
36,D&A For EBITDA,1.62,-0.42,2.24,1.56,3.8,2.13,3.34,3.23,6.67,5.56
37,EBIT,64.2,-17.71,58.5,-62.32,80.3,5.96,73.46,22.73,69.99,81.22
