,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,6080,5685,4595,5202,5312,5202,5141,4761,5093,6081,6518,6672,5756,4753,4749,4973,4845,4943,-,-,-,Upgrade
1,Market Cap Growth,9.28%,9.28%,-10.63%,9.27%,4.29%,-14.45%,-21.12%,-28.64%,-11.52%,27.93%,37.25%,34.18%,18.81%,-3.83%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,6017,5838,4652,5374,5483,5292,5241,5061,5393,6275,6476,6755,5840,4826,4324,4582,4455,4810,-,-,-,Upgrade
3,Last Close Price,12.92,12.71,10.26,11.30,11.54,11.30,11.00,10.18,10.90,13.01,13.94,14.04,12.15,10.03,10.02,10.62,10.35,10.56,-,-,-,Upgrade
4,PE Ratio,13.49,12.67,10.35,12.44,13.65,17.63,19.77,19.85,19.32,19.24,18.66,18.76,17.55,13.21,15.18,18.19,19.78,23.24,-,-,-,Upgrade
5,PS Ratio,1.52,1.54,1.26,1.51,1.63,1.69,1.71,1.53,1.58,1.83,1.84,1.87,1.75,1.57,1.86,2.34,2.49,2.60,-,-,-,Upgrade
6,PB Ratio,1.88,1.74,1.56,1.76,1.86,1.90,1.95,1.82,2.01,2.37,2.61,2.67,2.41,2.17,2.29,2.35,2.72,2.94,-,-,-,Upgrade
7,P/TBV Ratio,1.88,1.88,1.71,1.93,2.05,2.11,2.18,2.04,2.26,2.80,3.11,3.19,2.91,2.70,2.88,2.72,2.86,3.09,-,-,-,Upgrade
8,P/FCF Ratio,24.24,22.66,25.89,30.31,28.26,-,30.51,5792.37,-28.20,-,-,-,-,-,-,-,138.33,-,-,-,-,Upgrade
9,P/OCF Ratio,14.56,14.56,13.94,18.39,18.43,14.79,16.68,17.04,36.38,-,22.96,29.10,25.34,31.43,-,27.58,29.79,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.63,1.58,1.27,1.56,1.68,1.72,1.74,1.63,1.67,1.89,1.83,1.89,1.78,1.59,1.69,2.16,2.29,2.53,-,-,-,Upgrade
11,EV/EBITDA Ratio,8.68,8.43,6.91,8.17,8.80,10.19,11.69,12.48,12.57,13.51,13.08,13.17,12.33,10.32,9.95,12.05,13.16,14.72,-,-,-,Upgrade
12,EV/EBIT Ratio,12.56,11.76,9.66,11.48,12.51,15.64,19.05,21.03,-,19.89,18.26,17.81,16.76,13.75,13.52,17.00,19.41,21.92,-,-,-,Upgrade
13,EV/FCF Ratio,23.99,23.27,26.21,31.31,29.17,-,31.10,6157.91,-29.87,-,-,-,-,-,-,-,127.19,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.47,0.47,0.51,0.49,0.48,0.47,0.53,0.54,0.52,0.51,0.52,0.45,0.48,0.20,0.21,0.14,0.02,0.05,0.06,0.19,0.19,Upgrade
15,Debt / EBITDA Ratio,2.20,1.91,2.10,2.11,2.27,1.79,2.16,2.57,6.77,3.01,2.71,1.73,3.48,0.79,0.81,0.62,0.10,0.20,0.23,0.72,0.95,Upgrade
