,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1344,1515,1186,1435,1013,2212,768.33,2972,3317,3883
1,Short-Term Investments,1301,1551,1726,1755,2075,2143,2741,2198,1187,1941
2,Trading Asset Securities,625.09,364.2,505.1,638.64,1180,612.27,1471,509.17,1242,418.01
3,Cash & Short-Term Investments,3270,3431,3417,3830,4268,4968,4980,5680,5746,6242
4,Cash Growth,-4.29%,-10.41%,-19.94%,-22.91%,-14.30%,-12.53%,-13.33%,-9.01%,0.92%,532.88%
5,Accounts Receivable,70.64,48.35,61.88,46.63,44.3,49.92,55.4,48.6,47.71,46.95
6,Other Receivables,108.68,145.84,148.48,148.12,96.5,75.97,48.03,25.56,22.03,53.02
7,Receivables,179.32,274.19,290.35,274.75,140.79,125.88,493.43,464.16,69.74,99.97
8,Inventory,102,97.37,100.74,95.33,95.22,83.54,77.56,70.01,75.76,74.24
9,Prepaid Expenses,122.36,73.66,152.09,75.73,113,98.62,126.75,86.54,87.83,74.33
10,Other Current Assets,51.56,31.74,50.64,40.06,51.55,38.23,44.75,6.72,11.71,7.48
11,Total Current Assets,3726,3908,4011,4315,4669,5314,5723,6307,5991,6498
12,"Property, Plant & Equipment",5389,5306,5221,5040,4651,4257,3993,3342,3132,3118
13,Long-Term Investments,50,-,-,-,-,-,-,-,-,-
14,Long-Term Deferred Tax Assets,20.76,20.25,24.83,21.34,5.47,5.77,6.48,5.36,4.63,3.64
15,Other Long-Term Assets,73.76,57.02,23.94,111.82,29.86,58.47,32.72,166.51,113,57.96
16,Total Assets,9259,9291,9281,9489,9355,9636,9754,9821,9241,9678
17,Accounts Payable,138.5,123.8,152.03,116.35,116.92,136.22,99.5,122.29,81.05,79.7
18,Accrued Expenses,155.86,209.36,149.99,202.66,142.37,214.16,161.68,226.13,135.52,164.35
19,Current Portion of Leases,344.23,265.4,336.83,381.87,423.21,387.77,331.9,338.51,308.55,307.39
20,Current Income Taxes Payable,77.28,62.63,74.31,80.27,69.37,90.99,74.83,126.11,83.24,138.14
21,Current Unearned Revenue,1493,1357,1349,1217,1361,1431,1545,1416,1202,1404
22,Other Current Liabilities,288.36,315.22,292.91,333.85,255.12,285.41,199.83,198.2,180.14,178.61
23,Total Current Liabilities,2497,2333,2355,2332,2368,2546,2412,2427,1991,2272
24,Long-Term Leases,1206,1308,1343,1414,1391,1306,1440,1279,1209,1207
25,Long-Term Unearned Revenue,40.78,21.91,37.61,27.43,50.82,45.85,74.14,75,59.9,78.66
26,Long-Term Deferred Tax Liabilities,19.39,20.53,23.36,22.86,-,-,-,-,-,-
27,Total Liabilities,3764,3684,3759,3797,3810,3897,3926,3781,3260,3557
28,Common Stock,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
29,Additional Paid-In Capital,2044,2440,2440,2823,2818,3267,3453,3905,3890,4307
30,Retained Earnings,3021,2749,2678,2474,2351,2115,2046,1812,1797,1555
31,Comprehensive Income & Other,430.27,417.72,404.26,394.6,375.97,357.11,329.68,322.43,293.49,258.74
32,Shareholders' Equity,5496,5608,5522,5692,5545,5739,5828,6040,5981,6120
33,Total Liabilities & Equity,9259,9291,9281,9489,9355,9636,9754,9821,9241,9678
34,Total Debt,1550,1573,1679,1796,1814,1693,1772,1618,1517,1514
35,Net Cash (Debt),1720,1858,1738,2034,2454,3275,3209,4062,4228,4728
36,Net Cash Growth,-1.02%,-8.65%,-29.19%,-37.89%,-23.51%,-19.38%,-24.12%,-14.09%,-2.11%,379.35%
37,Net Cash Per Share,0.79,0.85,0.78,0.93,1.12,1.45,1.40,1.77,1.85,2.07
38,Filing Date Shares Outstanding,2179,2179,2179,2176,2176,2175,2202,2195,2192,2191
39,Total Common Shares Outstanding,2179,2179,2179,2176,2176,2175,2202,2195,2192,2191
40,Working Capital,1228,1575,1656,1983,2301,2768,3310,3880,4000,4226
41,Book Value Per Share,2.52,2.57,2.53,2.62,2.55,2.64,2.65,2.75,2.73,2.79
42,Tangible Book Value,5496,5608,5522,5692,5545,5739,5828,6040,5981,6120
43,Tangible Book Value Per Share,2.52,2.57,2.53,2.62,2.55,2.64,2.65,2.75,2.73,2.79
44,Buildings,-,1693,-,1173,-,566.43,-,423.9,-,418.93
45,Machinery,-,1397,-,1317,-,1219,-,1076,-,951.76
46,Construction In Progress,-,600.25,-,556.84,-,482.36,-,34.35,-,53.1
47,Leasehold Improvements,-,1113,-,1032,-,863.02,-,785.87,-,732.36
