,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1983,2026,1953,1940,1879,2138,2001,2132,1517,2084
1,Revenue Growth (YoY),1.55%,4.39%,3.97%,-9.25%,-6.14%,0.29%,31.95%,2.29%,-16.70%,-
2,Cost of Revenue,932.2,1115,955.63,1043,885.4,1133,894.66,1035,645.2,911.34
3,Gross Profit,1051,910.82,997.39,897.94,993.13,1005,1107,1097,871.67,1173
4,"Selling, General & Admin",720.02,797.24,768.91,769.81,688.69,812.96,717.06,765.4,633.39,671.13
5,Research & Development,5.43,9.46,7.9,11.44,10.09,17.4,13.4,25.69,18.09,15.72
6,Operating Expenses,725.45,806.7,776.82,781.25,698.78,830.36,730.45,791.08,651.49,686.85
7,Operating Income,325.68,104.12,220.58,116.69,294.35,175.01,376.34,306.08,220.19,486.04
8,Interest Expense,-61.58,-67.73,-71.57,-73.77,-82.41,-80.82,-80.31,-76.1,-69.95,-69.68
9,Interest & Investment Income,45.09,50.37,50.7,36.88,26.73,34.96,40.87,49.58,62.87,63.2
10,Currency Exchange Gain (Loss),5.74,-19.79,44.07,60.81,82.63,-34.06,-39.61,-234.95,68.45,88.28
11,Other Non Operating Income (Expenses),19.12,18.65,19.54,18.33,25.47,37.79,17.24,33.01,22.73,26.88
12,EBT Excluding Unusual Items,334.05,85.62,263.32,158.93,346.77,132.88,314.54,77.61,304.28,594.71
13,Gain (Loss) on Sale of Investments,20.15,9.13,11.28,18.53,-20.63,1.03,20.27,19.8,19.78,30.98
14,Gain (Loss) on Sale of Assets,-8.13,-5.41,0.37,-9.08,-0.19,-0.17,0.51,0.68,-0.04,0.41
15,Other Unusual Items,-,3.7,-,3.69,-,-0.28,-,-0.24,21.87,-2.14
16,Pretax Income,346.07,93.05,274.96,172.07,325.95,133.47,335.31,97.86,345.89,623.96
17,Income Tax Expense,74.56,24.26,71.13,46.82,83.68,64.35,102.26,82.76,103.38,88.63
18,Earnings From Continuing Operations,271.51,68.79,203.84,125.25,242.27,69.12,233.05,15.1,242.52,535.33
19,Net Income,271.51,68.79,203.84,125.25,242.27,69.12,233.05,15.1,242.52,535.33
20,Net Income to Common,271.51,68.79,203.84,125.25,242.27,69.12,233.05,15.1,242.52,535.33
21,Net Income Growth,33.20%,-45.08%,-15.87%,81.22%,3.96%,357.81%,-3.90%,-97.18%,-22.39%,-
22,Shares Outstanding (Basic),2179,2179,2179,2176,2175,2184,2199,2194,2192,2192
23,Shares Outstanding (Diluted),2182,2191,2217,2195,2197,2260,2292,2289,2280,2289
24,Shares Change (YoY),-1.61%,-0.15%,0.91%,-2.88%,-4.12%,-1.27%,0.50%,-0.00%,22.40%,-
25,EPS (Basic),0.12,0.03,0.09,0.06,0.11,0.03,0.11,0.01,0.11,0.24
26,EPS (Diluted),0.12,0.03,0.09,0.06,0.11,0.03,0.10,0.01,0.11,0.23
27,EPS Growth,35.47%,-44.80%,-16.68%,86.16%,8.46%,364.58%,-4.42%,-97.18%,-36.55%,-
28,Free Cash Flow,357.53,168.68,65.08,-227.95,-101.7,4.68,210.12,732.01,47.43,533.75
29,Free Cash Flow Per Share,0.16,0.08,0.03,-0.10,-0.05,0.00,0.09,0.32,0.02,0.23
30,Operating Margin,16.42%,5.14%,11.29%,6.01%,15.67%,8.18%,18.80%,14.36%,14.52%,23.32%
31,Profit Margin,13.69%,3.40%,10.44%,6.45%,12.90%,3.23%,11.64%,0.71%,15.99%,25.68%
32,Free Cash Flow Margin,18.03%,8.33%,3.33%,-11.75%,-5.41%,0.22%,10.50%,34.33%,3.13%,25.61%
33,EBITDA,482.89,260.8,380.4,277.72,452.81,340.06,524.81,476.61,373.52,599.88
34,D&A For EBITDA,157.22,156.68,159.82,161.03,158.46,165.06,148.47,170.53,153.33,113.85
35,EBIT,325.68,104.12,220.58,116.69,294.35,175.01,376.34,306.08,220.19,486.04
