,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,25132,25827,22106,21784,17947,17923,16931,15795,12734,11039,13325,14931,13236,11715,11546,12721,10837,8789,8402,8402,9940,Upgrade
1,Market Cap Growth,44.10%,44.10%,30.56%,37.92%,40.94%,62.37%,27.07%,5.78%,-3.79%,-5.78%,15.41%,17.37%,22.13%,33.30%,37.41%,51.39%,9.03%,-3.44%,-21.94%,-29.32%,-3.59%,Upgrade
2,Enterprise Value,29240,29151,26101,26301,21165,20958,19884,19891,16031,13983,16191,17017,12159,10797,11295,12814,11389,9595,9455,9489,11121,Upgrade
3,Last Close Price,9.97,9.44,9.35,8.07,7.17,7.62,7.04,6.82,5.43,4.30,5.47,6.00,4.94,3.74,3.96,4.00,3.44,2.86,2.66,2.65,3.20,Upgrade
4,PE Ratio,9.76,15.24,12.62,12.11,9.81,10.29,9.68,9.22,7.79,6.90,8.04,7.86,7.12,5.97,6.30,8.39,10.50,10.50,11.61,-,8.10,Upgrade
5,Forward PE,9.41,6.15,6.15,6.15,6.15,6.72,6.20,6.41,5.41,4.60,5.43,5.63,5.15,4.30,5.27,5.67,5.95,6.49,8.54,10.27,6.08,Upgrade
6,PS Ratio,2.04,3.18,2.80,2.97,2.46,3.00,3.32,2.57,2.16,2.01,2.36,3.08,2.75,2.35,2.38,2.96,3.11,3.13,3.33,3.11,3.02,Upgrade
7,PB Ratio,1.16,1.62,1.47,1.38,1.15,1.21,1.18,0.99,0.83,0.77,0.95,0.96,0.90,0.77,0.79,0.87,0.75,0.67,0.69,0.67,0.77,Upgrade
8,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,5.32,7.35,8.85,-,195.03,-,-,-,Upgrade
9,P/FCF Ratio,48.60,75.91,29.75,-585.66,-,9.51,10.03,12.87,18.12,12.65,-,6.57,6.44,5.47,5.18,7.05,7.99,8.81,30.38,-,15.15,Upgrade
10,P/OCF Ratio,9.27,9.27,7.73,8.75,6.14,6.91,6.87,5.68,5.81,4.56,5.16,5.75,5.14,4.28,4.07,5.15,5.35,5.24,6.34,5.19,4.87,Upgrade
11,PEG Ratio,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,Upgrade
12,EV/Sales Ratio,3.60,3.59,3.30,3.58,2.90,3.51,3.90,3.23,2.72,2.55,2.87,3.51,2.53,2.17,2.33,2.98,3.27,3.42,3.75,3.51,3.37,Upgrade
13,EV/EBITDA Ratio,8.62,8.52,7.67,7.44,5.73,6.03,5.61,5.62,4.76,4.26,4.67,4.45,3.19,2.68,2.99,3.94,4.68,4.84,5.33,4.82,4.37,Upgrade
14,EV/EBIT Ratio,12.19,12.09,10.80,10.38,7.93,8.49,7.84,8.03,6.89,6.16,6.78,6.35,4.55,3.72,4.14,5.66,7.55,8.27,9.64,-,6.39,Upgrade
15,EV/FCF Ratio,85.94,85.67,35.13,-707.08,-,11.13,11.77,16.21,22.81,16.02,-,7.49,5.91,5.04,5.07,7.10,8.40,9.61,34.19,-,16.96,Upgrade
16,Debt / Equity Ratio,0.45,0.45,0.50,0.48,0.47,0.48,0.50,0.48,0.50,0.55,0.59,0.49,0.46,0.30,0.30,0.31,0.57,0.25,0.27,0.25,0.23,Upgrade
17,Debt / EBITDA Ratio,2.13,2.03,2.43,2.12,2.21,1.87,2.04,1.84,2.70,1.94,2.78,1.93,2.19,1.04,1.18,1.16,2.04,1.00,2.08,6.32,1.23,Upgrade
18,Debt / FCF Ratio,21.21,21.21,10.10,-203.34,-,3.76,4.23,6.27,10.90,9.07,-,3.35,3.26,2.13,1.95,2.48,6.11,3.30,11.85,-,4.56,Upgrade
19,Asset Turnover,0.34,0.31,0.23,0.42,0.37,0.22,0.21,0.23,0.22,0.36,0.19,0.21,0.23,0.22,0.20,0.26,0.23,0.14,0.07,0.18,Upgrade,
20,Inventory Turnover,1213.36,1403.27,1215.01,606.48,1559.40,1251.86,525.64,372.82,637.04,363.59,1130.72,277.07,371.76,208.24,259.42,214.45,309.28,249.75,248.19,224.62,206.81,Upgrade
21,Quick Ratio,1.90,1.90,1.84,3.24,2.79,2.78,2.30,4.86,3.78,3.18,2.01,3.08,1.60,3.78,2.74,2.95,2.08,1.41,1.20,1.42,1.30,Upgrade
22,Current Ratio,2.03,2.03,1.93,3.38,2.92,2.81,2.31,4.88,3.78,3.19,2.02,3.09,1.60,3.79,2.74,2.96,2.09,1.42,1.21,1.43,1.30,Upgrade
23,Return on Equity (ROE),11.79%,9.75%,13.23%,8.24%,15.60%,11.24%,13.93%,7.94%,16.25%,7.84%,13.23%,8.93%,15.93%,12.74%,12.82%,13.62%,13.59%,3.78%,-2.59%,7.57%,Upgrade,
24,Return on Assets (ROA),6.22%,5.36%,6.67%,5.90%,7.38%,6.67%,7.89%,4.57%,8.12%,4.92%,7.11%,5.22%,9.63%,7.67%,7.54%,8.42%,8.46%,2.73%,-1.01%,5.84%,Upgrade,
25,Return on Capital (ROIC),6.86%,5.80%,7.01%,6.27%,8.04%,7.17%,8.27%,4.85%,8.87%,5.38%,7.85%,5.81%,10.54%,8.40%,8.17%,9.24%,9.53%,3.06%,-1.12%,6.41%,Upgrade,
26,Return on Capital Employed (ROCE),10.58%,10.63%,11.04%,11.07%,11.95%,11.48%,12.02%,10.61%,10.32%,10.39%,10.97%,11.80%,12.71%,14.84%,14.54%,12.16%,6.85%,7.42%,6.66%,-,11.25%,Upgrade
27,Earnings Yield,6.74%,6.56%,7.92%,8.26%,10.19%,9.72%,10.33%,10.84%,12.83%,14.49%,12.44%,12.73%,14.04%,16.76%,15.88%,11.91%,9.53%,9.52%,8.61%,10.19%,12.35%,Upgrade
28,FCF Yield,1.35%,1.32%,3.36%,-0.17%,3.30%,10.51%,9.97%,7.77%,5.52%,7.91%,8.37%,15.21%,15.53%,18.27%,19.31%,14.19%,12.51%,11.36%,3.29%,4.67%,6.60%,Upgrade
29,Dividend Yield,6.63%,-,-,-,9.24%,-,-,-,11.46%,-,-,-,13.67%,-,-,-,7.94%,-,-,-,8.04%,Upgrade
30,Payout Ratio,79.73%,252.08%,15.85%,12.82%,22.30%,188.25%,14.22%,13.10%,27.19%,190.51%,21.97%,13.63%,15.45%,87.89%,8.68%,7.43%,3.45%,110.29%,20.72%,-,14.00%,Upgrade
31,Buyback Yield / Dilution,-0.00%,-0.01%,0.01%,-0.01%,0.00%,-0.00%,-0.00%,0.00%,-0.01%,0.01%,-0.01%,0.01%,-0.03%,-0.03%,0.33%,-0.26%,0.06%,0.01%,-0.27%,0.22%,-0.04%,Upgrade
32,Total Shareholder Return,6.63%,-0.01%,0.01%,-0.01%,9.24%,-0.00%,-0.00%,0.00%,11.45%,0.01%,-0.01%,0.01%,13.63%,-0.03%,0.33%,-0.26%,8.00%,0.01%,-0.27%,0.22%,8.00%,Upgrade
