,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+7 Quarters
0,Market Capitalization,141454,147741,414932,965031,1131633,1087625,1362152,953507,754424,862063,1114491,1252611,1066863,205395,226232,245581,245581,261953,227721,227721,214042,Upgrade
1,Market Cap Growth,-84.51%,-86.42%,-69.54%,1.21%,50.00%,26.17%,22.22%,-23.88%,-29.29%,319.71%,392.63%,410.06%,334.42%,-21.59%,-0.65%,7.84%,14.73%,20.78%,0.41%,9.29%,4.31%,Upgrade
2,Enterprise Value,186173,188768,456727,1005942,1333038,1311585,1512513,1153001,819782,1072757,1291238,1389383,1146332,269446,290283,311654,327006,329948,282338,289507,232545,Upgrade
3,Last Close Price,4500.00,4700.00,13200.00,30700.00,36000.00,34600.00,43333.33,30333.33,24000.00,27424.24,35454.55,39848.48,33939.39,7782.65,8572.19,9305.34,9305.34,9925.70,8628.59,8628.59,8110.28,Upgrade
4,PE Ratio,27.64,-35.93,-,21.94,-,35.76,-194.05,-1919.93,-,22.13,29.66,38.71,28.04,11.33,16.47,21.14,47.26,52.54,53.90,72.87,75.39,Upgrade
5,PS Ratio,0.97,-1.14,-6.11,11.84,-67.39,3.21,3.84,3.63,2.42,2.97,4.28,5.31,4.33,1.04,1.22,1.44,1.76,1.69,1.58,1.58,1.57,Upgrade
6,PB Ratio,0.41,0.43,1.22,2.87,3.36,2.53,4.09,-,2.28,-,3.45,4.03,3.57,1.05,1.24,1.35,1.40,1.52,1.33,1.33,1.26,Upgrade
7,P/TBV Ratio,0.43,0.43,1.22,2.87,3.36,3.25,4.40,-,2.45,-,3.72,4.31,3.67,1.08,1.24,1.35,1.40,1.52,1.33,1.33,1.26,Upgrade
8,P/FCF Ratio,1.55,-7.43,-,-,-,-27.05,-,-18.63,-,16.79,-,-,-,-,-,-29.05,-68.68,-,-,-7.67,-,Upgrade
9,P/OCF Ratio,1.55,-7.01,-,-,-,-36.03,-,-24.62,-,15.83,-,-,-,-,-,-29.05,-69.64,-,-,-7.69,-,Upgrade
10,EV/Sales Ratio,1.28,-1.46,-6.72,12.34,-,3.87,4.27,4.39,2.63,3.70,4.95,5.89,4.65,1.36,1.57,1.83,2.34,2.13,1.96,2.01,1.71,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,51.56,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-6.53,-25.84,-139.94,-,37.39,47.91,35.06,20.75,25.40,29.81,36.96,28.77,8.82,11.66,14.23,22.02,26.33,25.32,28.15,22.51,Upgrade
13,EV/FCF Ratio,1.98,-9.49,-,-,-,-32.61,-,-22.52,-,20.90,-,-,-,-,-,-36.86,-91.46,-,-,-9.76,-,Upgrade
14,Debt / Equity Ratio,0.13,0.13,0.15,0.17,0.16,0.44,0.68,-,0.69,-,0.75,0.60,0.65,0.44,0.44,0.44,0.47,0.49,0.50,0.49,0.40,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,3.60,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,0.47,-2.25,-,-,-,-4.68,-,-,-,-,-,-,-,-,-,-9.36,-22.77,-,-,-2.79,-,Upgrade
17,Asset Turnover,0.02,-,0.90,-,0.36,-,-,0.74,-,0.45,0.36,-,-,-,0.74,0.57,0.48,0.37,0.42,-,Upgrade,
18,Inventory Turnover,-,-,-,-,-,4.20,-,-,5.27,-,2.97,4.00,-,-,-,5.94,3.33,2.85,2.49,3.06,-,Upgrade
19,Quick Ratio,1.32,1.32,0.86,2.02,1.98,1.76,1.41,-,1.33,-,1.65,2.04,1.97,1.38,-,1.51,1.24,1.18,1.26,1.31,1.20,Upgrade
20,Current Ratio,2.06,2.06,1.38,2.43,2.70,2.18,1.76,-,1.82,-,2.49,2.90,2.54,1.91,-,1.80,1.79,1.96,1.83,1.82,1.90,Upgrade
21,Return on Equity (ROE),0.05%,-,0.35%,-3.34%,46.86%,-,-,-19.74%,-,11.08%,1.72%,-,-,7.86%,15.65%,4.74%,2.65%,3.38%,1.31%,-,Upgrade,
22,Return on Assets (ROA),0.09%,-,0.57%,-13.00%,4.09%,-,-,5.00%,-,5.13%,3.08%,-,-,-,6.89%,4.70%,2.76%,2.96%,1.77%,-,Upgrade,
23,Return on Capital (ROIC),0.11%,-,0.64%,-15.21%,4.85%,-,-,5.67%,-,5.81%,3.47%,-,-,6.33%,8.82%,5.69%,3.24%,3.54%,2.11%,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-7.49%,-5.18%,-2.14%,-,6.85%,7.55%,-,9.31%,-,9.10%,8.29%,9.23%,13.65%,-,10.41%,7.22%,6.08%,5.41%,5.01%,5.63%,Upgrade
25,Earnings Yield,3.62%,-2.78%,9.69%,4.56%,3.86%,2.80%,-0.52%,-0.05%,0.10%,4.52%,3.37%,2.58%,3.57%,8.83%,6.07%,4.73%,2.12%,1.90%,1.86%,1.37%,1.33%,Upgrade
26,FCF Yield,64.39%,-13.47%,-,5.72%,6.45%,-3.70%,-,-5.37%,-13.70%,5.96%,-6.45%,-3.28%,-,-,1.26%,-3.44%,-1.46%,-7.23%,-14.13%,-13.03%,-,Upgrade
27,Buyback Yield / Dilution,-11147.96%,-0.01%,0.24%,-,-,0.12%,-0.31%,-,-,-43.55%,-45.43%,-45.55%,-44.98%,-0.83%,0.19%,1.09%,0.06%,-2.21%,1.53%,-0.63%,0.18%,Upgrade
28,Total Shareholder Return,-11147.96%,-0.01%,0.24%,-,-,0.12%,-0.31%,-,-,-43.55%,-45.43%,-45.55%,-44.98%,-0.83%,0.19%,1.09%,0.06%,-2.21%,1.53%,-0.63%,0.18%,Upgrade
