,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Market Capitalization,1087534,1237844,1402048,1423099,1557853,1407481,950350,1090697,1840552,2325763,2729476,2513878,2462140,1442553,999595,729120,482160,368976,587187,608347,603060,Upgrade
1,Market Cap Growth,-12.05%,-12.05%,47.53%,30.48%,-15.36%,-39.48%,-65.18%,-56.61%,-25.25%,61.23%,173.06%,244.78%,410.65%,290.96%,70.23%,19.85%,-20.05%,-39.35%,11.00%,15.00%,26.67%,Upgrade
2,Enterprise Value,2796471,2630356,4327898,3254186,3582361,3840497,2978296,2109874,1291470,2703233,2493160,2568814,2344710,1879043,1001191,1166736,947829,947078,1447594,1029732,1114536,Upgrade
3,Last Close Price,12300.00,14000.00,15857.14,16095.24,17619.05,15873.65,10718.11,12300.95,20757.85,25715.65,51028.24,46997.58,34475.25,20027.95,13878.07,10122.82,6694.13,6778.68,7650.55,7926.24,7857.32,Upgrade
4,PE Ratio,-,-31.74,-81.00,-,-124.37,-64.32,21.81,-,9.42,8.44,8.69,6.28,5.91,4.22,4.50,8.69,12.59,11.91,16.14,11.63,23.68,Upgrade
5,PS Ratio,0.12,0.13,0.18,0.22,0.22,0.21,0.15,0.20,0.39,0.55,0.71,0.65,0.62,0.41,0.36,0.31,0.23,0.17,0.26,0.26,0.23,Upgrade
6,PB Ratio,0.74,0.83,0.94,0.95,1.00,0.92,0.63,0.74,1.19,1.48,1.82,2.75,2.89,1.86,1.52,1.41,1.05,0.84,1.69,1.75,1.72,Upgrade
7,P/TBV Ratio,0.86,0.86,0.98,1.00,1.05,0.96,0.65,0.77,1.22,1.52,1.82,2.75,2.89,1.86,1.52,1.41,1.05,0.84,1.69,1.75,1.72,Upgrade
8,P/FCF Ratio,-,-,-,-,-2.47,-,-,-,-,-4.25,-,-,-,2.10,4.02,16.93,-,-,-,-1.54,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-2.51,-,-,-,-,-47.09,-,-,-,2.17,4.45,16.22,-,-,-,-1.95,-,Upgrade
10,EV/Sales Ratio,0.30,0.28,0.56,0.51,0.50,0.58,0.47,0.38,0.28,0.64,0.65,0.66,0.59,0.53,0.36,0.50,0.45,0.44,0.64,0.45,0.43,Upgrade
11,EV/EBITDA Ratio,14.89,14.00,24.18,15.18,40.86,71.56,23.90,-,4.25,7.03,5.91,4.76,4.15,3.93,3.09,6.22,8.13,9.28,11.96,10.72,23.09,Upgrade
12,EV/EBIT Ratio,15.37,14.46,24.94,15.59,43.71,80.17,25.07,-,4.34,7.14,6.00,4.82,4.20,3.99,3.15,6.44,8.72,9.94,12.91,11.86,27.85,Upgrade
13,EV/FCF Ratio,-3.51,-,-,-,-5.67,-,-,-,-,-4.94,-,-,-,2.73,4.03,27.09,-,-,-,-2.61,-,Upgrade
14,Debt / Equity Ratio,1.48,1.48,1.35,2.97,2.02,1.67,2.44,2.41,1.51,0.54,0.77,1.16,1.13,1.05,1.46,0.48,1.36,1.68,2.73,1.52,1.72,Upgrade
15,Debt / EBITDA Ratio,11.81,9.06,11.09,245.28,10.25,12.24,11.46,-,13.67,1.71,4.41,3.67,1.94,1.27,1.32,0.63,4.16,30.64,5.16,4.86,6.60,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-4.97,-,-,-,-,-1.54,-,-,-,1.19,3.87,5.76,-,-,-,-1.34,-,Upgrade
17,Asset Turnover,1.88,1.87,0.46,1.55,1.36,1.24,1.23,1.32,1.51,1.31,1.37,1.86,2.12,2.15,1.99,1.24,0.65,1.09,1.46,1.64,Upgrade,
18,Inventory Turnover,3.25,4.07,4.55,1.30,4.91,3.72,3.68,4.78,6.81,6.28,4.16,5.46,10.87,9.94,8.27,6.23,3.32,1.69,3.03,4.93,5.06,Upgrade
19,Quick Ratio,0.35,0.35,0.49,0.37,0.66,0.46,0.57,0.61,0.64,0.87,0.69,0.81,1.03,1.09,0.91,0.85,0.71,0.66,0.71,0.64,0.64,Upgrade
20,Current Ratio,1.21,1.21,1.24,1.22,1.31,1.36,1.27,1.23,1.27,1.30,1.31,1.46,1.49,1.46,1.32,1.32,1.17,1.22,1.16,1.09,0.98,Upgrade
21,Return on Equity (ROE),0.54%,0.47%,-17.10%,6.36%,6.16%,9.70%,-24.52%,3.79%,23.00%,17.29%,27.78%,48.77%,68.39%,94.31%,49.77%,17.81%,7.54%,0.38%,15.35%,14.63%,Upgrade,
22,Return on Assets (ROA),2.12%,1.60%,0.12%,3.57%,2.44%,3.43%,-5.88%,2.33%,7.79%,5.38%,7.72%,14.31%,19.09%,24.74%,13.84%,4.44%,0.75%,5.57%,3.50%,3.26%,Upgrade,
23,Return on Capital (ROIC),4.10%,2.35%,0.15%,4.27%,2.73%,3.86%,-6.92%,3.27%,12.02%,6.86%,9.37%,17.97%,24.77%,37.95%,26.19%,7.58%,1.21%,10.20%,6.62%,4.85%,Upgrade,
24,Return on Capital Employed (ROCE),10.22%,10.22%,9.20%,11.11%,4.08%,2.41%,6.04%,-,16.81%,21.23%,27.68%,58.35%,65.56%,60.75%,48.38%,34.96%,23.75%,18.72%,26.74%,20.70%,9.45%,Upgrade
25,Earnings Yield,-3.47%,-2.96%,-1.08%,1.37%,-0.52%,-1.28%,4.91%,5.73%,11.76%,12.94%,12.27%,16.76%,17.09%,23.67%,22.66%,12.12%,8.51%,9.14%,6.66%,9.05%,4.71%,Upgrade
26,FCF Yield,-73.30%,-64.40%,-65.24%,-30.42%,-40.53%,-109.09%,-81.94%,-87.73%,-42.58%,-23.53%,-15.68%,9.20%,26.60%,47.71%,24.85%,5.91%,-1.51%,-,-21.41%,-64.89%,-105.51%,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,0.74%,-,-,-,0.88%,-,-,-,3.70%,-,-,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,-,-,13.48%,-,-,-,213.78%,-,-,1.47%,17.88%,-,-,-,-,-,-,-,-,Upgrade
29,Buyback Yield / Dilution,-4.08%,-0.00%,0.00%,-10.56%,1.04%,13.99%,-10.54%,-69.04%,-69.08%,-68.12%,-52.96%,0.00%,-23.16%,-54.71%,-32.33%,-32.33%,-7.44%,-36.33%,0.00%,0.00%,-3.26%,Upgrade
30,Total Shareholder Return,-4.08%,-0.00%,0.00%,-10.56%,1.04%,13.99%,-10.54%,-68.30%,-69.08%,-68.12%,-52.96%,0.88%,-23.16%,-54.71%,-32.33%,-28.62%,-7.44%,-36.33%,0.00%,0.00%,-3.26%,Upgrade
