,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Cash & Equivalents,526247,647979,1532123,1339033,554636,1305996,1529299,1300116,1393342,773928,748374,902043,931105,521473,246450,116491,204820,221540,179331,130587,Upgrade
1,Short-Term Investments,14190,8610,1850,-,14808,-,45374,11759,470,470,470,2020,2020,2063,19262,67948,63798,149394,103438,51560,Upgrade
2,Cash & Short-Term Investments,540438,656589,1533973,1339033,569444,1305996,1574673,1311875,1393812,774398,748844,904063,933124,523536,265712,184439,268618,370934,282769,182147,Upgrade
3,Cash Growth,-5.09%,-49.73%,-2.58%,2.07%,-59.14%,68.65%,110.28%,45.11%,49.37%,47.92%,181.83%,390.17%,247.38%,41.14%,-6.03%,1.26%,-20.31%,-19.30%,-67.29%,-74.62%,Upgrade
4,Accounts Receivable,1116751,1616099,319291,1078227,684055,706177,873840,441428,753006,606283,432591,499566,461600,792207,607650,864468,655646,778343,664500,531658,Upgrade
5,Other Receivables,277271,96695,122721,8720,64544,34458,27130,33150,34184,6114,5586,2252,1706,598.33,2046,1579,2674,10786,4831,3150,Upgrade
6,Receivables,1394022,1712794,442012,1086947,748599,740634,900970,474577,787190,612397,438177,501817,463306,792806,609696,866047,658320,789128,669331,534808,Upgrade
7,Inventory,3585722,2528201,2994463,1262791,1859433,1743528,1879801,924861,716064,956726,727547,277692,337348,391726,346045,601148,696354,667221,582912,323266,Upgrade
8,Prepaid Expenses,12086,3291,5425,1356,2325,4679,76,87.99,75,54.91,103.82,155.91,133.18,218.77,298.01,373.45,704.16,532.58,445.97,101.98,Upgrade
9,Other Current Assets,1116162,1098701,1485309,1140894,685149,816776,647320,798683,366751,297097,238684,345905,136308,205379,138482,79795,77080,72518,99131,57920,Upgrade
10,Total Current Assets,6648430,5999576,6461182,4831020,3864949,4611615,5002840,3510085,3263891,2640673,2153355,2029633,1870219,1913666,1360233,1731802,1701076,1900334,1634589,1098242,Upgrade
11,"Property, Plant & Equipment",472424,520780,498230,484030,482520,482809,479246,480122,481511,66541,69096,23042,26545,28163,28775,34279,31418,32713,143610,315626,Upgrade
12,Long-Term Investments,43480,157750,157750,157750,157750,157750,157750,211750,211750,211750,157750,157750,157750,157750,157750,173750,173750,128750,128750,128750,Upgrade
13,Other Intangible Assets,35830,35830,35830,35830,35830,35830,35830,35830,35830,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,256.14,218.17,162.74,114.12,64.5,13.35,10.72,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,55998,1238,2294,181498,300860,301351,301817,301685,302072,602985,3698,4235,3399,3827,4332,443.4,620.75,646.01,9298,961.13,Upgrade
16,Total Assets,7256417,6715392,7155448,5690241,4841972,5589367,5977493,4539472,4295054,3521949,2383899,2214660,2057913,2103406,1551089,1940274,1906865,2062443,1916246,1543579,Upgrade
17,Accounts Payable,750286,505506,346528,315808,590835,122940,498508,194181,212867,399033,85299,169068,184195,151519,271927,505037,470493,543685,300089,366047,Upgrade
18,Accrued Expenses,45940,23760,29788,27222,31468,27374,44322,41456,39762,10498,43885,47577,37995,28608,30049,23497,7583,6179,9893,6192,Upgrade
19,Short-Term Debt,1806395,1530415,3931395,2668723,2094332,3247358,3115781,2104885,614730,1151868,1063986,958999,815695,960026,247095,504389,662697,877163,455295,531094,Upgrade
20,Current Portion of Long-Term Debt,143316,112508,112508,15336,15336,11502,15336,-,15336,-,-,-,-,-,949.4,117472,-,-,1129,-,Upgrade
21,Current Income Taxes Payable,781.6,943.8,4956,21014,14477,9301,11186,37123,37075,83810,79132,71612,63885,45839,16422,4273,1491,1153,1397,4289,Upgrade
22,Current Unearned Revenue,251269,61370,-,-,2165,-,-,30454,30454,-,-,6230,37065,94153,201906,199222,112619,84843,23000,-,Upgrade
23,Other Current Liabilities,2477655,2594007,851279,634996,101576,203668,370144,361808,1561423,375202,198209,109054,144569,166669,264638,128782,142905,130015,706085,212514,Upgrade
24,Total Current Liabilities,5475644,4828510,5276455,3683100,2850190,3622143,4055278,2769906,2511647,2020410,1470511,1362540,1283404,1446815,1032987,1482672,1397788,1643038,1496888,1120137,Upgrade
25,Long-Term Debt,269792,376284,386004,456124,454310,450158,441506,226166,214664,-,-,-,-,-,-,192.55,71591,71873,72155,72437,Upgrade
26,Long-Term Unearned Revenue,14190,15840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Total Liabilities,5759626,5220634,5662459,4139224,3304500,4072300,4496783,2996072,2726311,2020410,1470511,1362540,1283404,1446815,1032987,1482864,1469379,1714911,1569043,1192574,Upgrade
28,Common Stock,842071,842071,842071,842071,801983,801983,801983,801983,801983,729079,431197,431197,391998,391998,391998,391998,350000,264499,264499,264499,Upgrade
29,Additional Paid-In Capital,237849,237849,237849,237844,237849,237849,237849,237849,237849,237849,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Retained Earnings,387001,384945,383154,441167,467666,447240,410882,503567,528911,534610,482417,421114,382702,264784,126296,65603,87677,83033,82705,86507,Upgrade
31,Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,-226.5,-191,-191,-191,-191,-191,-191,-,-,-,Upgrade
32,Total Common Equity,1466920,1464865,1463073,1521082,1507498,1487072,1450714,1543400,1568743,1501538,913388,852119,774509,656591,518103,457410,437486,347532,347204,351006,Upgrade
33,Minority Interest,29871,29893,29916,29935,29974,29995,29996,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
34,Shareholders' Equity,1496791,1494758,1492989,1551017,1537472,1517067,1480710,1543400,1568743,1501538,913388,852119,774509,656591,518103,457410,437486,347532,347204,351006,Upgrade
35,Total Liabilities & Equity,7256417,6715392,7155448,5690241,4841972,5589367,5977493,4539472,4295054,3521949,2383899,2214660,2057913,2103406,1551089,1940274,1906865,2062443,1916246,1543579,Upgrade
36,Total Debt,2219504,2019208,4429908,3140183,2563978,3709018,3572623,2331051,844730,1151868,1063986,958999,815695,960026,248045,622054,734287,949036,528579,603531,Upgrade
37,Net Cash (Debt),-1679066,-1362619,-2895935,-1801151,-1994534,-2403022,-1997950,-1019176,549081,-377470,-315142,-54936,117430,-436490,17667,-437616,-465669,-578102,-245810,-421385,Upgrade
38,Net Cash Growth,-,-,-,-,-,-,-,-,367.58%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
39,Net Cash Per Share,-18990.94,-15411.21,-29632.79,-20584.02,-22559.33,-27177.77,-22602.31,-11526.71,5341.65,-4718.98,-6026.42,-1050.53,1920.64,-8346.92,337.84,-10306.96,-11783.43,-14628.48,-6220.05,-10662.85,Upgrade
40,Filing Date Shares Outstanding,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,52.29,52.29,61.14,52.29,52.29,52.29,52.29,39.52,39.52,39.52,Upgrade
41,Total Common Shares Outstanding,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,88.42,52.29,52.29,61.14,52.29,52.29,52.29,52.29,39.52,39.52,39.52,Upgrade
42,Working Capital,1172786,1171066,1184727,1147920,1014759,989472,947562,740178,752244,620262,682844,667093,586815,466851,327246,249130,303288,257295,137701,-21894,Upgrade
43,Book Value Per Share,16590.85,16567.60,16547.34,17203.42,17049.55,16818.53,16407.33,17455.59,17742.21,16982.06,17466.60,16294.97,14810.80,12555.88,9907.59,8746.97,8365.93,8794.05,8785.74,8881.95,Upgrade
44,Tangible Book Value,1431091,1429035,1427244,1485252,1471669,1451243,1414885,1507570,1532913,1501538,913388,852119,774509,656591,518103,457410,437486,347532,347204,351006,Upgrade
45,Tangible Book Value Per Share,16185.62,16162.37,16142.11,16798.18,16644.32,16413.31,16002.10,17050.36,17336.99,16982.06,17466.60,16294.97,14810.80,12555.88,9907.59,8746.97,8365.93,8794.05,8785.74,8881.95,Upgrade
46,Buildings,5853,5853,5853,5853,5853,3103,3103,3103,3103,240,240,240,240,240,240,240,240,240,107366,7510,Upgrade
47,Machinery,57606,55885,51883,50587,57822,56558,56229,54997,56229,59129,62400,53059,53059,52623,53717,51983,51983,51983,52425,52425,Upgrade
48,Construction In Progress,453585,500538,482475,466941,463905,462822,462118,461584,461476,50431,50431,10969,13027,13464,13464,17859,13494,13139,12408,282423,Upgrade
