,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,"Property, Plant & Equipment",325.35,3038,3107,3190,3236,3295.0,3513,3590.0,3675,3742.0,Upgrade
1,Cash & Equivalents,732.22,1479,1028,2311,1536,1253.0,1879,2718.0,1801,2943.0,Upgrade
2,Accounts Receivable,35.77,59.18,72.32,56.07,51.67,116.13,103.78,117.97,108.79,112.38,Upgrade
3,Other Receivables,484.61,396.16,152.27,331.5,173.22,499.11,294.17,1001.0,427.53,1140.0,Upgrade
4,Investment In Debt and Equity Securities,4,4,4,4,4,4.0,4,4.0,4.05,86.43,Upgrade
5,Goodwill,1.94,1.94,1.94,1.94,1.94,1.94,56.68,56.68,56.68,56.68,Upgrade
6,Other Current Assets,5162,5579,5977,5679,5986,6397.0,7241,9001.0,8360,6363.0,Upgrade
7,Other Long-Term Assets,32512,36030,36720,39554,40653,43139.0,44086,43760.0,45784,45853.0,Upgrade
8,Total Assets,39258,46588,47063,51128,51641,54706.0,57177,60249.0,60218,60297.0,Upgrade
9,Current Portion of Long-Term Debt,6796,8229,7156,10075,5193,5536.0,7752,8919.0,7310,6716.0,Upgrade
10,Current Portion of Leases,2.22,2.79,2.96,2.89,2.42,4.34,4.16,3.16,4.43,4.79,Upgrade
11,Long-Term Debt,11444,11945,11346,12329,16861,17127.0,16602,18309.0,20261,20308.0,Upgrade
12,Long-Term Leases,3.3,30.7,31.34,33.04,33.42,37.64,39.19,36.81,37.33,39.57,Upgrade
13,Accounts Payable,9.58,26.27,36.21,25.22,30.25,25.22,28.73,22.61,55.49,54.93,Upgrade
14,Current Income Taxes Payable,5.28,54.89,100.7,97.1,153.44,149.75,205.75,195.01,305.33,330.77,Upgrade
15,Current Unearned Revenue,164.79,3.17,14.27,2.74,8.23,10.49,14.83,296.07,254.41,16.42,Upgrade
16,Other Current Liabilities,819.37,1023,1917,913.85,897.15,1012.0,938.91,1015.0,1001,1003.0,Upgrade
17,Long-Term Unearned Revenue,-,-,-,-,-,0.54,7.33,7.33,22.54,18.87,Upgrade
18,Long-Term Deferred Tax Liabilities,1601,1687,1700,1801,1749,1987.0,1987,1986.0,2065,2019.0,Upgrade
19,Total Liabilities,20845,23041,22344,25320,24968,25938.0,27620,30846.0,31357,30575.0,Upgrade
20,Common Stock,55.16,36.78,36.78,36.78,36.78,36.78,36.78,36.78,36.78,36.78,Upgrade
21,Additional Paid-In Capital,5001,4563,4563,4563,4563,4563.0,4563,4563.0,4563,4563.0,Upgrade
22,Retained Earnings,12487,16218,17515,18299,19502,20517.0,21274,21121.0,20939,22058.0,Upgrade
23,Comprehensive Income & Other,869.69,789.87,679.8,988.3,671.18,1649.0,1450,1348.0,935.09,542.71,Upgrade
24,Total Common Equity,18413,21608,22795,23887,24773,26766.0,27324,27069.0,26474,27200.0,Upgrade
25,Minority Interest,-,1939,1924,1921,1900,2002.0,2233,2333.0,2386,2522.0,Upgrade
26,Shareholders' Equity,18413,23547,24719,25808,26673,28768.0,29557,29403.0,28861,29722.0,Upgrade
27,Total Liabilities & Equity,39258,46588,47063,51128,51641,54706.0,57177,60249.0,60218,60297.0,Upgrade
28,Total Debt,18245,20247,18576,22480,22129,22753.0,24437,27324.0,27654,27132.0,Upgrade
29,Net Cash / Debt,-17513,-18767,-17548,-20169,-20594,-21500.0,-22558,-24606.0,-25852,-24188.0,Upgrade
30,Net Cash Per Share,-4.67,-5.10,-4.77,-5.48,-5.60,-5.85,-6.13,-6.69,-7.03,-6.58,Upgrade
31,Filing Date Shares Outstanding,5516,3678,3678,3678,3678,3678.0,3678,3678.0,3678,3678.0,Upgrade
32,Total Common Shares Outstanding,5516,3678,3678,3678,3678,3678.0,3678,3678.0,3678,3678.0,Upgrade
33,Book Value Per Share,3.34,5.88,6.20,6.50,6.74,7.28,7.43,7.36,7.20,7.4,Upgrade
34,Tangible Book Value,18411,21606,22793,23885,24772,26764.0,27268,27013.0,26418,27144.0,Upgrade
35,Tangible Book Value Per Share,3.34,5.88,6.20,6.49,6.74,7.28,7.41,7.35,7.18,7.38,Upgrade
36,Land,-,3533,-,3536,-,515.52,-,500.09,-,486.63,Upgrade
