,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1125,1517,1453,1655,2354,2317,3016,3714,4082,4266,4707,Upgrade
1,Market Cap Growth,-8.33%,-8.33%,-38.28%,-28.57%,-21.95%,-37.62%,-26.13%,-12.93%,-13.28%,-32.95%,-47.33%,Upgrade
2,Enterprise Value,18639,22224,20925,23745,24847,25819,27806,30654,32321,30976,29759,Upgrade
3,Last Close Price,0.20,0.28,0.30,0.33,0.47,0.46,0.59,0.71,0.77,0.79,0.85,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,8.15,-5.32,-,-,Upgrade
5,PS Ratio,0.39,0.98,1.05,1.55,1.98,1.64,1.32,1.84,3.23,2.37,1.94,Upgrade
6,PB Ratio,0.06,0.08,0.06,0.07,0.09,0.09,0.10,0.13,0.14,0.15,0.16,Upgrade
7,P/FCF Ratio,4.60,4.60,2.71,2.06,5.38,4.78,2.63,3.98,11.46,5.38,19.14,Upgrade
8,P/OCF Ratio,4.60,4.60,2.71,2.06,5.38,4.78,2.63,3.98,11.46,5.38,19.14,Upgrade
9,EV/Sales Ratio,9.70,14.35,15.20,22.17,20.85,18.32,12.16,15.19,25.60,17.21,12.24,Upgrade
10,EV/EBITDA Ratio,214.87,778.54,-,89.99,-,206.76,79.49,53.75,63.76,1866.93,-,Upgrade
11,EV/EBIT Ratio,-,-247.71,-,184.97,-,-,-,76.89,97.94,-175.06,-,Upgrade
12,EV/FCF Ratio,67.45,67.45,39.06,29.60,56.84,53.28,24.27,32.81,90.70,39.10,121.01,Upgrade
13,Debt / Equity Ratio,0.99,0.99,0.86,0.75,0.87,0.83,0.79,0.83,0.93,0.96,0.91,Upgrade
14,Debt / FCF Ratio,55.37,55.37,37.79,23.16,51.43,45.66,19.86,26.16,76.68,34.91,110.33,Upgrade
15,Earnings Yield,-422.20%,-313.20%,-140.89%,-117.57%,-91.01%,-71.61%,-15.56%,12.28%,-18.80%,-96.47%,-77.42%,Upgrade
16,FCF Yield,21.72%,21.72%,36.88%,48.47%,18.57%,20.92%,37.99%,25.15%,8.73%,18.57%,5.22%,Upgrade
17,Dividend Yield,38.50%,-,2.03%,1.80%,1.70%,4.56%,5.29%,3.80%,3.13%,5.93%,8.25%,Upgrade
18,Buyback Yield / Dilution,-0.96%,-1.91%,-,-,-,-,-,-,-,-,-,Upgrade
19,Total Shareholder Return,37.54%,-1.91%,2.03%,1.80%,1.70%,4.56%,5.29%,3.80%,3.13%,5.93%,8.25%,Upgrade
